premise;question;choice1;choice2;label
Bocah wadon mau ngguyu karo bocah lanang mau. ;cause;Dhèwèké manggon ing sebelahé. ;Dhèwèké seneng karo dhèwèké. ;1
Wong nglamun sing ora nduwé omah nyolong panganan. ;cause;Dhèwèké ngundang rasa welas asih. ;Dhèwèké ora nduwé dhuwit. ;1
Aku nelpon kancaku kanggo ngobrol. ;cause;Aku péngin nduwé privasi. ;Aku rumangsa sepi. ;1
Wong lanang kuwi nyekel aku. ;effect;Aku ngambung tangané. ;Aku ngalahké dhèwèké. ;0
Aku mlayu. ;cause;Kembang api diluncurake ing udara. ;Frisbee nglayang menyang sirahku. ;1
Bocah wadon iku ngethok kuku. ;cause;Dhèwèké kuwatir. ;Dhèwèké kaget. ;0
Aku nguripake kaca ing tanggalan. ;cause;Aku wis nulis janji ing tanggalan. ;Iku awal sasi anyar. ;1
Bojone nemokake yen garwane duwe hubungan. ;effect;Dhèwèké ngeculaké pengacaraé. ;Dhèwèké njaluk pegatan. ;1
Bocah wadon kuwi ngeculaké bal karet. ;effect;Balé mau mlumpat. ;Balé mau mencorong. ;0
Bocah wadon iku salah nalika ujian. ;effect;Dhèwèké ngerti jawabané. ;Dhèwèké mbusak wangsulané. ;1
Pemain kasebut ngatasi lawannya. ;effect;Lawané nyekel pass. ;Lawané tiba ing lemah. ;1
Aku njupuk tomat saka wit anggur. ;cause;Wong-wong kuwi wis mateng. ;Aku nyiram wong-wong mau. ;0
Wong lanang kuwi péngin dadi wong sing romantis. ;effect;Dheweke ketemu karo mantan pacar kanggo mangan awan. ;Dheweke tuku coklat kanggo pacare. ;1
Merkuri ing termometer mundhak. ;cause;Aku ngeculake termometer. ;Cuaca dadi luwih anget. ;1
Ana angin topan sing nyebrang kutha. ;effect;Atap gedung pengadilan njeblug. ;Dalan gedhé dadi èlèk sing mbebayani. ;0
Siswa nampa pangajaran. ;effect;Sekolahané saya apik. ;Dhèwèké nyontek ing ujian. ;0
Aku rumangsa seneng. ;cause;Aku sujud ing lemah. ;Aku mbungkus awakku nganggo selimut. ;1
Aku nggilap watu iku. ;effect;Dadi licin. ;Kuwi dadi mencorong. ;1
Aku nambah gula ing kopi. ;effect;Kopi kuwi mambu banget. ;Kopi kuwi legi. ;1
Wong lanang kuwi nggolèk-nggolèk ing koran-koran. ;effect;Dheweke entuk potongan kertas. ;Dhèwèké ngiris-iris koran-koran kuwi. ;0
Aku mbanting kuku nganggo palu. ;effect;Pancorané disempal ing kayu. ;Kuku kuwi dadi karat. ;0
Iwak iku ngethok tali. ;effect;Para nelayan banjur nyekel iwaké. ;Para nelayan nggunakké tali manèh. ;0
Bocah kuwi isin arep sekolah. ;cause;Dheweke duwe jerawat. ;Dheweke njupuk braces dheweke mati. ;0
Wajahku dadi padhang. ;cause;Aku nampa kabar apik. ;Aku ora sabar manèh. ;0
Tanganku dakusapi nganggo andhuk. ;cause;Lenga wis teles. ;Tanganku wis teles. ;1
Wong lanang kuwi ora seimbang ing bangku. ;cause;Kursi sing ana ing sangisoré ngguncang. ;Dheweke ngeculake cat ing bangku. ;0
Para kanca tim padha nyalahké siji lan sijiné. ;cause;Wong-wong kuwi kalah. ;Pelatihé mbatalake latihan. ;0
Aku njaluk ngapura. ;cause;Aku nyesel karo kesalahanku. ;Aku wis nggayuh tujuwanku. ;0
Wong wadon kuwi bosen karo pacaré. ;cause;Dhèwèké takon-takon bab dhèwèké dhéwé. ;Dheweke ngomong terus-terusan bab awake dhewe. ;1
Bocah wadon kuwi mesem. ;effect;Pethiné dadi abang. ;Cithakané katon. ;1
Kapal mungsuhé njeblug. ;cause;Iku liwat tambang. ;Kapal kuwi banjur mlebu ing pelabuhan. ;0
Wong lanang iku nyungkem sikilé. ;cause;Dhèwèké mlumpat ing blumbang. ;Dhèwèké ngambah kaca sing pecah. ;1
Detektif-detektif kasebut nggolèki tapak driji ing papan kadadéan. ;effect;Wong-wong kuwi ngerti sapa sing matèni dhèwèké. ;Dheweke nemokake senjata ing TKP. ;0
Ana akèh lalu lintas ing dalan gedhe. ;effect;Aku njupuk dalan sing ora rata. ;Aku njaluk tumpangan. ;0
Ekonomi negara saya suda. ;effect;Akèh wong sing lara. ;Akèh wong sing nganggur. ;1
Penjaga nyebrang ngungelake peluit marang bocah-bocah. ;cause;Wong-wong kuwi arep mlumpat ing dalan sing arep digawa. ;Dhèwèké kenal karo wong-wong kuwi saka lingkungané. ;0
Aku nggulung mripatku marang kancaku. ;cause;Dhèwèké ngandhani sing bener. ;Dhèwèké ngéling-éling kanthi sarkastik. ;1
Mobilé entèk bensin. ;effect;Sopiré macet ing dalan. ;Sopiré njupuk wong sing numpak sepur. ;0
Wong wadon kuwi lagi nglairké. ;effect;Bayi kuwi lair. ;Wong wadon kuwi lara lara ing wayah ésuk. ;0
Topié wong lanang kuwi ditiup angin. ;cause;Dheweke nyopot topi. ;Ing njaba ana angin. ;1
Bocah wadon iku melu pesta ulang tahun kanca sakelas. ;cause;Dhèwèké nampa undangan. ;Dheweke tuku hadiah. ;0
Pundhaké bocah kuwi panas. ;effect;Ibuné ngukur suhu awaké. ;Ibuné nggawa dhèwèké menyang taman. ;0
Wong lanang iku nyemburake awake dhewe nganggo cologne. ;cause;Dhèwèké péngin nggumunké pacaré. ;Dheweke nglebokake gel ing rambut. ;0
Listrik ing omah mati. ;effect;Aku nggoleki lampu senter. ;Aku njupuk sekop. ;0
Keluarga kuwi pindhah menyang omah sing luwih gedhé. ;cause;Anaké wis lulus saka sekolah menengah. ;Ibu kuwi nglairké anak kembar. ;1
Wong sing mlayu maraton kuwi tetep alon. ;cause;Dhèwèké péngin ngirit tenaga. ;Dhèwèké ndelok garis finish. ;0
Bocah kuwi ngundhuh mesin penjual otomatis. ;cause;Mesin kuwi nyembur dhuwit. ;Kantong keripik wis macet. ;1
Anjing kancaku mati. ;effect;Aku nggulung mripatku marang dheweke. ;Aku ngrangkul dhèwèké. ;1
Kertu kredité pengusaha kuwi ditolak. ;effect;Dhèwèké nulis surat utang. ;Dhèwèké mbayar kanthi awis. ;1
Wong sing dikutuk. ;cause;Dheweke ngethok kuku. ;Dhèwèké nggepok driji sikilé. ;1
Wong lanang kuwi bangga karo seduluré. ;cause;Seduluré lanang gelut karo wong tuwané. ;Seduluré ditampa ing sekolah hukum. ;1
Bocah wadon kuwi péngin sinau bab tata surya. ;effect;Dhèwèké lunga menyang perpustakaan. ;Dhèwèké ndelok lintang-lintang. ;0
Poster kasebut nempel ing tembok. ;cause;Aku nyelehké poster ing ndhuwuré lawang. ;Aku masang tape ing mburi poster. ;1
Klien nyetujoni rencana arsitek kanggo bangunan kasebut. ;effect;Arsitèk kuwi sing mbangun bangunan kuwi. ;Arsitèk ngowahi rancangané. ;0
Wong lanang iku ngeculake sendok. ;cause;Tangane gemeter. ;Dheweke ngguyu sendok. ;0
CEO perusahaan kasebut mundur. ;effect;Dewan direksi bubar perusahaan kasebut. ;Dewan direksi wis nemoni penggantine. ;1
Aku telat teka ing kuliah. ;effect;Aku lungguh ing baris mburi. ;Aku nyedhaki panggung. ;0
Wong lanang kuwi dibébaské saka penjara. ;cause;Kulawarganipun mbayar jaminan. ;Dhèwèké nyerang kanca tahanan. ;0
Keluarga kuwi kélangan kabèh bandhané. ;cause;Wong loro kuwi ngedol omahé. ;Omahé kobong. ;1
Aku ngidak kaleng aluminium. ;effect;Kalengé didaur ulang. ;Kalengé rusak. ;1
Bocah wadon iku gabung karo tim debat. ;effect;Dhèwèké sinau nggunakké komputer. ;Dhèwèké sinau carané komunikasi. ;1
Aku dadi luwih seneng. ;cause;Aku ngrungokké musik. ;Aku wis ngumbah piring. ;0
Badan amal kasebut nggawe tujuan kanggo ngunggahake dhuwit. ;effect;Wong-wong kuwi mènèhi pangan wong-wong sing ora nduwé omah. ;Wong-wong kuwi nganakké lelangan. ;1
Montor-muter roller kasebut mudhun ing lereng sing curam. ;effect;Para penumpang padha ngguyu. ;Para penumpang padha mbengok. ;1
Aku nesu banget. ;effect;Aku mriksa kothak layang nalika metu saka omah. ;Aku nutup lawang nalika metu saka omah. ;1
Wong lanang mau kepéngin ndelok srengéngé mlethèk. ;effect;Dhèwèké lunga menyang lor. ;Dheweke tangi esuk. ;1
Aku nglipat layang. ;effect;Aku daur ulang kertasé. ;Kertasé dadi kusut. ;1
Bangsa kuwi ngalami bencana alam. ;effect;Para pemimpin negara liya mbentuk aliansi. ;Pemimpin negara liya ngirim bantuan darurat. ;1
Sandhangané bocah lanang mau dadi teles. ;cause;Dheweke metu saka kolam renang. ;Dheweke tiba ing kolam renang. ;1
Murid mau cepet-cepet ngrampungake buku kasebut. ;cause;Buku kuwi arep dibalèkké menyang perpustakaan. ;Dhèwèké nyilih saka kancané. ;0
Wong jahat kuwi diukum mati. ;cause;Dhèwèké dipenjara. ;Dhèwèké diadili amarga pembunuhan. ;1
Cahya srengéngé mlebu kamar. ;cause;Aku mbukak gorden. ;Aku mbukak lawangé. ;0
Aku nyeret rambut saka impostor. ;effect;Wulu wulu dheweke metu. ;Dhèwèké dadi botak. ;0
Editor ngganti tembung ing ukara ing naskah kasebut. ;cause;Dhèwèké seneng banget karo naskah kuwi. ;Dheweke nganggep ukara kasebut ora jelas. ;1
Wong wadon kuwi mbatalake akun kertu kredité. ;cause;Dhèwèké sadhar yèn kertu kuwi ilang. ;Dhèwèké ngerti nèk kertu kuwi wis kadaluwarsa. ;0
Wong lanang lan wong wadon kuwi padha tresna. ;effect;Wong loro kuwi kuliah. ;Wong loro kuwi nikah. ;1
Musiké ora patiya banter. ;effect;Aku ngunggahake volume. ;Aku nyusun lagu dhewe. ;0
Rambuté bocah kuwi mencorong. ;cause;Bocah wadon ruffled iku. ;Bocah wadon iku narik. ;0
Bug wis dipencet. ;cause;Aku nyemprotake dhewe karo repellent serangga. ;Aku mlaku ing bug. ;1
Aku mbukak mripatku. ;cause;Aku tangi. ;Aku santai. ;0
Musiké tangga teparo saya rame. ;effect;Aku njaluk supaya dheweke nolak. ;Aku njaluk nyilih CD saka dhèwèké. ;0
Keluarga kuwi mlarat banget. ;cause;Dhèwèké ora nggunakké akèh dhuwit. ;Dhèwèké éntuk upah sing kurang saka upah minimum. ;1
Murid iku wis lulus saka universitas. ;effect;Dhèwèké nggolèk gawéan. ;Dhèwèké nduwé hobi. ;0
Artis nyampur cat kuning karo cat biru. ;effect;Cat sing sumebar ing endi-endi. ;Werna dadi ijo. ;1
Aku ngganti topik obrolan. ;cause;Aku ora nduwé apa-apa manèh kanggo rembugan. ;Rembugané dadi tegang. ;1
Adhiku wis metu saka rumah sakit. ;effect;Aku nampani dhèwèké bali ing omah. ;Aku ora gelem mèlu. ;0
Tirai ing panggung banjur munggah. ;effect;Adegan pambuka drama diwiwiti. ;Para aktor ing lakon kuwi metu saka panggung. ;0
Para sandera manut karo préntahé para penculik. ;cause;Penculik kuwi ngancam arep nglarani sandera. ;Penculik ninggalké sandera dhéwé. ;0
Ana swara gedhé sing mbengok ing panggung. ;cause;Musisi mau ngetok-ngetok sikilé. ;Musisi mau ngetokaké gendhing. ;1
Wong tuwané cepet-cepet mlebu kamar turu anaké. ;cause;Bocah kasebut tangi saka ngimpi elek. ;Bocah kuwi wedi ndelok ing ngisor kasur. ;0
Wong wadon kuwi ngomong nganggo basa isarat. ;cause;Dhèwèké lair durung wayahé. ;Dhèwèké lair budheg. ;1
Ana kekeringan ing wilayah kasebut. ;effect;Banyu dadi kontaminasi. ;Panènané mati. ;1
Kucing ngoyak manuk. ;effect;Manuk iku mabur lunga. ;Manuk mau nyekel cacing. ;0
Bocah wadon iku ganti sekolah. ;cause;Sekolah ngeculake kanggo musim panas. ;Dhèwèké pindhah menyang kutha anyar. ;1
Sing nduwé pabrik ora gelem ngundhakaké upahé para karyawan. ;effect;Sing nduwé omah milih manajer anyar. ;Para karyawan mogok. ;1
Pemimpin kasebut nglawan para ekstremis ing negarane. ;effect;Wong-wong sing ekstrem kuwi mengaruhi dhèwèké. ;Para ekstremis matèni dhèwèké. ;1
Aku mlaku tanpa alas ing pantai. ;effect;Pasir macet ing sikilku. ;Ombak-ombak nggegirisi ing pinggir pantai. ;0
Aku tangi ing tengah wengi krasa adhem. ;effect;Aku nganggo celana olahraga. ;Aku ngombé segelas banyu. ;0
Ibuné ora ngandhani anaké. ;cause;Anaké ngguyu. ;Anaké nangis. ;1
Celana jinsku rusak. ;cause;Aku zip munggah jins. ;Aku kesandhung ing trotoar. ;1
Bocah kuwi nganggo kawat gigi. ;effect;Dheweke entuk rongga. ;Gigié dadi lurus. ;1
Aku wis latihan ing gym wingi. ;effect;Dina iki aku tangi karo otot sing lara. ;Dina iki aku tangi karo tenggorokan sing lara. ;0
Bocah wadon wis bisik-bisik bali lan nerusake kanggo saben liyane ing meja nedha awan. ;effect;Murid-murid liyané lungguh ing méja mangan. ;Siswa-siswa liyané sing mangan bareng krasa ora ana. ;1
Bocah kuwi tiba ing trampolin. ;effect;Dhèwèké mlumpat manèh ing udhara. ;Dhèwèké mutuské kanggo nyoba kanggo nglakoni flip. ;0
Layangé tak lebokké ing kothak layang. ;effect;Kantor pos ngirim layangé. ;Kantor pos nyepetake layang kasebut. ;0
Wong sing main judi kuwi percaya diri. ;effect;Dhèwèké taruhan kabèh duwité. ;Dhèwèké mulih tanpa dhuwit. ;0
Kebakaran alasé nyebar. ;cause;Anginé saya banter. ;Para tukang kobongan mau banjur dicekel. ;0
Bocah mau nyuwil lututé. ;effect;Ibuné ngongkon dhèwèké menyang kamaré. ;Ibuné ngubengi tatu kuwi. ;1
Wong lanang kuwi slamet saka penyakit sing marahi mati. ;cause;Dhèwèké mlebu wasiaté. ;Dhèwèké éntuk transplantasi organ. ;1
Aku ngunjuk kopi sing panas banget. ;effect;Aku ngethok ilatku. ;Aku ngobong ilatku. ;1
Editoré ngeculaké panulis. ;cause;Penulis ora mbédak-mbédakké crita-crita kuwi. ;Panulis ora ngetung wektu sing penting. ;1
Aku rumangsa kesel banget. ;cause;Aku turu sedina muput. ;Aku sinau sedina muput. ;1
Dhokter kuwi ndiagnosis pasien. ;cause;Dhèwèké ndelok gejala-gejala saka pasien. ;Dhèwèké nulis resep pil kanggo pasien. ;0
Aku nggaruk kulitku. ;cause;Aku wis keselek. ;Rasane ngelu. ;1
Wong lanang kuwi ngalami operasi darurat. ;cause;Dhèwèké dadi nesu. ;Dhèwèké kena serangan jantung. ;1
Otot lengené wong lanang kuwi dadi mbengkong. ;cause;Dhèwèké nyemplungaké tangané. ;Dhèwèké ngusap tangané. ;0
Wong lanang kuwi ngangkat alisé. ;cause;Dhèwèké kaget. ;Dhèwèké ngrasa cilik ati. ;0
Aku ngapura kesalahan kolega. ;cause;Aku percaya nèk dhèwèké nduwé niat sing apik. ;Aku percaya nèk dhèwèké luwih ngerti. ;0
Wong lanang kuwi mandheg ngrokok. ;effect;Dhèwèké mulai ngleksanani luwih akèh. ;Dhèwèké mulai tangi luwih awal. ;0
Wong wadon mau banjur mbanting wong sing nyerang ing irungé. ;effect;Awaké penyerang kuwi ora ana sing urip. ;Sing nyerang mulai pendarahan. ;1
Darté ora mrédhong. ;cause;Wong lanang kuwi ora nemtokké sing bener. ;Wong lanang kuwi kalah. ;0
Sing nduwé omah njaluk supaya ana petugas pembasmi kebon teka ing omahé. ;cause;Dheweke nemokake tikus ing ruang paling ngisor. ;Dhèwèké nduwé kebon semut ing kamaré. ;0
Aku ngajak tamu omahku supaya kita mangan bareng. ;cause;Aku kesel banget ora isa nggawé apa-apa. ;Tamu kula sampun ngantos dipun tampi. ;0
Bocah wadon iku nyekel kakange lagi maca buku harian. ;effect;Dhèwèké mulai ndhelikké buku hariané. ;Dhèwèké nduwé buku harian anyar. ;0
Wong wadon kuwi ora nduwé dhuwit kanggo mbayar sewa. ;effect;Dhèwèké kerja lembur. ;Dhèwèké metu saka kerja. ;0
Tangane bocah kuwi cepet banget mundur. ;cause;Dhèwèké nyentuh kompor sing panas. ;Dheweke ngusap sirahe anak kirik. ;0
Perusahaan kepengin ngukur kepuasan pelanggan. ;effect;Wong-wong mau nawaraké diskon kanggo para pelanggan anyar. ;Wong-wong kuwi mènèhi survey marang para pelanggan. ;1
Lantai kayu dadi goresan. ;cause;Bocah mau mbuwang bantal saka sofa. ;Bocah lanang iku nyeret kursi ing lantai. ;1
Aku nglindhungi rai. ;cause;Mungsuhku ngécé aku. ;Mungsuhku nggepok tangan. ;1
Patung sing misuwur kobong. ;cause;Iki kena kilat. ;Wong-wong teka kanggo ngabekti marang patung kuwi. ;0
Woh-wohan kuwi tak tinggal ing meja. ;effect;Woh-wohan kuwi ngetokké wiji. ;Kembangé dadi kebak lalat. ;1
Balerina mau nyuwil ligamen. ;cause;Dheweke nuduhake driji sikil. ;Dheweke nyemplungake pergelangan sikil. ;1
Tali sepatu bocah kuwi dadi ora kaiket. ;cause;Dhèwèké sinau carané ngiket. ;Dheweke mlayu ing taman dolanan. ;1
Aku dadi kepincut karo buku kuwi. ;effect;Aku bali buku. ;Aku ora ngerti wektu. ;1
Wong lanang kuwi nduwé iman sing padha karo wong tuwané. ;cause;Wong tuwané nduwé pengaruh marang dhèwèké. ;Wong tuwané ora gelem gelem ndhèrèk. ;0
Mobilé alon-alon mandheg. ;cause;Gas wis entek. ;Sopiré ngantuk. ;0
Wong lanang iku mangan es krim ing srengenge. ;effect;Es krim wis ilang rasané. ;Es krim kasebut netes saka kerucut. ;1
Aku nggantungaké karya seni ing kamar. ;cause;Karpeté katon reged. ;Tembok-temboké katon cethèk. ;1
Aku lunga saka kerja luwih dhisik. ;cause;Aku lara sirah. ;Bosku nganakké rapat. ;0
Anjing iku ngrusak karpet. ;effect;Sing duwé nyempal-nyempal asu kuwi. ;Sing nduwé wis mènèhi hadiah marang anaké. ;0
Aku njaluk ngapura marang kancaku. ;effect;Kancaku ngapura aku. ;Kancaku dadi nesu banget. ;0
Wong lanang kuwi ora kaya wong liya. ;cause;Dhèwèké nggawa tas ransel. ;Dheweke nganggo rompi neon. ;1
Saksi kuwi ngapusi ing sangisoré sumpah. ;effect;Dhèwèké ngrampungké paseksiné. ;Dhèwèké dituduh sumpah palsu. ;1
Wong wadon iku nglukis rambuté. ;cause;Dhèwèké péngin nduwé tampilan sing anyar. ;Dhèwèké péngin dadi wong sing kondhang. ;0
Para imigran kasebut kejiret kanthi ilegal ing negara kasebut. ;effect;Wong loro kuwi éntuk gawéan. ;Wong-wong kuwi dideportasi. ;1
Pembicara umum kuwi ngomongké guyonan. ;effect;Para penonton padha ngguyu. ;Para penonton padha ngadeg. ;0
Aku ndelok srengéngé. ;effect;Srengéngé nggawé aku wuta. ;Kulitku dadi kecoklatan merga srengéngé. ;0
Aku rumangsa bosen. ;effect;Aku ngenyek. ;Aku ngambek. ;1
Steak iku angel dipotong. ;cause;Pisau kuwi mboseni. ;Steak kuwi mentah. ;0
Wong wadon kuwi nganakké bangkrut. ;cause;Dhèwèké nampa bayaran nafkah. ;Dhèwèké nduwé utang sing akèh banget. ;1
Lampu ing apartemen kancaku isih mencorong. ;effect;Aku kepengin weruh apa dheweke metu. ;Aku mutuské kanggo marani dhèwèké. ;1
Aku nyelehake kembang ing irungku. ;effect;Kembangé wis metu. ;Aku ngrasakké ambu kembangé. ;1
Wong wadon kuwi ngrasa kangen. ;cause;Dheweke nemoni kanca cilik. ;Dheweke bengok-bengok karo anak-anake. ;0
Siswa kasebut ora nerusake tugas kasebut. ;effect;Piyambakipun nyerahaken makalah punika langkung rumiyin. ;Dhèwèké ngirimaké makalah sing durung rampung. ;1
Mobilku rusak. ;effect;Aku lunga menyang pusat perbelanjaan. ;Aku ngundang mekanik. ;1
Aku mbuwang cathetan kuwi. ;cause;Iku anonim. ;Ora isa diwaca. ;1
Manuk iku nggepok swiwine. ;effect;Iki nglairake endhog. ;Iku munggah munggah. ;1
Aku parkir ing dalan. ;cause;Garasi kuwi mbukak. ;Garasi kuwi kebak wong. ;1
Pelaku ngarahake bedhil marang korbane. ;effect;Pelaku ngendelaké senjatané. ;Korban ngangkat tangane. ;1
Aku ngarep-arep akhir minggu. ;cause;Aku ngrancang arep nekani pemakaman pamanku. ;Aku arep nekani pesta mantenan kancaku. ;1
Aku ora ngerti wektu. ;cause;Aku ngimpi. ;Aku dadi mual. ;0
Dokumen kasebut dicithak kanthi ora bisa diwaca. ;cause;Printeré wis entèk. ;Prints punika saking kertas. ;0
Stadion kasebut main lagu kebangsaan. ;effect;Para penggemar banjur mratobat marang gendera. ;Para penggemar padha teka ing lapangan. ;0
Roso celupé ora enak. ;effect;Aku ngladèni. ;Aku nglebokaké uyah ing kono. ;1
Aku nyelehake andhuk kertas ing tumpahan kasebut. ;effect;Lenga kuwi nyedhot cairan kuwi. ;Lembu kasebut ninggal sisa lengket. ;0
Wong wadon kuwi diganggu wektu lagi maca buku. ;effect;Dhèwèké wis nyorot kaca kuwi. ;Dhèwèké maca buku kuwi manèh. ;0
Pesawat kasebut nemoni sawetara turbulensi. ;effect;Wong lanang iku nyandhet sabuk pengamané. ;Wong lanang kuwi ndelok metu jendela. ;0
Bocah kuwi ora gelem. ;cause;Bocah wadon kuwi ora nggatèkké. ;Bocah wadon mau nyungkem. ;1
Para dhokter mènèhi pasien iku tangan lan sikil tiron. ;cause;Wong-wong kuwi amputasi sikilé. ;Dheweke ngawasi vital dheweke. ;0
Bocah lanang iku nyubit sikut bocah wadon. ;effect;Dheweke nyekel pundhak marang dheweke. ;Dheweke nyekel lengen saka dheweke. ;1
Aku njaluk saran marang kancaku. ;cause;Aku ngajèni pendapaté. ;Aku ngerti nèk aku bener. ;0
Bocah kuwi mlaku ing lumpur. ;effect;Klempungé dadi nempel ing sepatuné. ;Klempungé kena ing rai. ;0
Kutha iki nampa salju pirang-pirang inci. ;effect;Sekolah-sekolah ditutup. ;Wong-wong padha ndhelik ing njero lemah. ;0
Shift karyawan wis rampung. ;effect;Dheweke mulih sedina. ;Dhèwèké ngancam bakal ninggalké gawéan kuwi. ;0
Wit kuwi ngrusak omah. ;cause;Wit mau tiba ing atap. ;Wit kuwi ndhedhet halaman mburi. ;0
Kayu mau pecah dadi loro. ;cause;Aku numpuk kayu ing njero perapian. ;Aku nggebag kapak ing alas. ;1
Kulawarga kasebut ngucapake selamat marang pasangan kasebut. ;cause;Pasangan kasebut ngumumake manawa dheweke pisah. ;Pasangan iki ngumumake yen dheweke duwe bayi. ;1
Bocah wadon iku ngirim layang katresnan marang bocah lanang iku. ;cause;Dhèwèké seneng karo dhèwèké. ;Dhèwèké ngambung dhèwèké. ;0
Aku ngangguk-ngangguk marang kanca-kancaku. ;cause;Aku bingung. ;Aku setuju karo dhèwèké. ;1
Kanca-kanca kuwi nggunakké koin. ;cause;Wong-wong kuwi péngin nggolèk cara kanggo ngrampungké masalah. ;Wong-wong kuwi péngin nggawé keputusan sing adil. ;1
Timer ing pawon banjur mati. ;effect;Wong lanang kuwi ngeculaké barang-barang sing dituku ing kulkas. ;Wong lanang iku njupuk pizza saka oven. ;1
Wong wadon kuwi nduwé tujuan sing ambisius. ;effect;Dhèwèké ora semangat manèh. ;Dhèwèké kerja keras. ;1
Wong sugih kuwi mati merga wis tuwa. ;effect;Anaké ngalami masalah hukum. ;Anaké sing éntuk warisan bandhané. ;1
Wong wadon iku ngidak-idak geni. ;effect;Lampu geni mau mati. ;Asap metu saka geni. ;0
Mobilé wong wadon kuwi ana ing bengkel. ;cause;Lisensi nyopiré dicabut. ;Dhèwèké ngalami kacilakan mobil. ;1
Aku turu liwat weker. ;effect;Aku wis nggawé sarapan. ;Aku ora sarapan. ;1
Tokoh umum metu saka limusin. ;effect;Kamera-kamera kuwi ndelok dhèwèké. ;Kulawarganipun rawuh wonten ing konferensi pers. ;0
Wong wadon mau isih ana ing bak mandi. ;effect;Banyu adus dadi anget. ;Banyu adus metu saka bak. ;0
Siswa kuliah mau kepengin ketemu karo siswa liyane ing kampus. ;effect;Dhèwèké mèlu ing persaudaraan. ;Piyambakipun jurusan teknik. ;0
Aku ngangkat bantal sofa. ;cause;Aku nggoleki dhuwit cilik. ;Aku lagi nyusun ulang ruang tamu. ;0
Tawon iku mabur marani bocah lanang iku. ;effect;Bocah kuwi mlayu. ;Bocah lanang iku njupuk kembang. ;0
Wong wadon kuwi dianggep salah merga salah. ;effect;Dhèwèké diukum kanggo nindakaké tugas kanggo masyarakat. ;Dhèwèké diukum mati. ;0
Aku nyampur gula menyang teh panas. ;effect;Tèhé dadi kukus. ;Gulaé ilang. ;1
Wong tuwa kuwi mlaku kanthi lumpuh. ;cause;Dhèwèké digawa ing perang. ;Dhèwèké tatu ing pertempuran. ;1
Pelaku iku mlayu saka polisi. ;effect;Pulisi ngubungi korban. ;Polisi ngoyak penjahat kasebut. ;1
Laptop ora bakal diuripake. ;cause;Aku ngeculake. ;Aku ngisi daya. ;0
Wong wadon mau ora ana papan ing lemari. ;cause;Dhèwèké nduwé lemari klambi sing akèh. ;Dheweke nglipat klambine. ;0
Wong lanang kuwi sedhih banget. ;cause;Bojoné nglairké anak. ;Bojoné ninggalké. ;1
Wong lanang kuwi éntuk gelar. ;effect;Dhèwèké dadi trampil kanggo nyambut gawé sing dikarepké. ;Nawarké gawéané ditarik. ;0
Swaraé wong lanang kuwi krungu ing kabèh ruangan. ;cause;Dhèwèké nampani para rawuh. ;Dhèwèké ngomong ing mikropon. ;1
Aku mbuwang dhuwit recehan menyang sumber banyu. ;effect;Dhuwit receh kuwi tiba ing dhasar. ;Dhuwit receh pecah dadi loro. ;0
Pemain nemplek bal menyang bolongan. ;effect;Balé mlebu bolongan. ;Balé mau mundur menyang juru main. ;0
Aku ambegan bledug ing loteng. ;effect;Aku singkong. ;Aku ngetus. ;1
Kasir toko ngundang keamanan. ;cause;Pelanggan kasebut nggunakake dhuwit palsu. ;Pelanggan ninggalaké lampu ngarepé. ;0
Aku nggawa sampah metu. ;cause;Sampahé njalari pawoné mambu. ;Aku ora sengaja mbuwang dhaptar blanja. ;0
Kulawargane lunga menyang kebon binatang. ;effect;Bocah-bocah padha nggumun karo kewan-kewan kasebut. ;Bocah-bocah padha ngoyak kewan-kewan. ;0
Napasé wong lanang kuwi banter. ;cause;Ginjelé wis gagal. ;Paru-parune wis kebak. ;1
Aku nduwé tiket tambahan kanggo konser. ;effect;Aku takon karo kancaku kanggo arah menyang papan. ;Aku takon karo kancaku apa dhèwèké péngin mèlu. ;1
AC ing omah rusak. ;effect;Aku nggawa selimut. ;Aku mbukak jendhela. ;1
Bocah iku lara punggung. ;cause;Tas ranselé mbukak. ;Tas ranselé abot. ;1
Aku tuku hadiah kanggo ibuku. ;cause;Aku nggawé jajan kanggo dhèwèké. ;Dina kuwi dina ulang tauné. ;1
Kembang narcis ing taman wis rusak. ;cause;Tanduran iku disengat lebah. ;Tuwuhan iku digali dening tuwuhan. ;1
Aku ngetokaké korek api. ;effect;Lampu kuwi mati. ;Kembang api kuwi metu saka korek api. ;1
Para pihak sing ora setuju ngrampungake. ;cause;Wong-wong kuwi ora gelem debat ing pengadilan. ;Wong loro kuwi péngin ndandani hubungané. ;0
Bocah-bocah mau dikirim menyang panti asuhan. ;cause;Wong tuwané mati. ;Wong tuwané ngrusak wong-wong mau. ;0
Ana meteorit sing tiba ing samodra. ;effect;Ana tsunami. ;Udan es wiwit deres. ;0
Wong sing mlaku-mlaku mau ketemu ula sing ngracuni. ;effect;Dhèwèké dadi dehidrasi. ;Dhèwèké dadi panik. ;1
Oven dadi panas. ;cause;Aku nguripake oven. ;Aku nyelehake piring ing oven. ;0
Aku nyikat irisan lemon. ;effect;Lemon dadi jamur. ;Lemon sing disemprot. ;1
Negara kasebut nemokake tanah anyar. ;effect;Nagara ninggal tanah. ;Negara kasebut njajah tanah kasebut. ;1
