,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
101,"Том обичаше пъзелите, докато растеше.",Той не беше само извън приключението в стаята за бягство.,Той успокои дъха си и се подготви психически.,"30 минути по-късно, той излезе от стаята за бягство в рекордно време.",Той се гордееше с постиженията си.,"Том беше разстроен, че се справи зле.",1
102,"Джина се отегчи, докато чисти стаята си.",Но трябваше да се направи.,Тя реши да включи радиото.,"Имаше песен, която никога не е чувала.",На нея песента й хареса.,Джина се облече и тръгна за работа.,1
103,Малка снежна буря премина през града.,Покривът на училището се сгъна под тежестта му.,"Един чистач се качи на върха, за да провери.",Покривът се разклати под новото тегло.,Покривът беше напълно наред.,Прислужникът се изплаши.,2
104,Вчера имах рожден ден.,За моя изненада приятелите ми организираха парти за мен.,Не можех да повярвам.,Партито беше много забавно.,Мразех рождения си ден.,Беше най-хубавото парти за рожден ден.,2
105,Майка ми изхвърли стария си речник.,Извадих го от боклука.,"Седейки с него, открих, че го мирише.",Напомняше ми за миризмата на стара библиотека.,Беше отвратително.,"Миришеше толкова добре, че го изядох.",1
106,Родителите ни ни заведоха в Паргън Парк през 1963 г.,Взехме ферибот от Роус Уорф в Бостън.,"Карахме се на карусела, камшика и гъсеницата.",Играхме на скейбол.,Имаме много приятни спомени от това пътуване в детството.,Не си спомням да съм ходил в Парк Парагон.,1
107,"Любимият ми филм е ""Магьосникът от Оз"".","Мислех, че е истинско, когато бях млад.","Когато го гледах, се чувствах потопен във филма.",Героите ме отведоха в Земята на Оз.,Един ден реших да купя филма.,"Не харесвах ""Магьосника от Оз"".",1
108,Мери Ан се разхождаше по пътеката в парка.,Мина покрай хора с деца и животни.,"Минаваше покрай хора, които бягаха и караха колела.",Тя видя много растения.,"Мери Ан получи обрив от един от тях, защото беше отровен бръшлян.",Мери Ан завърши салатата си и я изяде с удоволствие.,1
109,"Един ден, едно семейство се преместило в куче, което имало две котки.","Една котка не е против новото куче, но другата е уплашена.",Той мейовеше силно и почеше носа на кучето.,"Той скочи от едната страна на стаята към другата, за да избяга от кучето.",Той се прегърна с кучето.,Кучето го е намерило и го е изяло.,2
110,Любимото ми животно е арабският орикс.,"Обикновено не ги виждам, защото е африканска антилопа.",Трябва да ходя в зоологическия парк.,Семейството ми ми купи хубав подарък за рождения ми ден тази година.,Дадоха ми голяма илюстрирана книга за африканските животни.,Дадоха ми книга за историята на компютъра.,1
111,Всеки ден я дразня да си пише домашното.,"Накрая реших, че тя е отговорна за това.",И не го е направила само за една вечер.,"Все пак я изпратих да си легне, знаейки, че ще има проблеми в училище.",Тя получи лоша оценка за задачата.,Играла е баскетбол с приятелите си цял следобед.,1
112,Едно момче искаше да бъде питчър в бейзболен отбор.,Той тренира много с братята си.,На тренировката треньорът му го пусна да пробва като питчър.,Момчето не се справи добре.,Момчето се прибрало разочаровано.,Треньорът му предложи да стане стартов питчър.,1
113,Сю се събуди посред нощ от ужасна миризма.,Не можа да разбере какво е.,Огледа се в стаята.,"Тогава тя забеляза, че го е видял.",Сара започна да гледа телевизия.,Сара намери развалено мляко на бюрото си.,2
114,"Един ден Марк забелязва, че зъбите му започват да го болят.","Решава да отиде при зъболекаря си, за да види какво му е.","Зъболекарят казва на Марк, че трябва да му извадят мъдреците.",Марк се съгласи да се оперира.,"Марк се надяваше, че процедурата ще спре зъбните му болки.","Колегата на Марк му каза, че няма да гласува на изборите.",1
115,Лулу току-що се беше преместила в новия си дом.,Тя имаше съдомиялна машина за първи път.,Реши да измие много чинии онази вечер.,"В купето, тя си наля малко сапун за съдове.",Лулу изключи миялната машина.,Лулу пусна миялната машина.,2
116,Фермер Бил извика кравите в полето.,Те се втурнаха за храната си.,Бил е наливал зърно за кравите в големи кошчета.,Кравите щастливо си изядоха вечерята.,Бил се гордееше с работата си.,Бил търси кравите.,1
117,Тери напусна болницата разочарован и обезсърчен.,Имал е проблеми с отварянето на вратата на колата си с счупен палец.,В къщи той помоли сестра си да му заеме пари за операция.,"Тя се съгласи при условие, че той ще си намери работа в застраховката.",Той се съгласи.,Сестрата на Тери реши да си оперира палеца.,1
118,"Мери работи в автосалон от две години, без да продаде.","Шефът й й казва, че скоро трябва да продаде кола.",Един ден в автосалона влиза една двойка и иска да види кола.,"Мери им продава много голяма, скъпа кола.",Шефът на Мери е доволен от продажбата.,"Мери е тъжна, че е продала кола.",1
119,Бри и котката й се преместиха при гаджето и котката му.,Двете котки се мразеха.,Прекарахме повечето време симулирайки един на друг.,"Една нощ, шест месеца по-късно, котките решили да се гушкат.","Бри се радва, че са станали приятели.",Бри мразеше сиренето.,1
120,Тим се нуждаеше от нов кухненски под.,Неговото беше старо и счупено.,Затова е отишъл да си купи нови плочки.,Намерил е страхотни плочки и ги е донесъл вкъщи.,Той е поставил в дома си красив нов кухненски под.,Тим върна плочките в магазина на следващия ден.,1
121,"Дейв реши един ден, че иска да отиде да види шоуто.",Поръча няколко билета.,След това покани някои от приятелите си.,Всички отидоха на шоуто и си прекараха добре.,"Дейв търси в интернет още концерти, които ще му харесат.",Дейв пое контрола на хеликоптера и кацна на терена.,1
122,Има гробище с 199 надгробни камъни.,12 души донесоха ковчег.,12 души са погребали ковчега.,Мъжете и жените плачеха заедно.,Те се радваха на гледката.,Те оплакваха загубите.,2
123,"Джо се чувстваше уверен, когато влизаше в бокса.",Доминира първите четири рунда.,"Удари го с лява крачка, която му отряза окото в петия ред.",Последните седем рунда бяха едновременно.,Джо в крайна сметка спечели битката.,Джо завърши битката без никакви рани.,1
124,Най-лошото нещо се случи на Джими.,Взе пакетче чипс от пода в спалнята си.,На излизане изяде чипс.,"Отвън, каза приятелят му, защо има мравки, пълзящи по чантата ти?",Джими се почувства зле в стомаха си.,Джими изяде още един чип от торбата.,1
125,Синът ми участва в дерби с коли за скаути.,Отбор от баща и син проектират малки колички от кибрит.,Някои отбори проектират луксозни коли.,"Проектирахме проста кола, която всъщност спечели дербито.",С сина ми не се справяхме добре.,"Синът ми се зарадва, че спечелихме.",2
126,Браян се е пробвал в хокейния отбор тази година.,За съжаление не е в отбора.,"Треньорът каза, че трябва да е по-бърз на кънки.",Брайън е прекарал цялата зима в тренировки по кънки.,В крайна сметка той влезе в отбора.,Решил е да не се пробва в отбора.,1
127,"Кели караше ски, когато внезапно чу голяма врява зад себе си.","Погледнала назад и видяла стена от сняг, която се приближавала към нея.",Тя се паникьосва и започва да кара по-бързо надолу по склона.,"Когато лавината я настигна, тя бързо скочи в някое дърво.",Кели се хвана за дърво и се заклещи здраво.,Кели успя да се качи на ски нагоре по лавината.,1
128,"Хари искаше да види новия филм ""Междузвездни войни"".",Чакал е на опашка в кассата в деня на откриването.,Той успя да си купи билет.,Гледал е целия филм.,"Хари се зарадва, че е гледал филма с приятелите си.",Хари наистина хареса филма.,2
129,Марк щеше да започне нова работа на следващия ден.,"Беше нервен, че е сред толкова много непознати.",Той едва спал през нощта заради тревожността.,"Когато влезе в сградата, беше посрещнат топло от много хора.",Уволнен е в същия ден и е напуснал сградата.,"Осъзнал, че ще се впише перфектно в новата работа.",2
130,"Елън имаше дъщеря, която спа в детското легло в собствената си стая.","Една сутрин Елън не чула бебето си да се разтревожи, затова отишла да провери.",Дъщеря й не се движеше и не дишаше!,Елън се обади в полицията в ужасна паника.,Елън беше ужасно изплашена.,Елън се почувства много спокойна.,1
131,Пърл събираше дискове с грозни корици.,"Тя цени джаз дискове с две делфини, сглобени заедно.","Сестра й откраднала диска, докато била ядосана на нея.",Сърцето на Пърл се спуснало и тя умолявала сестра си да я върне.,Сестрата на Пърл се надяваше да я зарадва.,Сестрата на Пърл търсеше отмъщение.,2
132,Ана отиде на плажа.,Приливите отминаха и тя видя приливна баня.,Отиде да я прегледа и беше изумена от живота в нея.,"Имаше риба, морски ежици, морски звезди - беше невероятно!",Ана наблюдаваше морския живот и мислеше за чудесата на природата.,Ана се почувства разочарована от пътуването си до брега.,1
133,"Бриана се оплакваше горчиво, когато семейството й ходеше на къмпинг.","Щеше да й съсипе косата и ноктите, а нямаше телевизор.","Но тя забравила за това, когато опитала първия си S'MORE.",Тя си глътна лакомството и се вгледа в огромното звездно небе.,Бриана мразеше сладкиши.,Бриана обичаше сладкиши.,2
134,Шей е ходил в гората.,"Тогава тя осъзна, че е загубена!",Опита се да не се паникьосва.,"Тя се върнала по стъпките си, докато не намерила пътя обратно към лагера.",Шей най-накрая е била намерена седмици по-късно в гората.,Шей почувства огромно облекчение.,2
135,Трой беше най-добрият играч в баскетбола.,Отборът му играеше в мача за шампионата тази вечер.,Трой отбеляза 56 точки и спечели мача за отбора си.,Той носеше огромен трофей след мача.,"Решил е, че баскетболът не е за него.","На следващата сутрин разбрал, че е на първа страница на вестника.",2
136,Саймън е получил хранително отравяне.,"Той си спомняше за всички ресторанти, които е посетил наскоро.","Той се обаждал на приятелите си, които яли с него по тези поводи.","Един от приятелите му го информира, че също е болен от хранително отравяне.",Разбрали са кой ресторант е.,Отидоха да ядат в същия ресторант.,1
137,Арнолд се страхуваше от птици.,Един ден той беше на пикник.,В далечината летеше птица.,Приземи се върху храната му.,Арнолд беше спокоен и щастлив да види птицата.,Арнолд крещяше от ужас!,2
138,Един ден Адам си купил два въздушни пистолета.,"Даде една на сина си, Крисчън.",Кристиан искаше да си играе с оръжията в къщата.,Крисчън стреля и счупи екрана на телевизора.,Адам взе пистолета от Кристиан.,Адам беше много горд с Кристиан.,1
139,"Кип беше разочарован, че няма сняг.","Той се оплакваше на родителите си, че без него не е Коледа.",Казаха му да си легне.,Кип се промъкна към стаята си и в крайна сметка заспа.,"За да го развеселят, родителите му го отведоха във Флорида.",Кип е сънувал снежинки.,2
140,Бен винаги е искал да се научи да свири на пиано.,"Сега, когато децата му са пораснали, той има повече свободно време.",Бен се записва на класове по пиано с местен учител.,"Въпреки че е трудно, той е посветен на ученето.","Той се предава, защото е твърде трудно.",С всеки урок става по-добър.,2
141,Бенсън е бил тормозен в училище от друго момче.,Бенсън започна да губи съня си заради това.,Най-накрая каза на учителите си в училище.,Учителите се обърнали към насилника и му разказали за проблема.,Те го похвалиха.,Изгонен е.,2
142,С баща ми правехме място за растения в задния двор.,"Копаехме няколко минути, опитвайки се да направим място.","Намерих кутия, която беше заровена в земята.","Когато погледнах вътре, имаше мъртво животно.",Върнах кутията и намерих друго място за копаене.,Бях толкова щастлива.,1
143,"Карън беше заминала за училище, оставяйки зад себе си партньора си Сам.","Сам липсваше на Карън, но имаше план да го оправи.","В един дълъг уикенд, Сам взе влака, за да посети Карън.","Карън, която липсваше на Сам, също имаше план да го оправи.","Тя е пътувала за да види Сам, а те са се изпуснали един друг!","Тя скъса със Сам, оставяйки го с разбито сърце.",1
144,Джоуи е бил на къмпинг с приятелите си.,"Искаше да запали огън, за да пече сладки.",Намерил е няколко пръчки и дърва в гората.,"Използваше кибрит, за да запали дървените трупи.",Джоуи мразеше къмпинг.,После изпече бонбони.,2
145,Диана почиства офиси за прехраната си.,Тя мие тоалетни и мие пода.,В петък беше много болна и й се повдигаше на работа.,Не може да си вземе почивен ден.,Тя изяде огромен обяд.,Повръщала е в тоалетната.,2
146,Най-добрият приятел на Джейсън ще се жени в Индия следващата година.,"Джейсън решава, че иска да научи хинди преди сватбата.",Наема си учител и се упражнява да говори хинди всеки ден.,"Когато дойде денят на сватбата, Джейсън говори хинди свободно!","Всички бяха впечатлени, че Джейсън е станал двуезичен.",Най-добрият приятел на Джейсън не беше впечатлен.,1
147,Тод и Ашли са се срещали.,Тод се ядоса на Ашли.,Той я е третирал с мълчание.,Ашли се разстрои.,"Беше ядосана, защото Тод не спря да говори.",Тя реши да не говори с Тод.,2
148,Приятелите ми и аз бяхме поканени на парти в колежа.,Обличахме се за вълнуващото събитие.,Всички бяхме толкова развълнувани да се забавляваме!,"На партито, танцувахме през цялото време.",Мразим партитата.,Прекарахме си чудесно!,2
149,Кели и приятелите й решиха да си правят купон.,Момичетата решиха да изпекат бисквити.,Изпекли са шоколадови и овесени бисквити.,"След като свършиха, ги опаковаха в торбички.",Разпространиха ги сред съседите.,Дадоха всички хамбургери на минувачите.,1
150,Момичетата са много неприятни.,"Понякога казват неща, които не мислят.","Последният, с когото говорих, ме излъга.","Тя ми каза, че е богата.",Тя е била много бедна.,"Това доказва, че момичетата казват истината през цялото време.",1
151,Беше много студен ден.,Снегът валеше много силно в продължение на много часове.,Хората от Лансинг бяха затворени в домовете си без електричество.,Бурята донесе един метър сняг в града.,Училището е било отворено по-дълго от обикновено.,Училището беше отменено.,2
152,Лари играеше голф с баща си.,Лари се чувстваше много енергичен от кафето си по-рано.,"Удари топката толкова силно, колкото можеше в първия си удар.",Лари направи дупка в първия гол!,Лари беше ядосан за резултата си.,"Лари беше развълнуван, че е направил първата си дупка в един.",2
153,"Кенди се събуди развълнувана, защото беше рождения й ден.",Но цял ден мина и никой не й даде подаръци.,"Започна да се чувства депресирана и мислеше, че всички са забравили.","По-късно тя огладня и се отправи към кухнята, но спря.",Не искаше да се преяжда от депресия.,"Много е щастлива, че никой не й е подарявал подаръци.",1
154,Напоследък станах много нещастна с работата си.,"Реших да търся нова, за да бъда щастлива.",Подадох молба на много места.,Едно място ме извика и отидох за интервю.,Реших да отида да тичам.,"Отидох на интервюто и бях щастлив, че съм получил работата.",2
155,Линдзи наистина искаше нов чифт обувки.,Обувките бяха много скъпи.,Тя реши да спести парите си.,След няколко седмици тя може да получи обувките.,Изхарчи парите за да излезе да яде.,Купила е обувките и са й харесали.,2
156,"Ора се осмели да не се къпе, за да се присъедини към женското братство.",Не можеше да си представи да живее без чиста вода цяла седмица!,Тогава тя се сети за дупка.,"Не казаха, че Ора не може да се къпе!",Ора се къпе.,Ора се къпе.,1
157,На 25-ия рожден ден на Алисън семейството й я води на бинго.,Никога преди не е играла и беше нервна.,"След като й показаха как да играе, тя беше развълнувана да започне.",На четвъртата игра тя получи бинго.,Алисън планира да плати за бинго отново в бъдеще.,"Алисън мисли, че бингото е скучно.",1
158,Ня искаше да види парада в центъра.,Хвана три автобуса.,После взе метрото.,Дошла е в центъра на града точно навреме.,Ня изпусна парада.,Ня беше развълнувана да може да гледа парада.,2
159,"Маделин беше развълнувана да получи нова чанта в ""Сакс"".","Майка й я заведе в отдел ""Тъкани"".","Маделин веднага видя розова чанта, която обичаше.",Не можеше да повярва колко невероятно беше.,Маделин беше разстроена от новата си покупка.,Майката на Маделин с радост купила чантата за нея.,2
160,Том купи ново растение.,Той го държеше до леглото си.,Растението спря да расте.,"Майка му каза, че е нужна слънчева светлина.",Том премести растението на прозореца.,"Том затвори прозорците си, за да блокира колкото се може повече слънчева светлина.",1
161,Ю Дарвиш е питчър на Тексаските Рейнджърс.,През последните два сезона е бил ранен.,"Според съобщенията, той е най-накрая здрав и способен да играе.","Феновете на Рейнджърс се надяват, че той ще бъде лидер на питчерите им.",Феновете на Рейнджърс искат да го махнат.,Феновете на Рейнджърс очакват с нетърпение завръщането му.,2
162,"Ейвъри получи домашна работа, която трябваше да бъде направена след две седмици.",Тя веднага прочете задачата.,Тя си направила график и го разделила на задачи за всеки ден.,Тя завърши задачите в определения им ден.,Ейвъри е напуснал училище.,Ейвъри приключи проекта си по-рано.,2
163,Честър решава да отиде в мола един следобед.,"Той не възнамерява да купува нищо, а просто иска да се разхожда.",Но вижда една много хубава риза на разпродажба.,"Честър купува ризата, защото цената е толкова добра.","Честър веднага изхвърли ризата, която беше купил.","Честър беше много доволен от ризата, която купи.",2
164,"Джина осъзна, че трябва да се заеме с доклада си.",Тя беше пропиляла целия ден и само един ден й оставаше да го завърши.,Тя седна и започна да работи.,Майка й искаше да мие чиниите.,Джина иска да не е губила деня си.,"Джина се зарадва, че си е пропиляла деня.",1
165,Вторниците са дни за пране в апартамента ми.,Бяхме много заети последните няколко вторника.,Сега почти нямаме чисти дрехи.,Облечена съм глупаво и все още мириша зле.,Всичките ми дрехи миришат страхотно.,Ще изпера прането веднага.,2
166,Беше прекрасен летен ден.,Боб реши да се разходи в парка.,Боб се разхождаше по пътеката и се възхищаваше на пейзажа.,Намерил е банкнота от двадесет долара на земята.,Той беше щастлив.,Беше разочарован.,1
167,Меган и Скот искаха да видят любимата си група да свири на концерт.,Билетите бяха в продажба онлайн и сървъра беше много зает.,Меган и Скот се опитваха да купят билети.,"Точно когато концерта почти беше разпродаден, Меган намери две билети.",Те бяха толкова облекчени.,Те бяха разочаровани.,1
168,Джон току-що завършваше гимназията и щеше да отиде в колеж.,Майка му му помогна да си събере нещата и той си тръгна.,"Когато пристигна, отиде да провери общежитието си.",Новият му съквартирант беше там и се разбраха.,Разхождаха се из университета и бяха поканени на парти.,"Мислеше, че колежът ще бъде нещастен.",1
169,Джаки бе бегач на дълги разстояния от много години.,"Въпреки пълния й айпод, музиката я отегчаваше.",Един от приятелите й й препоръча да я слуша.,Тя е заредила нов релиз на айпода си.,"Тя слушаше книга, докато бягаше.","Тя се радваше, че никога не се отегчава от музиката.",1
170,Приятелите на Ари я предизвикват да прекара нощта в местната къща с духове.,Ари се съгласи.,Тя се качи през прозореца на къщата.,После се прибра с одеялото си в ъгъла.,Тя издържа цяла нощ.,Тя запали печката и си приготви вечеря.,1
171,Сам караше с включени светлини.,"Един от фаровете му беше изключен и той мислеше, че е по-безопасно.",Снощи го спряха.,Ченгето му е дал глоба и му е казало да я поправи.,Сам нямаше кола.,Сам беше нещастен.,2
172,Една вечер група приятели решили да играят с дъска за спиритизъм.,Всичко беше забавно и играха цял час.,"След като си играха, си легнаха.",След няколко минути чули странни удари по пода.,След това те спаха дълбоко.,Всички се побъркаха.,2
173,Ян се умори от зимата и студа.,"Видя реклама за кола, която ще е чудесна за пътуване.",Купила е колата и е планирала пътуването си по карта.,Тя караше из целия щат Флорида.,"Зимата е сезонът, в който се виждат най-много скиори.","Докато се прибрала вкъщи, станало е по-топло заради пролетта.",2
174,Нийл току-що пристигна в Иран.,Беше очарован от градовете и селските райони.,"Той мислеше, че планините са толкова красиви.",Езикът и хората бяха прекрасни.,Беше щастлив да бъде в Иран.,Той веднага си тръгна.,1
175,Андрю беше сам от много години.,"Докато искаше приятелка, не знаеше как да се доближи до никого.",Най-накрая един приятел запозна Андрю с една хубава млада дама.,Андрю я покани на среща.,"Момичето каза ""да"" на Андрю.",Момичето плачеше истерично.,1
176,Ейми закъсня за полета си.,Тя премина бързо през охраната на летището.,Тя можеше да чуе името си през високоговорителя до вратата си.,Тя тичаше с максимална скорост и поздравяваше раздразнена стюардеса.,След това Ейми слезе от самолета и се прибра вкъщи.,Тя се качи на полета си точно навреме.,2
177,Ана се слънчеше на плажа.,Тя заспи на топлото слънце.,Събуди се три часа по-късно.,"Очите й се разшириха, докато се погледна в огледалото.",Ана беше изключително бледа.,Ана беше изключително изгорена от слънцето.,2
178,Пол се почувствал смел и се опитал да се присъедини към армията.,"Армията каза, че е твърде слаб, за да се присъедини.","Пол не се отблъсна, затова се опита да се присъедини към флота.","ВМС го отхвърлиха, защото Пол не може да плува.",Пол беше много разочарован.,Пол беше много доволен от резултатите.,1
179,Котката преследва мишката през празната складова стая.,"Изплашен, гризачът се движеше възможно най-бързо.",По-голямата котка остана близо зад него.,Беше ужасен.,Мишката избяга.,Котката реши да си легне и да поспи.,1
180,Нийл е летял до Русия.,Там той посетил туристически обекти и срещнал приятелски настроените местни жители.,"Той откри, че Русия е многоцветна и жизнена.",Имала е и богата и велика история.,Нийл намери пътуването стимулиращо.,Нейл намери пътуването скучно.,1
181,Мери прави свещи.,Тя се радва на това като хоби.,Мери взе една за приятелката си като подарък.,Всички обичаха свещите и искаха да си купят.,Мери беше много щастлива.,Мери се чувстваше недооценена.,1
182,Беше лято и Джина и сестра й се отегчаваха.,Решиха да гледат музикални клипове.,Имаше музикален канал или черно развлекателен канал.,Избраха да гледат черния развлекателен канал.,Джина и сестра й прекараха чудесно заедно.,Джина не обичаше да прекарва време със сестра си.,1
183,"Бях много развълнувана, че ще ходя на плажа.",Събрах всичко в колата си.,Карах до там и си сложих бански.,"Когато излязох от съблекалнята, започна да вали.",Отидох да плувам и да се наслаждавам на слънцето.,Плановете ми се провалиха и се прибрах у дома.,2
184,Арнолд се страхуваше от котки.,"Той мисли, че всички са зловещи.",Един ден той посети къщата на приятелката си.,Приятелката му има котка.,Арнолд обичаше котките на приятелката си.,Арнолд е зарязал приятелката си.,2
185,"Лия е студентка, която иска работа на непълно работно време.","Лия търси в ""Крейгслист"" и намира позиция за начално ниво.",Лия кандидатства и на следващия ден получава обаждане за интервю.,Лия отива на интервюто и се справя много добре.,Лия е уволнена.,Лия получи работата.,2
186,"Вчера отидох в ""Играчки и нас"".",Трябваше да взема подаръци за братовчедите ми.,Натоварих количката си.,"За щастие разбрах, че има разпродажба.","Купих всяка мишка, която имаха.","Защото съм скъперник, това ми подхождаше.",2
187,Боб караше от Тексас до Флорида.,Отказваше да спира в хотели за почивка.,"След 15 часа шофиране, той беше уморен.",Започна да заспива.,Боб се почувства много енергичен.,Боб реши да прекара нощта в близък хотел.,2
188,Имам билети за концерта.,Карах до Чикаго.,"Не можех да повярвам, че се виждам с Битълс.",Бях на 30 редици от предната част на сцената.,"Аз се зарадвах, когато Битълс се появи в светлината на прожекторите.",Започнах да треперя неконтролируемо от ужас и ужас.,1
189,"Маги забеляза, че прилепът е летял около тавана й.",Тя се паникьосваше и не знаеше какво да прави.,Решила да се скрие в стаята си и да се обади на унищожителя.,"Изведнъж в стаята й влиза котката й, която държи нещо в устата си.",Котката на Маги беше мъртва.,Беше прилепа.,2
190,Беше лято.,А в стаята на Джеф беше много горещо.,"Видял е тъмни щори, които блокират топлината.","И той мислеше, че това ще направи забележима разлика.",На Джо му хареса как щорите пускат топлина и светлина.,"Джо беше доволен, когато сложи нови щори.",2
191,Чичото на Джоуи му показа топка.,"Той се подиграва на Джоуи и каза, че е стъкленото му око.",По-късно Джоуи играеше топки с приятели.,"Едно момче каза, че топката му е котешко око.","Джоуи знаеше, че всички го дразнят.",Джоуи взе бейзбола си и си отиде вкъщи.,1
192,"Около 11 часа, пожарната аларма в училището се включи.","Бягайки към вратата, учениците спряха, когато се чуха изстрели.",Тогава учителят ги инструктира да се скрият под бюрото си.,"Студентите се скриха под бюрото си, ужасени.",Изчакали са инцидента да приключи.,След това играха с главата надолу и с палците нагоре.,1
193,Батериите на дистанционното на Джефрис свършиха.,Прекрасна да работи.,Трябваше да ги замени.,Затова отиде в магазина да купи още.,Този път си купи батерии.,Той се е погрижил всички сметки да бъдат платени навреме.,1
194,Винаги съм искал да мога да карам 30 мили на колело.,Сега мога да карам само около 30 км.,"Намерих си треньор по колоездене, който ми помогна да напредна.",Работех усилено няколко месеца и ядох правилната храна.,Сега мога да карам колело 30 мили.,"Толкова съм в форма, че не мога да изкарам и миля с колело.",1
195,"Семейството ми винаги е обичало къмпинга, аз не толкова.","Лятото, когато бях на 19, беше последният път, когато лагерувах.",Първо колата ни се счупи и бяхме заседнали в жегата с часове.,"Изгорих си ръката при готвене, паднах в езерото и ме изядоха буболечките.",Това беше най-хубавото пътуване в живота ми.,Реших никога повече да не ходя на къмпинг.,2
196,Професорът ми даде на класа ми есе.,"Докато напуснах класната стая, бях забравил за това.","Няколко дни по-късно, съученикът ми ми прати съобщение, за да ме попита дали съм го направила.","Бях толкова разстроена, защото бях напълно забравила!",Притеснявах се за оценката си.,"Бях сигурна, че ще получа петица, ако не си върна есето.",1
