,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
238,"Märkasin, et mu juuksed on pikad.",Otsustasin seda pärastlõunal lõigata.,"Kui leidsin sobiva juuksuri, läksin läbi, et mind lõikaks.","Ei olnud mingit järjekorda, see oli super kiire!",Mulle meeldis mu uus soeng.,Ta tegi linna parima võileiva.,1
239,Sõitsin mootorrattaga üle tänava.,"Ma läksin mööda teed, mis viis ratsutamisradini.",Ma tegin paar ringi.,"Ma sõitsin igav, koju tagasi.","Ma pesin oma mootorratta pärast seda, kui ma koju jõudsin.","Ma muutsin wifi parooli, et turvalisust parandada.",1
240,"Ryan sai sõbra poolt helistada, et ta ühel päeval töölt ära jääks.",Ta jäi rongist tööl maha ja läks selle asemel parki.,Ryan ja tema sõber mängisid terve päeva pargis lindudega.,Päeva lõpus lahkusid nad pargist ja nägid Ryan'i bossi.,Ryan vallandati.,Ryanit edutati.,1
241,Üks mees sõitis pikki tunde maanteel.,Ta nägi kaks miili kaugusel puhkepaika.,Ta pani auto õigesse sõiduraja ettevaatlikult.,Ta läks puhkepaika väljapääsu kaudu.,Mees peatus puhkepaigas ja tuli autost välja.,Mees sõitis veel paar tundi.,1
242,"Josiah oli beebi, kes püüdis esimest korda roomata.","Et teda aidata, tõi ema välja põneva mängukava, mis kinkis.","Kui ta mängukese kõlas, hakkas Josiah väga huvitatud.",Ta hakkas maad haputama ja oma ema poole astuma.,Josiah ronis oma ema juurde ja võttis mänguasja.,Joosia keeras ümber ja mängis oma jalgadega.,1
243,Ma tahtsin sünnipäevaks lemmiklooma.,"Ma ei teadnud, mida võtta, mul olid juba koerad.",Ma vaatasin Facebookis ringi ja nägin väikest siga.,Ma läksin ta järele.,"Ma tõin koera koju, sest mul on juba nii palju koeri.",Sõitsin mini sigaga koju.,2
244,Sam tahtis lauljaks saada.,Nii ta astus laulukursusse oma kolledžis.,Esimene päev tundides pidi igaüks laulma.,Sam oli esimesel päeval väga piinlik.,Kõik ta klassikaaslased olid väga toetavad.,Tema klassikaaslased õpetasid teda kõrguste hirmu ületama.,1
245,Matt ei olnud kunagi kõige enesekindlam mees.,"Ta oli alati oma naabri Lexy's armunud, aga oli hirmul.","Kuid kui ballipäev oli lähedal, otsustas ta lõpuks midagi ette võtta.",Matt palus Lexi'l temaga koos olla ja ta vastas kohe jah.,Mattil ja Lexi'l oli lõbus.,Matt oli sündmuste pöörde ajal õnnetu.,1
246,Shyanne'il oli õigekirjavõte.,Ta tahtis seda läbi viia.,Ta õppis kõvasti.,Ta tegi 100.,Ta oli murtud.,Shyanne oli üleni rõõmus.,2
247,"John tahtis pitsat, aga ta oli pankrotis.","Siis ta mäletas, et ta võitis eelmisel nädalal tasuta pitsat!",Ta helistas pitsaritesse ja andis neile oma koodi.,Nad saatsid talle tasuta pitsa tunni aja pärast.,John sõi selle asemel porgandit.,John sõi oma pitsat ära.,2
248,Jill pidi kell kaheksa tantsutunnil olema.,Ta valmistub ja sõidab kohtumispaika.,"Ta oli vaid üks esimesi, kes prooviesinemisele tulid.",Pärast tema esitust olid kohtunikud muljet avaldanud.,"Ta ootas tagasi helistamist, kuid kohtunikest pole ta enam midagi kuulnud.",Ta sai oma tantsuesitluste eest palju auhindu.,2
249,Me üritasime eile hilja üleval olla.,Me jõime kohvi.,Me sõime šokolaadi.,Me jooksime isegi diivanil ringi.,Siis kukkusime diivanil kokku ja magasime pärast lõunat.,Me jooksime lootuses oma kiirust parandada.,1
250,Ally oli aastaid oma lisamünte purgis hoidnud.,"Ta tahtis uut mobiili, aga tal polnud piisavalt raha.","Ta arvas, et loeb oma väikeses purgis raha.",Tema üllatuseks oli purgis üle 300 dollari.,Ally kasutas 300 dollarit riideid ostmiseks.,Nii et ta ostis uue telefoni.,2
251,Ema palus mul toidupoest mõned asjad ära võtta.,"Otsustasin poe juurde jalgsi minna, kuid võtta ratta.",Kohtusin sõbraga ja pakkusin talle oma jalgrattaga sõitu.,"Kui me sõitsime, murdus mu jalgratta pooleks.","Sain aru, et minu jalgratta oli sobiv ainult ühele ratsutajale.",Ma viskasin hoolimatult oma kasutatud salvrätikud rentslisse.,1
252,Autos oli kogu pere põnevil.,Pärast 9 tundi sõitu jõudis ta oma vanaema kvartali.,Eespool nad nägid tema maja.,Maja oli valgustatud hoolimata hilisest kell 4 AM.,Nad otsustasid pöörata.,"Nad ei jõua oodata, et vanaema näha!",2
253,Ana oli pesemist edasi lükanud.,Lõpuks ta ei suutnud seda enam vältida.,Ta kandis oma riided pesumajja.,Ta pesib ja kuivatab neid mitu tundi.,Ana otsustas enam kunagi nii kaua oodata.,Ana kuivas mitu tundi ravimtaimed.,1
254,Mark läks kaubanduskeskusesse.,"Ta nägi paar kõrvaklappid, mida ta tahtis, kuid ei saanud endale lubada.",Ta otsustas kõrvaklappe varastada.,Mark jäi siis kellegi töö juures kinni.,Töötaja tänas Mark'i tema abistamise eest.,Markil on kohtumenetlus järgmisel nädalal.,2
255,Mu sõbrad andsid mulle jõulude puhul puzzle.,Ma pole seda veel avanud.,"Ma plaanin seda alati, aga midagi tuleb alati välja.",Nagu praegu sinuga rääkimine.,"Ma ei jõua ära oodata, et alustada värvi-numbritest komplekti!",Aga hetke pärast hakkan ma selle mõistatuse tegema.,2
256,Rex pole aastavahetusel oma tuba koristanud.,"Kuna tal on harva külastajaid, ei näe ta puhastamise mõtet.",Kuid ühel päeval otsustab ta koristada.,Rex puhastab põranda ja teeb voodi ära.,Rex armastab vannituba koristada.,Ta tunneb end oma toas paremini.,2
257,Ma kartsin homset eksamit.,"Kuna eksam on raske, otsustasin õhtu läbi õppida.","Ma otsustasin õhtusöögi vahele jätta, et rohkem aega saada.",Lõpuks olin eksami päeval valmis.,Ma läbisin eksami.,Ma kukkusin eksamitest läbi.,1
258,Mu pere oli Itaalias puhkusel.,Me tahtsime grupifototot.,Me palusime võõral inimesel seda võtta.,Nad olid kohustatud.,München nägi pildi taustal hea välja.,See oli meie lemmik pilt puhkusest.,2
259,Ärkasin üles ja otsisin oma kapist särgi.,Kõik oli räpane ja põrandal.,"Ma tõin särgi, et näha, kas see haiseb halvasti.","Ma leidsin sinise särgi, mis ei haises.",Ma pesin sinise särgi ära.,Ma kandsin sinist särki.,2
260,JJ mängis terve päeva.,"Kui õhtu tuli, oli ta väsinud.","Ta peaaegu uinub oma vannis ja tema ema ütles, et on aeg magama minna.","Ema pani talle pidžaama selga, viis ta voodisse ja laulis talle.",Ta jäi magama.,JJ jäi terve öö üleval.,1
261,Kaks jahimeest vaidlesid oma asukoha üle metsas.,"Nad ei teadnud, kas nad on jõudnud õigesse kohta.","Nende tähelepanu oli kõrvale juhitud, kui hiiglaslik härg sisenes valgele.",Mehed olid vapustatud.,Üks jahimees haavas ja läks minema.,"Siis nad teadsid, et nad on õiges kohas.",2
262,Toddil on homme suur test.,Ta pole üldse õppinud.,See loeb 50 protsenti tema hinde.,"Todd ei tea, mida teha.",Todd on enda üle uhke.,"Todd otsustab õppida nii palju, kui ta saab enne homset.",2
263,Maggie vajas uut sõpra.,Ta oli tüdinenud üksi olemisest.,Lõpuks kohtas ta raamatuklubis sõbraga.,Tüdrukud veetsid iga päeva koos.,"Maggie oli õnnelik, et tal on uus kaaslane.",Maggie tahtis üksi olla.,1
264,"Mu toakaaslane sai uue töökoha kohas, kus ma kooli käin.",Otsustasime koos tööle sõita.,Me läksime koos autosse.,"Sõit tundus palju lühem kui keegi, kellega rääkida.",Mul polnud kellegagi rääkida.,"Kui sõit oli läbi, läksime teelt ära.",2
265,Brittanyle meeldis mängida videomänge.,"Kuid inimesed kiusasid teda, kui nad võitlesid tema soolise olemuse vastu.","Brittany peaaegu lõpetas mängimise, kuid leidis tüdrukute mängurühma Facebookis.","Pärast liitumist hakkas ta mängima tüdrukutega, kellega ta internetis tutvus.",Lõpuks vihkas ta kõiki mehi.,Ta tundis end paremini mängides koos toredamate inimestega.,2
266,Bobby polnud kunagi varem karnevalis käinud.,Tema sõber Sam kutsus ta oma perega kaasa.,Seal oli nii palju näha ja teha!,Bobby lemmik tegevus oli sõita Ferris Wheel.,Bobby oli igav.,Bobbyle meeldis karneval.,2
267,Ma kuulasin täna raadiot.,Mulle meeldis uus laul.,Nad ei öelnud kunagi nime.,"Kuulasin, aga asi ei tulnud kunagi esile.","Ma loodan, et ma ei kuule seda laulu enam kunagi.",Ma kirjutasin Google'i sõnad sisse.,2
268,Al ja Val olid väga lähedased kaksikud.,"Nad riietusid sarnaselt, rääkisid sarnaselt ja olid koos ööpäevaringselt.",Ühel päeval diagnoositi Val'il surmani jääv vähk.,Ta suri peagi ja Al oli täiesti laastatud.,Al ja Val läksid välja sööma.,Ajal läks Al üha üksildasemaks.,2
269,Olen saanud kolm kiirusepiletit.,"Kõik kolm, kui ma olin teismeline.","Ma olen üllatunud, et ma ei kaotanud oma litsentsi.","See maksab mulle palju raha, et need kõik mu toimikusse võtta.",Oleksin pidanud rohkem pileteid saama.,Nüüd sõidan ma tavalise kiirusega.,2
270,David on alati unistanud Oregoni külastamisest.,"Kuigi tal pole palju raha, hakkab ta natuke kokku panema.",Lõpuks on Davidil piisavalt raha oma suureks reisiks Oregoni.,Reisil sööb ta kohalikku toitu ja näeb hämmastavaid vaatamisväärsusi.,David õpib klaverit mängima.,Tal on Oregonis väga tore.,2
271,Keskkooliõpilane läks hambaarsti juurde.,"Talle öeldi, et tal on jälle vaja suukaela.",Ta polnud õnnelik.,Tal oli spetsiaalne suukael ja tal oli palju valu.,"Aga see oli seda väärt, kui ta nägi oma sirgeks pandud hambaid.","Ta ei suutnud oodata, et ta sulasid iga külastuse järel kinni tõmmata.",1
272,Jayne külastas Aldenit New Yorgis.,Tema onu omas seal farmi.,Ta aitas loomadest hoolitseda.,Siis aitas ta ka aiast köögivilju korjata.,Jayne sõi oma töö viljadest maitsvat toitu.,Jayne otsustas põletada aias ja hävitada talu.,1
273,Seth on töötanud kliimaseadmete tehases kuus aastat.,Ühel päeval kutsus tema ülemus kogu osakonna koosolekule.,"Seth'i juhataja teatab, et tehas peab sulgema.","Seth mõistab hirmus, et ta peab leidma uue töö.","Seth arvab, et saab töökohta kliimaseadmete tehases.","Seth arvab, et on hea mõte oma elulookirjeldust uuendada.",2
274,"Amy sõitis kooli, kui tema auto peatus.",Ta helistas oma isale.,"Ta tuli ja teatas, et kütusepump on katki.",Nad kutsusid auto koju vedamiseks abiraud.,Amy sõitis siis kooli.,Amy pidi siis koolisse kõndima.,2
275,Rod suitsetas kogu oma elu.,Ühel õhtul jäi ta televiisori vaatamise ajal magama.,Tema sigarett oli veel süütud ja kukkus põrandale.,See põles tema korteris.,Rod suri tulekahjus.,"Rod oli uhke selle üle, mida ta oli teinud.",1
276,"Barry oli põnevil, et ta lõpuks registreeriti hääletama.",Ta läks oma kodu lähedal asuvasse valimisruumi.,Hoonesse sisenedes märkas ta kõiki kampaania märke.,"Ta teadis juba, kuidas ta oma hääle andma hakkab.",Barry hääletas.,Barry pööras ümber ja läks koju.,1
277,"Johnny sõitis ühel päeval, kui ta tundis kummalist kõhukestust.","Ta tõmbas kõrvale ja nägi, et tal on rehv tühi!","Ta vaatas seda lähemalt ja nägi, et ta oli sõitnud üle naela.",Johnny pidi sõrmuse peale panema ja remonditöökohale sõitma.,"Johnny oli väga õnnelik, et tal oli tühi.",Nad parandasid selle ja Johnny sõitis koju.,2
278,Amy tahtis oma kodus rohkem ruumi.,Ta otsustas otsida uut korterit.,"Amy leidis uue korteri, mis oli tema töökoha lähedal.","Amy külastas korterit, et seda isiklikult näha.","Ta kolis väiksemasse, odavama korterisse.",Amy kirjutas üürilepingu alla ja kolis korterisse.,2
279,Mina ja mu vennad jagasime pitsat.,Ainult üks tükike oli veel.,Me kõik tahtsime seda.,"Enne kui keegi midagi öelda sai, lakkusin ma selle ära.",Ma pean selle tükikese ära sööma.,Ma sõin hamburgerit.,1
280,"May oli kass, kelle lemmiklooma pood adopteeris.",Cathy ja tema pere külastasid loomapoodi adopteerimise päeval.,"Cathy armus May'sse kohe, kui ta teda nägi.","Pärast seda, kui Cathy oli May adopteerimiseks taotlenud ja see heaks kiidetud, adopteeris ta May.",May ja Cathy said väga hästi läbi.,May läks välja ja Cathy ei näinud teda enam kunagi.,1
281,"Monica oli kaheksaaastane tüdruk, kes armastas särgi õmblemist.",Ühel päeval kutsuti Monica sünnipäevapeole.,Monica ei saanud sõbrale kingituse ostmiseks raha.,Monica otsustas talle salli õmbleda.,"Monicale meeldis näha, kuidas ta sõber imetleb tema enda tehtud kingitust.","Monica triikis selle, et annetada selle lastekodusse.",1
282,"Kahtlusalune nägi, et kongipääs oli lahti.",Ta surus seda ja see avati.,"Keegi ei vaadanud teda, nii et ta põgenes.",Ta kõndis rahulikult välja politseijaoskonna ees.,Kahtlusalune otsustas end üles anda.,Keegi ei paistnud kahtlusalust märganud.,2
283,Tüdruk armus poisi ja tema meeldis talle ka.,"Ta saab teada, et nende vanemad ei saa hästi läbi.",Poiss ja tüdruk armastavad teineteist nii väga.,"Aga nad ei taha oma vanemate tundeid haiget teha, nii et nad hoiavad eemale.",Kuid lõpuks nad siiski kokku saavad.,"Poisi ja tüdruku vanemad on väga õnnelikud, et nad armastavad teineteist.",1
284,Ühel päeval külastas minu kodulinna Ameerika Ühendriikide president.,"Ootasin tundide kaupa järjekorras, et teda näha.","Seisin lava ees, kui ta andis liigutava kõne.","Ta andis mulle käe, kui lahkus!",Ma olin elevil.,Mul oli täiesti igav.,1
285,Jake'i isa viis ta oma esimesele jalgpallimängule.,Nad jõudsid varakult ja said väga head kohad.,Nad sõid hot-dogi ja jõid ka limonaadi!,Jake nägi isegi oma lemmikmängijat mängu ajal!,Jakeil oli isaga jalgpallimängul väga tore.,Jake ei olnud sel päeval lõbus.,1
286,Ma tahtsin midagi lõbusat teha.,Ma otsisin midagi odavat teha.,Ma otsustasin minna ujuma.,Leidsin kohaliku järve rannas külastamiseks.,Sõitsin randa.,Ma otsustasin Vegasesse minna.,1
287,Amy ei olnud oma tööga rahul.,"Selle asemel, et seda sisse anda, jättis ta tunni maha.",Ta läks kohvikusse ümber kirjutama.,"Ta tegi paberit, mille üle ta uhke oli.",Amy hakkas koolis kohvikus käima.,"Amy sai tööst A, aga on hädas, kuna jäi tunde maha.",2
288,Steve oli osav puusepp.,Tal oli plaan üllatada oma naist uue tööga.,"Ta tahtis uut lauda, nii et ta otsustas seda teha.","Ta lõikas kõik puid, koostas laua kokku ja värvis selle.",Steve'i naine oli kingituse üle vaimustuses.,Steve'i naine taotles samal päeval lahutust.,1
289,Ma ei usu õnne.,Aga mu tüdruku isa murdis eile peegli.,Mitte viis sekundit hiljem ta lõhkus oma käe auto ukse.,Siis haiglasse minnes ta põrkab hirve.,Ma ei pea enam golfi spordi.,"Nagu ta õnn ei saaks veel hullemaks minna, oli haigla suletud.",2
290,Jon tundis end halvaks isaks.,"Ta töötas nii kaua, et tihti jäi ta koju tulemata.",Nädalavahetustel oli ta väsinud ja närviline.,Ühel laupäeval istus poeg diivanil ja toetus Joni käele.,John läks üksi kinno.,Jonile meeldis lastega koos olla.,2
291,Ben kõndis mööda tänavat ja leidis ühe lõnga lõppu.,Ta võttis selle üles ja tõmbas selle peale.,"Rohkem riie tuli, kuid mitte lõppu.","Ben jälgis seda, et näha, kuhu see läks.",Ben oli kiudude juures vaimustuses.,Ben läks jooksma.,1
292,Juan tahtis olla võitleja.,Ta kasvas üles neid telekast vaadates.,Ta harjutas iga päev keldris.,Lõpuks sai ta väikestele etendustele.,"Juan otsustas, et olla luchador oli rumal püüdlus.",Juanil oli lõpuks väga edukas.,2
293,"Pühapäeval sai Tori teada, et on rase!","Ta helistas kohe oma mehele, et rääkida head uudist.",Tori abikaasa oli sama põnevil.,Nad arutasid lapse nimesid ligi pool tundi.,Nad otsustasid lõpuks ühe poisi ja ühe tüdruku nime.,"Tori pidi minema teraapiasse, sest ta oli nii endast väljas.",1
294,Sara töötab pagari kõrval.,"Ta on dieedil, nii et ta ei saa kunagi sinna minna.","Ühel päeval märkab ta, et pagari on suletud.",Järgmisel nädalal avatakse tervislik mahepõle pood.,Sara suutis siis läbi astuda ja süüa osta.,Sara ei saanud süüa.,1
295,Rufus on just uude kooli sisse läinud ja tal pole seal sõpru.,"Alguses on ta mures, et ta ei kohtu kellegagi.",Kuid ühel päeval tutvustab end Rufusele tore tüüp Ralph.,"Nad saavad aru, et nad on ühes keemia tunnis.",Nad otsustavad koos laboritöökaaslased olla.,"Rufus on õnnelik, et tal on geomeetria tunnis sõber.",1
296,Tom tahtis jõuludeks keemia komplekti.,"Tema ema ütles, et see on liiga ohtlik väikesele poisile.",Tom palus selle asemel kutsikat ja tema ema äkki muutis meelt.,"Tom ei mõistnud, miks, aga ta ei hoolinud.","Ta oli õnnelik, et sai keemia komplekti.","Ta oli pettunud, kui sai keemia komplekti.",1
297,Iga hommik käivad kolibrid minu veranda.,"Täna, kui ma neid vaatasin, tundusid nad ärritunud.",Üks lind oli väga territoriaalne.,Äkki tuli kusagilt välja suur must lind.,See sõi territoriaalse kolibri kergesti ära.,Ma tulistasin roti ja viskasin ta laiba prügikasti.,1
298,Ma olin koolis näidendis.,Tema kostüüm nõudis rõivast.,Ma ei leidnud kusagilt karusid!,Ema otsustas ise kodus korvid teha.,Lo leidis matemaatika probleemi.,Lo'l oli näidendis parim kostüüm.,2
299,Ma olin oma esimesel tööpäeval.,Mu juhatajal oli Beatleside T-särk seljas.,Me mõlemad rääkisime oma armastusest Beatlesi vastu.,Meist said head sõbrad.,Hiljem otsustasime luua väikese ansambli.,"Hiljem ütles mu juht mulle, et talle ei meeldi The Beatles.",1
300,Tyler läks pesapalli mängule.,Ta nägi oma lemmikmeeskonda!,Tema meeskond mängis kõvasti.,Tema meeskond võitis!,Tyler sai depressiooni.,Tyler oli elevil!,2
301,Flora hammas hakkas valutama.,"Ta vihkas hambaarsti, nii et ta üritas seda ignoreerida.",Valu süvenes üha enam.,Lõpuks pidi Flora helistama hambaarsti juurde.,"Ta oli põnevil, sest talle meeldis hambaarsti juurde minna.",Hambaarst aitas tal hamba paremini tunda.,2
302,Derekile meeldib lugeda.,Ta luges kõik raamatud oma kodus.,"Ta tahtis rohkem lugeda, aga tal polnud raha.",Derek sai raamatukogu kaardi!,Derek ei lugenud enam kunagi.,Derek loeb nüüd kogu aeg.,2
303,Ma läksin sõpradega baari.,"Ma olin pankrotis, aga arvasin, et saan neile seltskonda teha.","Selgus, et nad olid kõik ka pankrotis.",Keegi meist ei ostnud midagi ja me rääkisime tundide kaupa.,Baaris palus mul ja mu sõpradel pärast mõnda aega lahkuda.,Pärast seda otsustasime kõik restorani minna.,1
304,Ma olin möödunud pühapäeval pesumajas.,"Seal oli ka üks armas tüdruk, kes pesid.",Ma läksin üles ja hakkasin pisut vestlema.,"Ta naeratas, kuid ei tundunud huvitatud.","Ma jätsin ta üksi, kuid vaatasin teda pealt.",Ostsin talle sel pärastlõunal kleidi.,1
305,"Pat ärkas üles, soovides töölt ära magada.","Ta helistas hommikul, kasutades võltshaiguse häält.",Isegi tunni pärast helistamist saab ta sõnumi.,"See ütleb talle, et töö on tühistatud, sest sajab lund.",Pat läks tööle autosse.,"Pat tundis end lolliks, et teeskles haiget.",2
306,Greg sõitis rattaga poodi.,"Greg möödus tänavalt, kui välja tuli käsi.","Greg kukkus ratast, kui teda põrandale suruti.","Ta vaatas kõnniteelt, kuidas mees jalgrattaga ära sõitis.",Greg esitas politseile teate ja lõpuks võeti vargus kinni.,Greg oli chili kokkvõistluse kohtunik.,1
307,Johnsonile pole kunagi väga meeldinud väljas olla.,"Tema tüdruk naerab teda, et ta ei saa kunagi laagrisse minna.","Johnson otsustab tõestada, et ta eksib.",Ta pakib telgi ja läheb pikaks nädalavahetuseks telkimisele.,"Tal oli vilets nädalavahetus, aga ta ütles oma tüdruksõbrale, et see oli tore.",Johnson oli õuesõitja ja käis tihti matkamas.,1
308,"Jim kaotas oma rahakoti, kus oli kogu raha.","Tal ei oleks raha, et oma perele süüa osta, kuni järgmise kuu lõpuni.",Samal ajal leidis Pete panga parklas rahakotti.,See sisaldas sadu dollareid ja Pete tahtis tõesti uut telerit.,Pete hoidis rahakotti ja annetas raha heategevuseks.,Pete hoidis rahakotti ja ostis raha eest uue teleri.,2
309,Sally vanem õde oli kõiges hea.,"Ühel päeval ütles ta oma õele Maryle, et tunneb end ebakindlana.","Mary naeris ta ära ja ütles, et tal on ka palju tugevaid külgi.",Sally vaatas ennast teisiti.,"Sally arvas, et ta õde on julm.",Sally oli parem.,2
310,Ma pidin oma pojaga suvel haiglasse minema.,Ta mängis sõpradega jalgpalli ja sai löögi pähe.,"Ta lõhkus oma kulmu lahti ja me muretsesime, et ta oli oma nägu murdnud.",Õnneks ei olnud murd.,Mu poeg suri ja me mattasime ta surnuaeda.,Tal on õmblustest arm.,2
311,Väike Lorelei on kaheksa kuud vana ja hammaste väljalangemine.,Ema on proovinud teda rahustada.,"Ta on proovinud külmaid hammaste sõrmuseid, ravimeid ja pehmet rahustavat teed.",Viimase pingutuse käigus annab ta talle hambadeks küpsise.,Lorelei rahunes pärast hambadeks tehtud küpsist.,Lorelei otsustas lilled osta.,1
312,Ma olin paar päeva tagasi pargis.,Ma kõndisin järve lähedal ja nägin mõnda pardi.,Ma otsustasin neile leiba visata.,Nad jälitasid mind vihaselt.,Ankadele meeldisin väga.,Ma jooksin pardidest minema.,2
313,Graham tahtis endale selfie-kepi.,"Tal polnud palju sõpru, kuid ta armastas pilte teha.",Lõpuks võttis ta riskima ja ostis ühe.,Ta kasutas seda paar korda ja unustas selle.,Ta kasutas oma selfie keppi iga päev pärast seda.,Lõpuks viskas ta selle ära.,2
314,Lewis tundis koopasse nagu oma tasku.,Viis esimest korda koopaõpetajat kõndisid tema taga.,Äkki lendasid pimedusest alla mõned nahkhiired.,Kõik peale Lewise jooksid tagasi koopa sissepääsu poole.,Lewis hakkas tantsima.,"Lewis naeris ja ütles neile, et nad ei peaks nahkhiirte ees kartma.",2
315,Sean ja Sara olid gitari ostmas.,Sean võttis Sara ja nad sõitsid poodi.,Sees mängisid nad mitmete erinevate kitarridega.,Sara valis oma lemmiku ja nad tõid selle lauale.,Sara ostis selle entusiastlikult.,Sara otsustas selle asemel osta Viola.,1
316,Chris ei oodanud reedel kooli minna.,"Ta oli ees raske katsumus, milleks ta polnud valmis.","Kui ta neljapäeval voodisse läks, oli ta mures.","Kui ta reede hommikul ärkas, oli lumesadu olnud peaaegu 30 cm!",Bill hakkas kooli minema.,Bill tundis kergendust.,2
317,Martha oli kohutav kokk ja tema poiss-sõber teadis seda.,Ta tutvustas talle kokkeriisid ja vaatas neid koos temaga.,"Ta harjutas asju, mida õppis etendustes.",Päevad möödudes hakkas ta küpsetama aeglaselt paremini.,Mõne aja pärast sai Martast asjatundlik õmbleja.,"Mõne aja pärast oli kõik, mida Martha küpsetas, maitsev.",2
318,Üks hulkurkass armastas minu kassi.,Ta käis teda iga päev vaatamas.,Lõpuks võtsin ta vastu ja lasin ta sisse ja andsin talle nime Tokyo.,"Ta jäi väga haigeks, kusagilt.",Mõlemad kassid olid väga terved.,Ma viisin ta loomaarsti juurde ja ta paranes.,2
319,Kesklinna kontoris oli punane vaip.,"Kontori töötajad kurtisid, et see on alati räpane.",Aga ükski tolmuimeja ei suutnud seda korralikult puhastada.,Nii palkasid nad professionaalse vaibad pesema.,Lõpuks oli see veel räpasem kui enne.,Teppi nägi pärast puhastamist peaaegu uus välja.,2
320,Lexi tahtis olla terve.,Aga ta tahtis kuuma kakaot.,Nii otsustas ta suhkrut mitte lisada.,Kuum kakao oli igav.,Tervislik ei ole alati lõbus.,"Talle meeldis see sõõrik, mida ta sõi.",1
321,Anna tahtis kana tiivad.,Ta sõitis oma autoga Buffalosse.,Seal leidis ta autentse restoranikambri.,Ta tellis endale tosina kuuma tiibade.,Anna sõi kõik tiivad koju sõites.,Anna oli lasanja-söögiga rahul.,1
322,Mu vend võitles minuga eelmine nädal kaugjuhtimise pärast.,Lõpuks otsustasime selle jagada.,Me kõik saame seda ühel päeval.,"Mu vend läks siis kaklema, kes peaks selle esimesel päeval saama.",Ma ei vaata kunagi koos vennaga telerit.,Ma lubasin oma vennale kõigepealt seda kasutada.,2
323,Ivy lendas väikese vaatluslennukiga.,Äkki tegi piloot teate.,Lennukil oli rooliga probleem ja see kukkus alla!,Ivy kiirustas kiirelt kokkupõrke positsiooni.,"Kui lennuk äkitselt pöördus, tundis Ivy kergendust.","Ivy oli rõõmus, et ta oli valinud lennata.",1
324,"Joey oli teiseklassiline, kellele meeldis värvimisraamatutes värvida.","Ta oli enamuse oma värvikriiete ära kulutanud, nii et tal oli ainult pruun ja must.","Tema vanemad arvasid, et Joey on kunstnik, sest ta värvid olid imelikud.","Nad riputasid ta tööd külmikule, et kõik saaksid neid imetleda.",Joey oli enda üle uhke.,"Joey soovis, et tema vanemad teda hindaksid.",1
325,"Johnil oli homme suur kliendi esitlus, aga ta tundis end ettevalmistamata.","See pole nii, et ta oleks närvis.",John oli alati tundnud end rahvahulga ees mugavalt.,Kuid selle sisu oli puudulik ja seda oli vaja täiustada.,John otsustas töökohta küpsiseid tuua.,"John muutis esitluse, ja see oli väga edukas.",2
326,Fred otsustas loteriis mängida.,"Talle meeldis mängida, aga ta ei võitnud kunagi.",Eile ostis ta kaks piletit.,"Kui ta koju läks, sai ta suurepäraseid uudiseid teada.",Fred ei võitnud loteriis.,Fred oli loteriil võitnud.,2
327,Gina kasutas bensiinijaama tualetti.,"Ta läks käed pesema, aga seal polnud seepi.","Ta vaatas kraanikausi alla, lootuses seda leida.",Seal polnud ka seepi.,Gina varastas vannitoas seep.,Nii et ta pidi oma käed ära pesema.,2
328,"Kui oli aeg süüa, helistas ema kellukella.","Isa ja Bill tundsid seda heli ära, kui nad seda kuulsid.",Nad jätsid hoolsalt maha oma hooldustööd ja pesid käed.,"Ema oli õnnelik, kui nad lõpuks koju jõudsid.","Siis karjus ta, et nad tuleksid tagasi tööle.",Perekond istus maha ja nautis koos sööki.,2
329,Emmyt võttis isa kassipoja valima.,Kaks olid koos puuris.,Ta ei suutnud neid lahutada!,"See tegi ta kurvaks, et ta pidi valima.","Siis ütles Emmy isa, et ta võib mõlemad kassipojad endale jätta.","Emmy läks vihasena ära, sest tahtis koera.",1
330,Jill läks kolledþisse.,Jill õppis väga kõvasti.,Jill läbis kõik testid.,Jill sai oma diplomi.,Jill leidis hea töö.,Jill sõi tihti lima oad.,1
331,Jerry oli alati tahtnud kitarri mängida.,"Ta oli mures, et ta on liiga vana, et õppida midagi uut.",Kuid ta otsustas iga nädal kitarriõppele minna.,Lõpuks sai temast üsna hea kitarrist.,Jerry otsustas mängida oma kitarri oma sõpradele.,Jerry viskas oma kitarri prügikasti.,1
332,Kyle kogus palju asju.,Tal oli suur kogumik aktsjonfiguure.,Iga päev otsis ta oma kollektsioonile uusi kujuta.,Ta suutis lisada uue näitaja umbes kord kuus.,Kyle'ile meeldisid Marvel'i kangelased.,"Kyle arvas, et Superman oli naeruväärne konstruktsioon.",1
333,"Francine märkas, et kõik tema sõbrad kannavad kõrghoobaseid kingasid.","Kuigi talle meeldisid kontsad, vihkas ta nende tunnet.",Ühel päeval otsustas ta oma sõpradega kohtumisel kanda paar tasasõltlaseid püksikuid.,"Kõik tema sõbrad kiitsid, kui hästi nad välja nägid.","Francine oli rõõmus, et ta kandis mugavaid kingasid!",Francine testib puuduvate geenide valemit uuesti.,1
