,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
174,Neil baru sahaja tiba di Iran.,Dia terpesona dengan bandar dan desa.,Dia fikir gunung-gunung itu sangat indah.,Bahasa dan orang-orangnya juga hebat.,Dia gembira berada di Iran.,Dia pergi dengan segera.,1
175,Andrew telah bujang untuk tahun-tahun.,Walaupun dia mahukan seorang teman wanita dia tidak tahu bagaimana untuk mendekati sesiapa.,"Akhirnya, seorang kawan memperkenalkan Andrew kepada seorang wanita muda yang baik.",Andrew menjemputnya.,Gadis itu bersetuju dengan Andrew.,Gadis itu menangis histeris.,1
176,Amy terlambat untuk penerbangan.,Dia tergesa-gesa melalui keselamatan lapangan terbang.,Dia boleh mendengar namanya melalui pembesar suara berhampiran gerbangnya.,Dia berlari laju dan menyambut pramugari yang marah.,Amy kemudian turun dari pesawat dan memandu pulang.,Dia menaiki pesawat tepat pada masanya.,2
177,Ana sedang bersalon di pantai.,Dia tertidur di bawah matahari yang hangat.,Dia bangun tiga jam kemudian.,Matanya melebar ketika dia melihat ke dalam cermin.,Ana sangat pucat.,Ana sangat terbakar matahari.,2
178,Paul berasa berani jadi dia cuba untuk menyertai Tentera.,Tentera kata dia terlalu lemah untuk menyertai.,Paul tidak terhalang jadi dia cuba untuk menyertai Tentera Laut.,Tentera Laut menolaknya kerana Paul tidak boleh berenang.,Paul sangat kecewa.,Paul sangat gembira dengan hasilnya.,1
179,Kucing itu mengejar tikus di gudang kosong.,"Berlari dalam ketakutan, tikus itu bergerak secepat mungkin.",Kucing yang lebih besar tinggal di belakang.,Dia ketakutan.,Tikus itu melarikan diri.,Kucing itu memutuskan untuk berbaring dan tidur siang.,1
180,Neil terbang ke Rusia.,"Di sana, beliau melawat tempat-tempat pelancongan dan melihat penduduk tempatan yang ramah.",Dia mendapati bahawa Rusia berwarna-warni dan bersemangat.,Ia juga mempunyai sejarah yang hebat dan kaya.,Neil mendapati perjalanan itu merangsang.,Neil mendapati perjalanan itu membosankan.,1
181,Mary membuat lilin.,Dia suka ini sebagai hobi.,Mary mengambil satu untuk temannya sebagai hadiah.,Semua orang suka lilin dan meminta untuk membeli satu.,Mary sangat gembira.,Mary berasa tidak dihargai.,1
182,Ia adalah musim panas dan Gina dan kakaknya bosan.,Mereka memutuskan untuk menonton video muzik.,Ada saluran video muzik atau saluran hiburan hitam.,Mereka memilih untuk menonton saluran hiburan hitam.,Gina dan kakaknya mempunyai masa yang hebat bersama-sama.,Gina tidak suka menghabiskan masa dengan adiknya.,1
183,Saya sangat teruja saya akan ke pantai.,Saya pastikan untuk mengemas semuanya dalam kereta saya.,Saya memandu ke sana dan memakai pakaian renang saya.,"Ketika saya keluar dari bilik persalinan, ia mula hujan.",Saya pergi berenang dan menikmati cahaya matahari.,"Rancangan saya rosak, dan saya pulang.",2
184,Arnold takut dengan kucing.,Dia fikir mereka semua menyeramkan.,Suatu hari dia melawat rumah teman wanitanya.,Gadisnya mempunyai kucing.,Arnold suka kucing teman wanitanya.,Arnold meninggalkan kekasihnya.,2
185,Leah adalah pelajar kolej sepenuh masa yang mahu kerja sambilan.,Leah mencari di craigslist dan mendapat kedudukan peringkat permulaan.,Leah memohon dan keesokan harinya mendapat panggilan untuk temuduga.,Leah pergi ke temuduga dan melakukannya dengan baik.,Leah dipecat.,Leah mendapat kerja.,2
186,Semalam saya pergi ke Toys R Us.,Saya perlu beli hadiah untuk sepupu saya.,Saya memuatkan kereta saya.,Syukurlah saya tahu mereka ada jualan.,Saya beli semua tikus yang mereka ada.,"Kerana saya seorang yang murah hati, ia sesuai dengan saya.",2
187,Bob memandu dari Texas ke Florida.,Dia enggan berhenti di hotel untuk berehat.,"Selepas 15 jam memandu, dia sudah letih.",Dia mula tertidur.,Bob berasa sangat bertenaga.,Bob memutuskan untuk menginap di sebuah hotel berdekatan untuk malam itu.,2
188,Saya dah dapat tiket konsert.,Saya memandu ke Chicago.,Saya tak percaya saya sedang berjumpa dengan seorang Beatles.,Saya berada 30 baris dari bahagian depan pentas.,Saya bersorak apabila Beatles datang di bawah sorotan.,Saya mula gemetar tanpa kawalan kerana ketakutan dan ketakutan.,1
189,Maggie perasan ada kelawar terbang di silingnya.,Dia panik dan tidak tahu apa yang perlu dilakukan.,Dia memutuskan untuk bersembunyi di biliknya dan memanggil pembasmi hama.,"Tiba-tiba, kucingnya masuk ke biliknya sambil memegang sesuatu di mulutnya.",Kucing Maggie sudah mati.,Ia adalah kelawar.,2
190,Ia adalah musim panas.,Dan bilik Jeff sangat panas.,Dia melihat tirai gelap diiklankan untuk menghalang haba.,Dan dia fikir ia akan membuat perbezaan yang ketara.,Joe suka bagaimana tirai membiarkan kehangatan dan cahaya.,Joe gembira apabila dia meletakkan tirai baru.,2
191,Pakcik Joey menunjukkan kepadanya marmar.,Dia menggoda Joey dan berkata ia adalah mata kaca.,"Kemudian, Joey bermain bola dengan kawan-kawan.",Seorang budak lelaki berkata bahawa bola itu adalah mata kucing.,Joey tahu semua orang hanya menggodanya.,Joey mengambil bola besbolnya dan pulang ke rumah.,1
192,"Sekitar jam 11 pagi, penggera kebakaran sekolah berbunyi.","Berlari ke arah pintu, pelajar berhenti apabila tembakan berbunyi.",Kemudian guru mengarahkan mereka untuk bersembunyi di bawah meja mereka.,Pelajar-pelajar itu terdiam di bawah meja mereka.,Mereka menunggu sehingga insiden itu berakhir.,Mereka kemudian bermain kepala ke bawah ibu jari ke atas.,1
193,Jauh Jeffries keluar dari bateri.,Ia berhenti berfungsi sepenuhnya.,Dia perlu menggantikannya.,Jadi dia pergi ke kedai untuk membeli lebih banyak.,Dia pastikan untuk membeli bateri yang boleh dicas semula kali ini.,Dia pastikan semua bil dia dibayar tepat pada masanya.,1
194,Saya selalu mahu dapat berbasikal tiga puluh batu pada satu masa.,Sekarang saya hanya boleh berbasikal kira-kira dua puluh batu sekaligus.,Saya mendapat seorang jurulatih berbasikal yang membantu saya untuk membuat kemajuan.,Saya bekerja keras selama beberapa bulan dan makan semua makanan yang betul.,Sekarang saya boleh berbasikal 30 batu.,Saya sangat tidak sihat saya tidak boleh berbasikal satu batu.,1
195,"Keluarga saya sentiasa suka berkhemah, saya tidak begitu banyak.",Musim panas saya 19 adalah kali terakhir saya berkhemah.,"Pertama, kereta kami rosak dan kami terpaksa berjam-jam di dalam panas.","Saya terbakar tangan saya memasak makan malam, jatuh ke dalam tasik dan dimakan oleh serangga.",Itu perjalanan terbaik dalam hidup saya.,Saya memutuskan untuk tidak pergi berkhemah lagi.,2
196,Profesor saya memberikan satu esei kepada kelas saya.,"Pada masa saya meninggalkan bilik darjah, saya sudah lupa tentangnya.","Beberapa hari kemudian, rakan sekelas saya menghantar mesej kepada saya untuk bertanya apakah saya telah melakukannya.",Saya sangat kecewa kerana saya telah lupa!,Saya risau tentang gred saya.,Saya pasti saya akan mendapat A jika saya tidak menyerahkan esei saya.,1
197,Sally percaya bosnya cuba untuk memecatnya.,Dia tinggal lewat untuk memastikan kerja dia betul.,Sally masih dalam keadaan tertekan.,Dia memutuskan untuk mengatur pertemuan dengan bosnya.,Sally berharap untuk kehilangan pekerjaannya.,Sally berharap bosnya akan mengekalkannya.,2
198,Kami memutuskan untuk belajar membuat gula-gula.,Kami memeriksa sebuah buku mengenai subjek itu dan membaca.,"Kemudian, kami mula bekerja dengan mencuba.",Kami sedar sangat overestimated bagaimana sukar ia adalah untuk membuat gula-gula.,Kami mendapati kami membuat kekacauan di dapur.,Kami memutuskan untuk menjual gula-gula kami ke butik tempatan.,1
199,"Will sangat liar di taman kanak-kanak, dan tidak mendengar guru beliau.",Ayahnya sangat marah dengannya.,"Dia menunjukkan kepada penjaga sekolah, dan memberitahu Will bahawa adalah masa depannya.",Will tidak mahu membersihkan bilik mandi sekolah.,Will mula mendengar kata-kata gurunya.,Will mahu menjadi tukang jaga.,1
200,Emily sangat gugup untuk mendapatkan tembakan di pejabat doktor.,Dia bersembunyi di bawah meja dan menangis.,"Apabila jururawat memberinya suntikan, Emily melangkah keluar dan memukulnya.",Kedua-dua Emily dan jururawat terkejut dan kesakitan.,Emily ditegur oleh ibu bapanya.,Ibu bapa Emily bersorak.,1
201,Saya dan kawan-kawan bermain di luar.,Kami mahu bermain permainan baru.,Kami memutuskan untuk bermain hoki jalanan kerana kami tidak biasa dengannya.,Kami keluar dan keluarkan peralatan.,Kami bersemangat bermain permainan sehingga gelap.,Kami meletakkan peralatan dan pergi jalan masing-masing.,1
202,"Suatu hari, tetikus komputer saya berhenti berfungsi.",Saya pergi ke kedai untuk membeli yang baru.,Setiap tikus yang saya jumpa terlalu mahal.,Saya pulang dan memutuskan untuk cuba dan memperbaiki tetikus saya.,Saya berjaya.,Saya memutuskan untuk berhenti menggunakan komputer.,1
203,Samantha memandu ke kelas.,Dia perasan bahawa dia lupa buku teksnya di rumah.,Dia memandu pulang untuk mendapatkannya.,Dia tiba di kelas 25 minit lewat.,Dia orang pertama yang tiba.,Saya lebih baik baginya untuk lewat daripada tidak bersedia.,2
204,Ia adalah kali pertama saya ski dan saya tidak melakukan dengan baik.,Saya ski terus di jalan pemain ski lain.,Kami bertembung dan kedua-dua jatuh ke tanah.,Pemain ski lain memberitahu saya namanya Jack dan ia adalah senang untuk bertemu dengan saya.,Saya fikir Jack sangat sopan.,Saya fikir Jack sangat kasar.,1
205,Gabe perlukan meja di biliknya.,Tapi dia tak ada banyak wang.,Dia jumpa kayu lapis di garajnya.,Jadi dia buat meja daripadanya.,Gabe memutuskan untuk membeli meja untuk biliknya.,Dia menggilap kayu selepas dia membina meja.,2
206,Rick memberitahu kawan-kawannya bahawa dia benci berkhemah.,Mereka menggeledahnya sehingga dia pergi berkhemah.,"Suatu malam, dia terjaga dengan seekor ular di dalam khemahnya.",Dia berlari menjerit dari khemah.,Rick enggan untuk berfikir tentang pergi berkhemah sekarang.,Rick memeluk ular itu dengan gembira.,1
207,Jerry mahu memulakan kerjaya baru.,Dia mencari iklan untuk jawatan.,Dia jumpa jawatan yang diingini dalam salah satu iklan.,Dia menghantar resume dia kepada jurulatih.,Jerry memutuskan kemudian ia lebih mudah untuk mengumpul pengangguran.,Kemudian perancang perjumpaan untuk Jerry.,2
208,Emile mahu menjadi seorang chef yang hebat.,Dia mengambil pelajaran dan bekerja keras belajar bagaimana untuk memasak.,Dia berlatih memasak dan menyajikan makanan untuk kawan-kawan.,Kawan-kawan dia suka masakan dia dan menggalakkan dia.,Emile akhirnya mendapat pekerjaan sebagai tukang masak.,Emile berhenti bercakap dengan kawan-kawannya.,1
209,Ella telah mengemaskan piknik untuk keluarganya.,Tapi dia lupa bawa garpu!,Mereka tidak boleh makan ayam dan tembikai.,Kemudian mereka semua mula ketawa dan makan dengan tangan mereka.,Ella gembira kerana piknik tidak rosak.,Keluarga Ella marah padanya sepanjang hari.,1
210,Emily bangun awal untuk bersiap sedia untuk sekolah pada hari Isnin lepas.,"Sebelum dia berpakaian, dia memeriksa apakah sekolah dibatalkan.",Ia telah salji begitu banyak bahawa sekolah telah dibatalkan.,Emily gembira dan memutuskan untuk tinggal di dalam dan membaca pada hari cuti.,Dia mengalami hipotermia.,Dia sudah selesai membaca buku terbarunya.,2
211,Joline pergi ke salon kuku untuk mendapatkan manikur.,Pakar kuku membersihkan dan memotong kuku.,Joline tidak dapat memutuskan warna cat kuku yang dia suka.,Ahli teknik kuku mencadangkan reka bentuk yang menggunakan pelbagai warna.,Dia membiarkan juruteknik menukar minyaknya.,Joline memutuskan untuk mengambil nasihat juruteknik.,2
212,"Harry secara rahsia membenci rumah berhantu, tetapi tidak boleh membiarkan rakannya kecewa.","Memalsukan wajah berani, mereka pergi ke rumah yang gelap.",Dia berjaya melalui semua tanpa menjerit keras.,"Pada akhir, mereka jatuh melalui lantai trik ke dalam sekumpulan goo.",Harry berharap dia tidak pergi.,Harry sangat gembira untuk berada di dalam goo.,1
213,Bobby mahu menjadi seorang pegulat.,Dia mengambil pergelutan di sekolah menengah.,Kemudian dia menyertai pasukan di kolej.,"Tidak lama kemudian, dia menjadi ahli gusti.",Dia tidak lagi berminat dalam gusti.,Dia bersara lebih awal kerana kecederaan.,2
214,Joan memutuskan untuk memperlakukan dirinya dengan makan malam sushi mewah.,Tapi makanan itu teruk dan pelayan lebih teruk lagi!,Dia meminta pengurus tetapi dia tidak pernah tergesa-gesa untuk datang.,"Walaupun ia tidak seperti dia, Joan menjadi begitu marah dia meninggalkan tanpa membayar.",Joan berasa buruk tentang makan malam tetapi gembira dia tegas.,Joan pergi ke restoran malam berikutnya.,1
215,Jesse selalu mahu mendapatkan tatu.,Ibu bapanya sangat menentang idea tatu.,Pada hari ulang tahunnya yang ke-18 dia memutuskan untuk mendapatkannya.,Dia ada tatu tiara kecil di bahunya.,Ibu bapa Jesse marah padanya.,Ibu bapa Jesse teruja melihat tatu itu.,1
216,Juliette mahu menjadi seorang saintis apabila dia membesar.,Dia memutuskan dia mesti melakukan eksperimen.,Dia mengosongkan kotak baking soda ke dalam kuali.,Kemudian dia tuangkan cuka.,Juliette membina gunung berapi.,Juliette bosan.,1
217,Jaclyn datang untuk bergaul dengan teman wanita Rob.,Jaclyn dan Rob tidak bergaul.,Rob cuba untuk menjaga kedamaian dan bersikap baik.,Jaclyn terus berkata sangat komen dan komen yang jahat,Rob akhirnya pergi untuk bergaul dengan kawan-kawannya.,Rob sangat gembira menghabiskan masa dengan Jaclyn.,1
218,Sharon dan kakaknya memandu ke kedai runcit untuk mengambil telur.,Mereka akan mempunyai tetamu makan malam dan sedang membakar kek.,Dalam perjalanan ke rumah Sharon tersandung dan jatuh.,Telur terbang dari tangannya dan mendarat di atas konkrit.,Semua telur mendarat dengan selamat.,Sharon memecahkan semua telur.,2
219,Dulu ada seorang peniaga budak.,Dia menemui Tuhan dan mengubah cara jahatnya.,Dia menulis lagu tentang penukaran hatinya.,Lagu itu menjadi terkenal dan popular.,Semua orang benci lagu peniaga budak.,Pedagang budak itu menjadi sangat terkenal dan kaya dari lagunya.,2
220,Ella keluar untuk bermain kereta luncur pada suatu petang.,Dia seronok pada mulanya.,Kemudian dia tergelincir dari kereta luncur.,Dia memotong dahi dia pada batu di tanah.,Ella perlu dibawa ke doktor.,Ella tidak tercedera akibat jatuh.,1
221,Steph biasanya makan sarapan yang banyak.,Tapi kerja barunya bermakna dia kurang masa untuk memasak.,Jadi Steph memutuskan untuk makan makanan yang lebih sederhana dan bahagian yang lebih kecil.,"Dan dalam sebulan, dia kehilangan 10 paun.",Doktornya kata dia lebih sihat juga.,Dia berasa seperti kegagalan yang lengkap.,1
222,Bobby adalah pemain bola sepak bintang di sekolahnya.,Dia akan sentiasa mendapat pengiktirafan untuk bakatnya.,Suatu hari dia dalam permainan yang sangat penting.,Lengan dia cedera dalam prosesnya.,Bobby telah memberikan bola selama berjam-jam selepas perlawanan.,Bobby mengambil masa untuk pulih dari kecederaan.,2
223,Susan pergi ke pawagam dengan kawan-kawannya.,Susan menggunakan telefon bimbitnya di teater untuk memeriksa e-melnya.,Seorang pengantar datang dan meminta Susan untuk meninggalkan teater.,Susan terpaksa menunggu di lobi sementara kawan-kawannya selesai menonton filem.,Susan kecewa dengan kesusahan ini.,Susan sangat gembira dengan pengalaman itu.,1
224,Margie mempunyai kaktus Krismas.,Ia tidak pernah mekar.,Dia memberikan tumbuhan itu kepada Desi.,Desi menjaga kilang itu dengan baik.,Kaktus berkembang dengan baik di bawah jagaan beliau.,Ikan emas itu sangat gembira dan sihat.,1
225,Gina telah berada di taman dengan rakannya Pam selama berjam-jam.,Sekarang matahari telah terbenam.,Dia mengucapkan selamat tinggal dan pulang ke rumah.,"Ketika dia tiba, sudah gelap.",Gina pergi terus ke katil.,Gina memutuskan bahawa ia tidak cukup lewat dan kembali ke luar.,1
226,Avery sangat teruja.,Malam ini adalah perlawanan bola keranjang pertamanya.,Dia telah berlatih dan ibu bapanya datang untuk menontonnya.,Avery bermain dengan baik dengan rakan sepasukan dan bahkan mendapat beberapa mata!,Ibu bapa Avery bangga.,Ibu bapa Avery malu dengan dia.,1
227,Gary suka berkebun.,Musim bunga semakin hampir dan dia mahu mula menanam.,Dia memeriksa Almanac untuk melihat tumbuhan mana yang selamat untuk taman.,Tom memutuskan untuk menanam beberapa anggrek.,Orkid akan jadi hodoh.,Orkid akan cantik.,2
228,Bay gugup.,Teman lelakinya telah bertindak pelik sepanjang makan malam.,Bay fikir dia akan tinggalkan dia.,Tapi kemudian dia berlutut.,Dan meminta dia untuk berkahwin dengannya.,Dan dia mula ketawa histeris.,1
229,Tommy sedang mengalami hari yang buruk.,Kawan-kawan dia cuba untuk menggembirakan dia dengan membawa dia keluar.,Dia menggerutu tetapi pergi bersama.,Dia minum dan menari dengan kawan-kawannya sepanjang malam.,Tommy mempunyai kawan baik.,Tommy mempunyai kawan yang buruk.,1
230,Ariel adalah bayi kami yang berusia 5 bulan.,Dia bangun pagi yang lain sangat rewel.,Kami tidak dapat mengetahui apa yang salah pada mulanya.,Kami kemudian melihat gigi segar melompat melalui garis gusi.,Kami pergi ke doktor gigi yang mengeluarkan gigi itu.,Kami mempunyai satu minggu neraka sebagai gigi beliau datang dalam.,2
231,Amelia memutuskan untuk bercuti ke Mexico.,Dia dah tempah penerbangan dan hotelnya.,"Apabila dia sampai ke Mexico, dia pasti akan melawat banyak tempat yang berbeza.",Dia suka setiap saat.,Amelia memutuskan untuk tidak kembali ke Mexico.,Amelia memutuskan untuk bercuti ke Mexico lebih kerap.,2
232,Kadang-kadang anak-anak saya tertanya-tanya jika Santa Claus adalah sebenar.,Setiap tahun kami tinggalkan biskut dan susu untuknya pada malam Krismas.,Setiap hari Krismas kami menemui cawan kosong dan serpihan biskut.,Satu tahun kami menemui kepingan biskut di luar di salji.,Kami beritahu anak-anak bahawa Santa mesti berkongsi dengan rusa.,Kami beritahu anak-anak itu hari Thanksgiving.,1
233,Amy bangun hari ini dengan lapar.,"Malangnya, dia juga bangun terlambat.",Dia bergegas di sekitar rumah dan tidak mempunyai masa untuk sarapan pagi.,"Ketika dia ke tempat kerja, dia menyedari rakan sekerja membawa sarapan!",Dia sangat berterima kasih dan berjanji untuk membayar balik wang itu.,Dia tidak mahu makan.,1
234,Sekolah menerima geran untuk membuat makmal komputer.,Jabatan IT mereka banyak melakukan penyelidikan untuk mencari peralatan terbaik.,Mereka beli peralatan dengan wang geran.,Makmal komputer itu sangat berjaya.,Kerajaan terus membiayai makmal komputer.,Kanak-kanak menderita dari makmal komputer.,1
235,Saya kapten pasukan tenis.,Kami bermain dengan saingan di bahagian kami.,Saya diikat dengan lawan saya.,Saya mempunyai kelebihan dua.,Saya memutuskan untuk melepaskan permainan.,Saya menang perlawanan.,2
236,Ben adalah jurulatih pasukan bola keranjang dan dia telah mengadakan percubaan hari ini.,Dia terpaksa memotong satu budak ini kerana dia tidak cukup baik.,Dia rasa bersalah kerana dia tahu anak itu akan kecewa.,Dia memberi nasihat kepada budak itu dan perkara-perkara untuk dikerjakan untuk musim depan.,Budak itu berlatih sepanjang tahun dan tahun berikutnya dia masuk ke dalam pasukan.,Budak itu sangat bangga dengan dirinya.,1
237,Pegawai Dunn tidak mahu menyakiti sesiapa semasa protes.,Dia suruh beberapa orang pergi tapi mereka tak pergi.,Dia melepaskan anjing polisnya.,Anjing itu menggigit seorang ibu dan bayinya.,Bayi itu juga membelai anjing itu selepas itu.,Pegawai Dunn terkejut dengan apa yang anjingnya lakukan.,2
238,Saya perasan rambut saya semakin panjang.,Saya memutuskan untuk cuba dan mendapatkan ia dipotong petang itu.,"Sebaik sahaja saya menemui tukang cukur yang sesuai, saya singgah untuk memotong.","Tiada barisan, ia sangat cepat!",Saya suka potongan rambut baru saya.,Dia buat sandwic terbaik di bandar.,1
239,Saya memandu motosikal saya merentasi jalan.,Saya mengambil jalan yang membawa kepada trek menunggang kuda.,Saya buat beberapa pusingan.,Saya pulang ke rumah kerana bosan.,Saya bersihkan motosikal saya selepas saya pulang ke rumah.,Saya menukar kata laluan wifi untuk meningkatkan keselamatan.,1
240,Ryan dipanggil oleh rakannya untuk tidak bekerja pada suatu hari.,Dia terlepas keretapi untuk bekerja dan sebaliknya pergi ke taman.,Ryan dan rakannya bermain dengan burung di taman sepanjang hari.,"Pada penghujung hari, mereka meninggalkan taman dan melihat bos Ryan.",Ryan dipecat.,Ryan dinaikkan pangkat.,1
241,Seorang lelaki memandu selama berjam-jam di lebuh raya.,Dia melihat tanda untuk berhenti berehat dua batu jauhnya.,Dia meletakkan keretanya di lorong kanan.,Dia keluar dari tempat perhentian.,Lelaki itu berhenti di tempat rehat dan keluar dari kereta.,Lelaki itu terus memandu selama beberapa jam lagi.,1
242,Josiah adalah bayi yang cuba merangkak buat pertama kalinya.,"Untuk membantunya, ibunya mengeluarkan mainan yang menarik yang berdering.","Semasa dia membuat mainan itu berderak, Josiah menjadi sangat berminat.",Dia mula mengusap tanah dan menghampiri ibunya.,Josiah merangkak ke ibunya dan mengambil mainan itu.,Josiah berputar dan bermain dengan kakinya.,1
243,Saya mahu haiwan kesayangan untuk hari jadi saya.,"Saya tidak pasti apa yang perlu, saya sudah mempunyai anjing.",Saya sedang mencari di Facebook dan melihat babi mini.,Saya pergi menjemputnya.,Saya bawa anjing pulang kerana saya sudah mempunyai banyak anjing.,Saya memandu pulang dengan babi mini dalam kereta saya.,2
244,Sam mahu menjadi penyanyi.,Jadi dia menyertai kelas nyanyian di kolejnya.,"Pada hari pertama kelas, semua orang diminta menyanyi lagu.",Sam sangat malu pada hari pertama.,Semua rakan sekelasnya sangat menyokong.,Rakan sekelasnya mengajarnya untuk mengatasi rasa takutnya terhadap ketinggian.,1
245,"Semasa membesar, Matt tidak pernah menjadi lelaki yang paling yakin.","Dia selalu naksir dengan jiran Lexy, tapi takut.","Walau bagaimanapun, ketika prom semakin dekat, dia akhirnya memutuskan untuk bergerak.","Matt meminta Lexi untuk menjadi tarikhnya, dan dia segera berkata ya.",Matt dan Lexi mempunyai masa yang hebat di prom.,Matt sangat malang ketika kejadian itu berlaku.,1
246,Shyanne ada ujian ejaan.,Dia mahu lulus.,Dia belajar dengan bersungguh-sungguh.,Dia buat 100.,Dia patah hati.,Shyanne sangat gembira.,2
247,"John mahu pizza, tapi dia dah bangkrut.",Kemudian dia ingat dia telah memenangi pizza percuma minggu lepas!,Dia menelefon kedai pizza dan memberikan kodnya.,Mereka menghantar pizza percuma satu jam kemudian.,John makan lobak.,John memakan pizza.,2
248,Jill terpaksa menghadiri kelas tarian sekitar pukul 8 malam.,Dia bersiap dan memandu ke tempat pertemuan.,Dia hanya orang pertama untuk uji bakat.,"Selepas persembahannya, para juri kagum.","Dia menunggu panggilan balik, tapi dia tidak pernah mendengar dari hakim lagi.",Beliau menerima banyak anugerah untuk persembahan tariannya.,2
249,Kami cuba untuk berjaga lewat malam tadi.,Kami minum kopi.,Kami makan coklat.,Kami juga berlarian di sofa.,Kemudian kami terjatuh di atas sofa dan tidur selepas tengah hari.,Kami berlari dengan harapan untuk meningkatkan kelajuan kami.,1
250,Ally telah menyimpan syiling simpanan dalam balang selama bertahun-tahun.,Dia mahu telefon bimbit baru tetapi dia tidak mempunyai wang yang cukup.,Dia fikir dia akan mengira perubahan dalam jar perubahan.,"Kejutannya, terdapat lebih daripada $300 dalam balang itu.",Ally menggunakan tiga ratus dolar untuk membeli pakaian.,Jadi dia beli telefon bimbit baru.,2
251,Ibu minta saya pergi beli beberapa barang di kedai runcit.,Saya memutuskan untuk mengambil basikal saya ke kedai bukannya berjalan kaki.,Saya berjumpa dengan seorang kawan dan menawarkan untuk mengendarai basikal saya.,"Semasa kami menaiki basikal, basikal saya rosak separuh.",Saya sedar bahawa basikal saya hanya sesuai untuk satu penunggang.,Saya secara tidak berhati-hati membuang Kleenex saya yang digunakan di longkang.,1
252,"Di dalam kereta, seluruh keluarga teruja.",Selepas 9 jam memandu mereka berada di blok nenek mereka.,Di hadapan mereka boleh melihat rumahnya.,Rumah itu terang walaupun lewat jam 4 pagi.,Mereka memutuskan untuk berbalik.,Mereka tak sabar nak jumpa nenek!,2
253,Ana telah menunda-nunda untuk mencuci pakaian.,Akhirnya dia tidak dapat mengelakkannya lagi.,Dia membawa semua pakaian ke kedai dobi.,"Selama beberapa jam, dia mencuci dan mengeringkannya.",Ana memutuskan untuk tidak menunggu lama lagi.,Ana mengambil beberapa jam mengeringkan herba perubatan.,1
254,Mark pergi ke pusat membeli-belah.,Dia melihat sepasang fon kepala yang dia mahu tetapi tidak mampu.,Dia memutuskan untuk mencuri fon kepala.,Mark kemudian ditangkap oleh seseorang yang bekerja.,Pekerja itu berterima kasih kepada Mark atas sokongan beliau.,Mark ada tarikh mahkamah minggu depan.,2
255,Kawan-kawan saya belikan saya teka-teki untuk Krismas.,Saya belum buka lagi.,Saya sentiasa merancang untuk tetapi sesuatu terus datang.,Seperti sekarang bercakap dengan anda.,Saya tak sabar untuk mulakan set cat mengikut nombor!,"Tapi dalam sekejap, saya akan mulakan teka-teki.",2
256,Rex tidak membersihkan biliknya dalam tahun.,"Oleh kerana dia jarang mendapat tetamu, dia tidak melihat titik untuk membersihkan.","Walau bagaimanapun, suatu hari dia memutuskan untuk bersihkan.",Rex menyedot lantai dan membuat katilnya.,Rex suka bersihkan bilik mandi.,Dia berasa lebih baik di biliknya.,2
257,Saya takut dengan peperiksaan esok.,"Memandangkan peperiksaan itu sukar, saya memutuskan untuk belajar sepanjang malam.",Saya memutuskan untuk melewatkan makan malam hanya untuk mempunyai masa tambahan.,"Akhirnya, saya bersedia pada hari peperiksaan.",Saya berjaya dalam peperiksaan.,Saya gagal dalam peperiksaan.,1
258,Keluarga saya bercuti di Itali.,Kami mahu gambar kumpulan.,Kami meminta orang asing untuk mengambilnya untuk kami.,Mereka berjanji.,Munich kelihatan baik di latar belakang gambar.,Ia adalah gambar kegemaran kami bercuti.,2
259,Saya bangun dan mencari baju dalam almari saya.,Semua kotor dan di atas lantai.,Saya mengambil baju untuk melihat jika ia bau buruk.,Saya jumpa baju biru yang tak bau.,Saya basuh baju biru.,Saya memakai baju biru.,2
260,JJ bermain sepanjang hari.,"Ketika petang tiba, dia lelah.","Dia hampir tertidur dalam mandi, dan ibunya berkata ia adalah masa tidur.","Ibunya mengenakan dia pijama, membawanya ke tempat tidurnya, dan menyanyikan kepadanya.",Dia tertidur.,JJ berjaga sepanjang malam.,1
261,Kedua-dua pemburu berdebat lokasi mereka dalam hutan.,Mereka tidak tahu jika mereka telah sampai ke tempat yang betul.,Perhatian mereka terganggu apabila seekor ayam jantan besar memasuki padang.,Lelaki-lelaki itu terkejut.,Seorang pemburu menguap dan berjalan pergi.,Ketika itulah mereka tahu bahawa mereka berada di tempat yang betul.,2
262,Todd ada ujian besar esok.,Dia tidak belajar sama sekali.,Ia dikira sebagai 50 peratus daripada markahnya.,Todd tidak pasti apa yang perlu dilakukan.,Todd bangga dengan dirinya.,Todd memutuskan untuk belajar sebanyak mungkin sebelum esok.,2
263,Maggie perlukan kawan baru.,Dia penat menghabiskan masa bersendirian.,Akhirnya dia bertemu seorang kawan di kelab buku.,Gadis-gadis menghabiskan setiap hari bersama-sama.,Maggie gembira kerana mempunyai teman baru.,Maggie mahu bersendirian.,1
264,Rakan sebilik saya mendapat pekerjaan baru di tempat saya pergi ke sekolah.,Kami memutuskan untuk naik ke tempat kerja bersama-sama.,Kami masuk ke dalam kereta dan pergi bersama-sama.,Perjalanan itu terasa lebih singkat dengan seseorang untuk bercakap.,Saya tidak mempunyai sesiapa untuk bercakap walaupun.,"Apabila perjalanan selesai, kami berpisah.",2
