,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
197,"Sally úgy hiszi, hogy a főnöke ki akarja rúgni.","Sokáig marad, hogy megbizonyosodjon róla, hogy a munkája helyes.",Sally még mindig feszült.,"Elhatározza, hogy találkozik a főnökével.","Sally reméli, hogy elveszíti az állását.","Sally reméli, hogy a főnöke megtartja.",2
198,"Úgy döntöttünk, hogy megtanulunk cukorkát csinálni.","Kinyitottunk egy könyvet a témáról, és felolvastunk róla.","Aztán elkezdtünk dolgozni, próbálkozva.","Rájöttünk, hogy túlbecsültük, milyen nehéz édességet csinálni.","Megtaláltuk, hogy rendetlenséget csináltunk a konyhában.","Elhatároztuk, hogy eladjuk a cukorkánkat egy helyi butiknak.",1
199,"Will nagyon vad volt az óvodában, és nem hallgatott a tanárára.",Az apja nagyon mérges volt rá.,"Megmutatta az iskola gondnokát, és azt mondta Willnek, hogy ez a jövője.",Will nem akarta megtisztítani az iskolai mosdót.,Will elkezdett hallgatni a tanárára.,Will takarítóként akart dolgozni.,1
200,"Emily nagyon ideges volt, hogy beadják a gyógyszert az orvosnál.",Az asztal alá bújt és sírt.,"Amikor a nővér beadta neki az injekciót, Emily kinyújtotta a kezét és megütötte.",Emily és a nővér mindketten meglepődtek és fájdalmak voltak.,Emily-t a szülei megdorgálták.,Emily szülei szurkoltak neki.,1
201,A barátaimmal kint játszottunk.,Egy új játékot akartunk játszani.,"Úgy döntöttünk, hogy játszunk utcai hokit, mivel nem voltunk vele ismerősek.","Kimentünk ki, és kivettük a felszerelést.","Elkeseredettül játszottunk a játékban, amíg sötétedett.","Eltűntünk a cuccból, és külön utakon mentünk.",1
202,Egy nap a számítógépes egérem leállt.,"Elmentem a boltba, hogy vegyek egy újat.","Minden egér, amit találtam, túl drága volt.","Haza mentem, és elhatároztam, hogy megpróbálom megjavítani az egeret.",Sikeres voltam.,"Úgy döntöttem, nem használok többet számítógépet.",1
203,Samantha az osztályba vezetett.,"Észrevette, hogy otthon felejtette a tankönyvét.","Hazahajtott, hogy megszerezze.",25 perccel késve érkezett az órára.,"Ő volt az első, aki megérkezett.","Jobb volt neki, ha késik, mint ha felkészületlen.",2
204,"Ez volt az első alkalom, hogy síeltem, és nem ment valami jól.",Egy másik síelő útjába léptem.,"Összeütköztünk, és mindketten a földre estünk.","A másik síelő azt mondta, hogy Jack a neve, és örülök, hogy találkoztunk.","Azt hittem, Jack nagyon udvarias.","Azt hittem, Jack nagyon goromba.",1
205,Gabe-nek egy íróasztal kellett a szobájában.,De nem volt sok pénze.,A garázsában talált egy rétegfalakat.,Így hát asztalt csinált belőle.,"Gabe úgy döntött, hogy asztalt vesz a szobájába.",A fát az íróasztal építése után csiszolta.,2
206,"Rick azt mondta a barátainak, hogy utálja a kempingezést.","Addig hallgatták, amíg el nem ment kempingezni.","Egyik éjjel, egy kígyó ébredt a sátrában.",Sikoltozva szaladt a sátrából.,Rick most még csak nem is akar kempingezni.,Rick boldogan simogatta a kígyót.,1
207,Jerry új karrierre akart kezdeni.,"Átnézte a bejegyzéseket, hogy van-e állása.",Talált egy kívánatos állást az egyik hirdetésben.,Elküldte az önéletrajzát a toborzónak.,"Jerry később úgy döntött, könnyebb munkanélküli segélyt szerezni.",Aztán a toborzó interjút szervezett Jerry-nek.,2
208,Emile nagy séf akart lenni.,"Tanulmányokat vett, és keményen dolgozott, hogy megtanuljon főzni.",Gyakorolta a főzést és szolgált fel ételeket a barátainak.,A barátai imádták a főzését és bátorították.,Emile végül szakácsnak dolgozott.,Emile nem beszélt a barátaival.,1
209,Ella pikniket készített a családjának.,De elfelejtette a villákat!,Nem tudták megenni a csirkét és a görögdinnyejüket.,Aztán mindenki nevetni kezdett és kézzel evett.,"Ella örült, hogy a piknik nem tönkrement.",Ella családja dühös volt rá a nap hátralévő részében.,1
210,"Emily múlt hétfőn korán kelt, hogy iskolába menjen.","Mielőtt felöltözött, megnézte, hogy nincs-e már suli.","Annyira havazott, hogy a suli le lett mondva.","Emily boldog volt, és úgy döntött, hogy bent marad és olvas a szabadnapján.",Hipotermia lett.,Befejezte a legújabb könyvét.,2
211,"Joline a manikűrösbe ment, hogy manikűröt csináljon.",A körömművelő megtisztította és levágta a körmeit.,"Joline nem tudta eldönteni, milyen színű körömlakkot szeretne.","A körömművész egy olyan mintát javasolt, amely több színt használ.","Hagyták, hogy az olajváltáson vegyen részt.","Joline úgy dönt, hogy a technikus tanácsát követi.",2
212,"Harry titokban gyűlölte a kísértett házat, de nem hagyta cserben a barátját.","Bátor arcát tettve, a sötét házba mentek.","Sikerült végigcsinálnia anélkül, hogy hangosan kiabált volna.",A végén egy trükkös padlón keresztül a szilánkokba esett.,"Harry azt kívánta, bárcsak nem ment volna el.","Harry annyira boldog volt, hogy a szarban van.",1
213,Bobby birkózó akart lenni.,A gimiben fogott birkózni.,Aztán csatlakozott egy csapathoz a főiskolán.,Hamarosan profi birkózó lett.,Már nem érdekelte a birkózás.,Sérülés miatt korábban vonult vissza.,2
214,"Joan úgy döntött, hogy egy finom sushi vacsorát ad magának.","De a kaja szörnyű volt, és a pincér még rosszabb volt!","A menedzserét kérte, de nem jött el.","Bár nem volt hozzá jellemző, Joan annyira dühös lett, hogy kifizetni sem akart.","Joan rosszul érezte magát a vacsoráról, de örült, hogy önbizalmas volt.",Joan másnap este ment az étterembe.,1
215,Jesse mindig is tetoválást akart.,A szülei nagyon ellenezték a tetoválást.,"Egyik 18. születésnapján úgy döntött, hogy megveszi.",Van egy kis tiara tetoválása a vállán.,Jesse szülei dühösek voltak rá.,"Jesse szülei izgatottak voltak, hogy meglátták a tetoválást.",1
216,"Juliette tudós akart lenni, ha felnő.","Úgy döntött, hogy el kell végeznie egy kísérletet.",Egy doboz szódabikarbónát üríttett egy pálcán.,Aztán öntött ecetet.,Juliette egy vulkánot épített.,Juliette unatkozott.,1
217,"Jaclyn átjött, hogy Rob barátnőjével lógjon.",Jaclyn és Rob nem jönnek ki egymással.,"Rob nagyon kedves volt, hogy megőrizze a békét és kedves legyen.",Jaclyn folyton nagyon rosszindulatú megjegyzéseket tett.,"Rob végre elment, hogy a barátaival lógjon.","Rob nagyon örült, hogy Jaclyn-nel töltheti az idejét.",1
218,Sharon és a húga elmentek a boltba tojást venni.,"Vendégeket hívtak vacsorára, és sütöttek egy tortát.",A házba menet Sharon megbotlott és elesett.,"A tojások a kezéből repültek ki, és a betonra landoltak.",Minden tojás biztonságban leszállt.,Sharon összetörte az összes tojást.,2
219,Volt egyszer egy rabszolga kereskedő.,"Megtalálta Istent, és megváltoztatta gonosz útjait.",Egy dalt írt a megtéréséről.,Ez a dal híres és népszerű lett.,Mindenki utálta a rabszolga kereskedő dalt.,A rabszolga kereskedő nagyon híres és gazdag lett a dalából.,2
220,Ella szánkózni ment egy délután.,Eleinte jól szórakozott.,Aztán leesett a szánról.,Megvágta a homlokát egy kővel a földben.,El kellett vinnünk Elát az orvoshoz.,Ella sértetlenül esett le.,1
221,Steph általában nagy reggelit evett.,De az új munkája miatt kevesebb ideje volt főzni.,"Ezért Steph úgy döntött, hogy egyszerűbb ételeket eszik, és kisebb adagokat.",Egy hónap alatt 5 kilót fogyt.,Az orvos szerint ő is egészségesebb.,Teljesen kudarcot vallott.,1
222,Bobby sztár futballista volt az iskolában.,Mindig elismerést kapott a tehetségéért.,Egy nap egy nagyon fontos meccsen volt.,A karja megsérült a folyamatban.,Bobby órákon át adta a labdát a meccs után.,"Bobby-nak időbe telt, mire felépült a sérülésből.",2
223,Susan elment a moziba a barátaival.,Susan a moziban ellenőrizte az e-mailjeit.,"Egy recepciós jött, és megkérte Susant, hogy hagyja el a színházat.","Susan a hallban várta, amíg a barátai befejezték a filmet.",Susan nagyon feldúlt volt az egész kínos élmény miatt.,Susan nagyon boldog volt a tapasztalatokkal.,1
224,Margie-nak volt egy karácsonyi kaktusza.,Sosem virágzott.,Ő adta a növényt Desi-nek.,Desi jól gondoskodott a növényről.,A kaktusz virágzott az ő gondoskodása alatt.,Az aranyhalok nagyon boldogok és egészségesek voltak.,1
225,"Gina órákon át volt a parkban a barátnőjével, Pammel.",Most már a nap is lement.,Elbúcsúzott és hazament.,"Mikor megérkezett, sötét volt.",Gina egyenesen lefeküdt.,"Gina úgy döntött, hogy még nem késő, és visszament.",1
226,Avery nagyon izgatott volt.,Ma volt az első kosárlabda meccse.,"Gyakorolt, és a szülei eljöttek nézni.","Avery jól játszott a csapattársaival, és még pontokat is szerzett!",Avery szülei büszkék voltak rá.,Avery szülei szégyelltek őt.,1
227,Gary imádott kertészkedni.,"Gyorsan közeledett a tavasz, és el akart kezdeni a vetést.","Megnézte az Almanach-ot, hogy melyik növény biztonságos a kertbe.","Tom úgy döntött, hogy elültet néhány orchideát.",Az orchideák csúnyák lennének.,Az orchideák gyönyörűek lennének.,2
228,Bay ideges volt.,A barátja egész vacsora alatt furcsán viselkedett.,"Bay azt hitte, hogy dobja.",De aztán leült egy térdre.,És megkérte a kezét.,És hisztérikusan nevetni kezdett.,1
229,Tommy rossz napot élt át.,"A barátai megpróbálták felvidítani azzal, hogy elvitték.","Bunyogott, de ment.",Egész éjjel a barátaival ivott és táncolt.,Tommynek jó barátai voltak.,Tommynek rossz barátai voltak.,1
230,Ariel az 5 hónapos babánk.,A múltkor reggel nagyon nyugtalanul ébredt.,"Először nem tudtuk, mi a baj.","Aztán láttunk egy friss fogat, ami a fogínyvonalán keresztül tör ki.","Elmentünk egy fogorvoshoz, aki kihúzta a fogat.","Egy pokol hetünk volt, amikor a foga jött ki.",2
231,"Amelia úgy döntött, hogy Mexikóba megy nyaralni.",Foglalt egy járatot és egy szállodát.,"Amikor Mexikóba érkezett, biztosan sok különböző helyet látogatta meg.",Minden pillanatát élvezte.,"Amelia úgy döntött, hogy soha nem megy vissza Mexikóba.","Amelia úgy döntött, hogy gyakrabban megy Mexikóba nyaralni.",2
232,"Néha a gyerekeim elgondolkodtak, hogy a Mikulás tényleg létezik-e.",Minden évben süteményt és tejet hagytunk neki karácsony estéjén.,Minden karácsonykor üres csészét és sütemény morzsát találtunk.,Egy évben süteménydarabokat találtunk kint a hóban.,"Mondtuk a gyerekeknek, hogy a Mikulásnak a rénszarvasokkal kell osztoznia.","Mondtuk a gyerekeknek, hogy hálaadás van.",1
233,"Amy ma ébren volt, nagyon éhes.","Sajnos, ő is nagyon későn ébredt.","Sietett a ház körül, és nem volt ideje reggelizni.","Amikor munkába ment, rájött, hogy a munkatársa reggelit hozott!","Nagyon hálás volt, és megígérte, hogy visszafizeti a munkatársának.",Nem akart enni.,1
234,"Az iskola kapott egy támogatást, hogy számítógépes laboratóriumot építsen.","Az IT részlegük sokat kutatott, hogy megtalálják a legjobb felszerelést.",A támogatási pénzből vették a felszerelést.,A számítógépes labor nagy siker volt.,A kormány továbbra is finanszírozta a számítógépes laborokat.,A gyerekek szenvedtek a számítógépes laboroktól.,1
235,A teniszcsapat kapitánya voltam.,A divíziós riválisainkkal játszottunk.,Egyenlőre mentem az ellenfelemmel.,Én voltam a kétes előny.,"Úgy döntöttem, hogy feladom a játékot.",Én nyertem a meccset.,2
236,"Ben a kosárlabda csapat edzője, és ma volt egy próbán.","El kell vágnia ezt a gyereket, mert nem elég jó.","Rosszul érzi magát, mert tudja, hogy a gyerek csalódott lesz.","Tanácsokat ad a kölyöknek, és segít neki a következő szezonban.","A srác egész évben gyakorolt, és a következő évben bekerült a csapatba.",A kölyök nagyon büszke magára.,1
237,Dunn rendőr nem akart senkit bántani a tüntetés alatt.,"Szólt néhány embernek, hogy menjenek el, de nem tették.",Elengedte a rendőrkutyát.,A kutya megharapta az anyát és a babáját.,A baba még a kutyát is simogatja utána.,"Dunn rendőrtiszt megdöbbent, amit a kutyája tett.",2
238,"Észrevettem, hogy a hajam egyre hosszabb.","Délután úgy döntöttem, megpróbálom megvágni.","Amint találtam egy megfelelő borbélyt, beugrottam, hogy vágjam le.","Nem volt sor, nagyon gyorsan ment!",Nagyon tetszett az új frizurám.,A legjobb szendvicset készítette a városban.,1
239,Motoroztam át az utcán.,Egy lovaglópályához vezető ösvényt választottam.,Csináltam pár kört.,"Unatkoztam, és hazahajtottam.","Megtisztítottam a motorom, miután hazaértem.","Megváltoztattam a wifi jelszót, hogy fokozzam a biztonságot.",1
240,"Ryan barátja felhívta, hogy egy nap kihagyja a munkát.","Lekéste a vonatot a munkába, és a parkba ment.",Ryan és a barátja egész nap madarakkal játszott a parkban.,"A nap végén elhagyták a parkot, és találkoztak Ryan főnökével.",Ryan-t kirúgták.,Ryan-t előléptették.,1
241,Egy férfi sok órát vezetett az autópályán.,Két mérföldre innen látott egy pihenőhelyre utaló táblát.,A jobb sávba állította az autóját.,A pihenőállomáson ment ki.,"A férfi megállt a pihenőállomáson, és kiszállt a kocsiból.",Az ember még néhány órát vezetett.,1
242,"Josiah egy kisbaba volt, aki először próbált mászni.","Az anyja segített neki, és előállított egy izgalmas játékot, ami csengett.","Ahogy a játék csörgött, Josiah nagyon érdeklődött.","Kezdett a földön tapogatni, és közeledett az anyjához.",Josiah az anyjához mászott és elvette a játékot.,Jósiás megfordult és lábával játszott.,1
243,Szülinapomra akartam egy háziállatot.,"Nem tudtam, mit vegyek, mert már voltak kutyáim.","Körülnéztem a Facebookon, és láttam egy mini disznót.",Elmentem érte.,"Hoztam egy kutyát, mivel már annyi kutyám van.",A mini disznóval mentem haza az autóval.,2
244,Sam énekes akart lenni.,Így beiratkozott egy énekórára a főiskolán.,Az első napban mindenkinek énekelnie kellett egy dalt.,Sam nagyon zavarban volt az első napon.,Az osztálytársai nagyon támogatják.,"Az osztálytársai megtanították, hogy legyőzze a magaslatfélelmét.",1
245,Matt gyerekkorában nem volt a legbizalmasabb srác.,"Mindig is beleszeretett a szomszédjába, Lexybe, de félt.","De amikor a bál közeledett, úgy döntött, végre megteszi a lépést.","Matt megkérte Lexi-t, hogy legyen a randia, és ő azonnal igent mondott.",Matt és Lexi remekül érezték magukat a szalagavatón.,Matt nagyon boldogtalan volt az események fordulatán.,1
246,Shyanne-nak volt egy helyesírási tesztje.,- Át akart adni.,Sokat tanult.,100 dolláros lett.,Szívét összetörték.,Shyanne örülni kezdett.,2
247,"John pizzát akart, de csődben volt.","Aztán eszembe jutott, hogy a múlt héten ingyen pizzát nyert!","Felhívta a pizzát, és megadta a kódját.",Egy órával később küldték neki az ingyen pizzát.,John inkább répatort evett.,John felfalta a pizzáját.,2
248,Jillnek táncórájára kellett mennie este 8-kor.,Készült és elment a találkozóhelyre.,"Csak az első emberek közé tartozott, akik meghallgatásra mentek.",A teljesítményét követően a bírók lenyűgözve voltak.,"Várta a hívást, de a bírók nem hívták meg többé.",Számos díjat kapott tánc előadásaiért.,2
249,Tegnap este próbáltuk későig fennmaradni.,Kávét ittunk.,Csokoládét ettünk.,Még a kanapét is körbefutottunk.,"Aztán összeesettünk a kanapén, és délután után aludtunk.","Abban a reményben futottunk, hogy javuljon a sebességünk.",1
250,Ally évek óta tartotta a tartalék érméit egy üvegben.,"Új mobiltelefont akart, de nem volt elég pénze.","Azt hitte, hogy a aprópénzt számolja a cserecskében.",Meglepetésére több mint 300 dollár volt a korsóban.,Ally a 300 dollárt ruhákra használta.,Szóval vett egy új mobiltelefont.,2
251,"Anya megkért, hogy vegyek pár dolgot a boltból.","Úgy döntöttem, hogy a biciklimmel megyek a boltba, ahelyett, hogy gyalogolnék.","Találkoztam egy barátommal, és felajánlottam neki, hogy elviszem a biciklimmel.","Ahogy elmentünk, a biciklim kettéhasadt.","Rájöttem, hogy a kerékpárom csak egy lovasnak volt alkalmas.",Gondatlanul a csatornába dobtam a használt zseblámpát.,1
252,Az autóban az egész család izgatott volt.,9 órás vezetés után a nagymamájuk házában találtuk meg őket.,Előtte láthatták a házát.,"A házban világított a fény, annak ellenére, hogy késő volt, hajnali 4 óra.","Úgy döntöttek, hogy megfordulnak.","Alig várták, hogy láthassák a nagymamát!",2
253,Ana nem akart mosogatni.,Végül nem tudta elkerülni.,Elvitte az összes ruháját a mosodába.,Több órán át mosta és szárította őket.,"Ana úgy döntött, hogy soha többé nem vár ilyen sokáig.",Ana több órát töltött gyógynövények szárításával.,1
254,Mark elment a plázába.,"Látott egy pár fejhallgatót, amit akart, de nem engedhette meg magának.","Elhatározta, hogy ellopja a fejhallgatót.","Markot akkor valaki elkapta, amikor dolgozott.",A munkás megköszönte Marknak a támogatását.,Marknak jövő héten tárgyalása lesz.,2
255,A barátaim kaptak nekem egy kirakós puzzle-t karácsonyra.,Még nem nyitottam ki.,"Mindig tervezem, de mindig valami jön.","Mint most, amikor veled beszélgetek.","Alig várom, hogy elkezdjem a számok szerint festeni!",De egy perc múlva elindítom a rejtvényt.,2
256,Rex év óta nem takarította ki a szobáját.,"Mivel ritkán lát látogatókat, nem lát értelme takarítani.","Egy nap azonban úgy dönt, hogy rendet rak.",Rex porszívózza a padlót és megcsinálja az ágyát.,Rex imád mosogatni.,Jobban érzi magát a szobájában.,2
257,Féltem a holnapi vizsgától.,"Mivel a vizsga nehéz, úgy döntöttem, egész éjjel tanulok.","Úgy döntöttem, kihagyom a vacsorát, hogy több időm legyen.","Végül is, felkészültem a vizsga napjára.",A vizsga alatt is jól teljesítettem.,Nem sikerült a vizsgám.,1
258,A családom Olaszországban volt nyaralni.,Egy csoportfotót akartunk.,Egy idegennek adtuk át.,Kölcsönadtak.,München jól nézett ki a kép hátterében.,Ez volt a kedvenc képünk a nyaralásunkból.,2
259,Felébredtem és megnéztem a szekrényemet egy pólóért.,Minden koszos volt és a földön.,"Felvettem egy pólót, hogy lássam, büdös-e.","Találtam egy kék inget, ami nem bűzlött.",Megmostam a kék inget.,Én viseltem a kék inget.,2
260,JJ egész nap játszott.,"Amikor eljött az este, fáradt volt.","Majdnem elaludt a fürdőben, és az anyja azt mondta, hogy ideje lefeküdni.","Az anyja pizsamába öltöztette, az ágyába vitte, és énekelt neki.",Elaludt.,JJ egész éjjel fent volt.,1
261,A két vadász vitatkozott az erdőn belüli helyükről.,"Nem tudták, hogy a megfelelő helyre értek-e.","A figyelmüket elterelte, amikor egy hatalmas szarvas lépett a nyílásba.",A férfiak meg voltak döbbenve.,Egy vadász ásított és elment.,"Ekkor tudták, hogy a megfelelő helyen vannak.",2
262,Toddnak nagy vizsgája van holnap.,Egyáltalán nem tanult.,Ez számít a jegye 50 százalékára.,"Todd nem tudja, mit tegyen.",Todd büszke magára.,"Todd úgy dönt, hogy holnapig tanulni fog, amennyit csak tud.",2
263,Maggie-nek új barátra volt szüksége.,"Belefáradt, hogy egyedül tölti az idejét.",Végül találkozott egy barátjával a könyvklubban.,A lányok minden nap együtt voltak.,"Maggie örült, hogy új társa van.",Maggie egyedül akart lenni.,1
264,"A szobatársam új állást kapott ott, ahol én is tanulok.","Úgy döntöttünk, együtt megyünk dolgozni.","Bementünk a kocsiba, és együtt mentünk el.","Az utazás sokkal rövidebbnek tűnt, ha van valaki, akivel beszélhetek.","Nem volt senki, akivel beszélhettem volna.","Amikor a túra véget ért, elváltak az utunk.",2
265,Brittany imádott online videojátékokat játszani.,"Az emberek azonban zaklatták, amikor a neméről vitatkoztak.","Brittany majdnem abbahagyta a játékot, de talált egy lányos játékcsoportot a Facebookon.","Miután csatlakozott, elkezdett játszani a lányokkal, akikkel online találkozott.",Végül gyűlölte az összes férfit.,"Jobban érezte magát, ha kedvesebb emberekkel játszik.",2
266,Bobby még sosem volt karneválon.,"Sam barátja meghívta, hogy menjen a családjával.",Annyi mindent lehetett látni és csinálni!,Bobby kedvenc tevékenysége a nagykerék lovaglása volt.,Bobby unatkozott.,Bobby élvezte a karnevált.,2
267,Ma a rádiót hallgattam.,"Egy új dal jött, amit szerettem.",Nem mondták meg a nevét.,"Folyton hallgattam, de nem jött szóba.","Remélem, soha többé nem hallom ezt a dalt.",Szóval beírtam a szöveget a Google-ba.,2
268,Al és Val nagyon közel álltak egymáshoz.,"Egyformán öltözködtek, egyformán beszéltek, és 24 órán át együtt voltak.",Egy nap Val-t végső stádiumú rákos betegnek diagnosztizálták.,"Nemsokára meghalt, és Al teljesen összeomlott.",Al és Val elmentek enni.,Al egyre magányosabbnak érezte magát.,2
269,Három sebességkorlátozásért kaptam büntetést az életemben.,"Mindhárman, amikor tinédzser voltam.","Meglep, hogy nem vesztettem el a jogsimat.","Sokba kerül, hogy mindet leírtam a nyilvántartásomból.",Bárcsak kaptam volna több jegyet.,Most normál sebességgel vezetek.,2
270,"David mindig is arról álmodott, hogy meglátogassa Oregont.","Bár nincs sok pénze, elkezdett spórolni.",Végre Davidnek elég pénze van az Oregonba való nagy utazásához.,Az utazás során a helyi ételeket eszi és csodálatos látnivalókat lát.,David megtanul zongorázni.,Jól érzi magát Oregonban.,2
271,A középiskolás elment a fogorvoshoz.,"Azt mondták, hogy ismét fogszabályzóra van szüksége.",Nem volt boldog.,"A fogszabályzót beültette, és nagyon fájt.","De megérte, amikor meglátták a kiigazított fogait.","Alig várta, hogy minden látogatáson meghúzzák a fogszabályzót.",1
272,"Jayne meglátogatta Alden-t, New York-ot.",A nagybátyja birtokolt ott egy farmot.,Segített az állatok gondozásában.,Aztán segített a zöldségek betakarításában a kertben.,Jayne finom ételt evett a munkája gyümölcseiből.,"Jayne eldöntötte, hogy felgyújtja a kertet és elpusztítja a farmot.",1
273,Seth hat éve dolgozik a légkondicionáló gyárban.,Egy nap a főnöke összehívta az egész osztályt.,"Seth felügyelője bejelentette, hogy a gyárnak le kell zárnia.","Seth rémületben rájön, hogy új munkát kell találnia.","Seth azt hiszi, munkát találhat a légkondicionáló gyárban.",Seth szerint jó ötlet frissíteni az önéletrajzát.,2
274,"Amy az iskolába vezetett, amikor megállt az autója.",Felhívta az apját.,"Eljött és közölte vele, hogy a benzinkút leállt.","Hívtak egy vontatót, hogy hazahúzzák az autót.",Amy aztán elment az iskolába.,Amy-nek aztán gyalog kellett mennie az iskolába.,2
275,Rod egész életében dohányzott.,Egyik este tévézés közben elaludt.,"A cigarettája még égett, és a földre esett.",Felgyújtotta a lakását.,Rod meghalt a tűzben.,"Rod büszke volt arra, amit tett.",1
276,"Barry izgatott volt, hogy végre szavazni tudott.","Elment a szavazóhelyiségre, a házához közel.",Az épületbe lépve észrevette a kampányjelzőt.,"Már tudta, hogy szavaz.",Barry szavazott.,Barry megfordult és hazament.,1
277,"Johnny vezetett egy nap, amikor furcsa kopogást érezett.","Megállt és meglátta, hogy a gumiabroncsa ki van törve!","Közelebb nézett rá, és látta, hogy egy szögön ment át.","Johnny-nak be kellett raknia a fánkot, és el kellett vezetnie egy szerelőbe.","Johnny nagyon boldog volt, hogy kiégett a gumiabroncsa.","Megjavították, és Johnny hazahajtott.",2
278,Amy több helyet akart otthon.,"Úgy döntött, új lakást keres.","Amy talált egy új lakást a munkája közelében, jó áron.",Amy személyesen meglátogatta a lakást.,"Kisebb, olcsóbb lakásba költözött.",Amy aláírta a bérleti szerződést és beköltözik a lakásba.,2
279,A testvéreimmel pizzát ettünk.,Csak egy szelet maradt.,Mindannyian ezt akartuk.,"Mielőtt bárki bármit is mondhatott, megcsókoltam.",Meg kell ennem a szeletet.,Megettem egy hamburgert.,1
280,May egy menedék macskát vett a boltba örökbefogadási napjára.,Cathy és a családja meglátogatta a kisállatboltot az örökbefogadás napján.,"Cathy beleszeretett Maybe, amint meglátta.","Miután a kérelmet benyújtotta May örökbefogadására, és a jóváhagyás eljött, Cathy örökbefogadta May-t.",May és Cathy remekül kijöttek egymással.,May kiment és Cathy soha többé nem látta.,1
281,"Monica egy nyolcéves kislány volt, aki szerette a kendőket kötni.",Egy nap Monica-t meghívták egy szülinapi buliba.,"Monicának nem volt pénze, hogy ajándékot vegyen a barátjának.","Monica úgy döntött, hogy köt neki egy sálat.","Monica örült, hogy a barátnője csodálta a házi készítésű ajándékot.","Monica kötötte a sálat, hogy adományozza egy árvaháznak.",1
282,"A gyanúsított látta, hogy a cellája nyitva van.","Megnyomta, és kinyílt.","Senki sem figyelt, így elmenekült.",Nyugodtan elment a rendőrség előtt.,"A gyanúsított úgy döntött, hogy feladja magát.",Senki sem vette észre a gyanúsítottat.,2
283,"Egy lány beleszeret egy fiúba, és ő is kedveli őt.","Rájött, hogy a szülei nem jönnek ki egymással.",A fiú és a lány annyira szeretik egymást.,"De nem akarják megbántani a szüleik érzéseit, ezért távol maradnak.",De végül mégis összejönnek.,"A fiú és a lány szülei nagyon boldogok, hogy szeretik egymást.",1
284,Egy nap az Egyesült Államok elnöke meglátogatta a szülővárosomat.,"Órákig álltam sorban, hogy lássam.","A pódium előtt álltam, miközben egy izgalmas beszédet tartott.","Amikor elment, kezet rázott velem!",Izgatott voltam.,Teljesen unatkoztam.,1
285,Jake apja elvitte az első foci meccsére.,"Korán odaértek, és jó helyük volt.",Hot-dogot ettek és üdítőt is ittak!,Jake még a kedvenc játékosát is látta a játék közben!,Jake-nek nagyon jól sikerült az apjával a foci meccsen.,Jake nem szórakozott azon a napon.,1
286,Valami szórakoztatót akartam csinálni.,Valami olcsó dolgot kerestem.,"Úgy döntöttem, hogy úszni megyek.","Találtam egy helyi tópart, amit meg kell látogatnom.",Elmentem a partra.,"Elhatároztam, hogy meglátogatom Vegas-t.",1
287,Amy elégedetlen volt a dolgozatával.,"Ahelyett, hogy beadta volna, kihagyta az órát.",Egy kávézóba ment átírni.,"Olyan cikket írt, amire büszke volt.",Amy az iskolába járt a kávézóban.,"Amy-nek ötös volt a vizsgán, de bajba került, mert kihagyta az órát.",2
288,Steve ügyes ács volt.,"Azt tervezte, hogy meglepi a feleségét egy új darabbal.","Új asztalt akart, ezért ő is ezt csinálta.","Levágták a faanyagot, összeállították az asztalt, és bepiszkálták.",Steve felesége nagyon örült az ajándéknak.,Steve felesége ugyanazon a napon kérte a válást.,1
289,Nem hiszek a szerencsében.,De a barátnőm apja tegnap összetörte a tükörét.,Még öt másodperccel később is a kezét csapta be a kocsi ajtajába.,Aztán a kórházba menet elütött egy szarvast.,Már nem tekintek a golfozásra sportnak.,"Mintha a szerencséje nem rosszabbul járna, a kórházat bezárták.",2
290,Jon rossz apának érezte magát.,"Olyan sokáig dolgozott, hogy gyakran lemaradt a gyerekeiről, amikor hazaért.",A hétvégékben fáradt és morcos volt.,"Egyik szombaton a fia leült a kanapéra, és Jon karjára támaszkodott.",John egyedül ment moziba.,Jon szerette a gyerekekkel tölteni az idejét.,2
291,"Ben az utcán sétált, és talált egy hosszú kötél végét.",Felvette és meghúzta.,"Még több szál jött, de még nem a vége.","Ben követte a szálat, hogy lássa, hová ment.",Ben-t lenyűgözte a húr.,Ben elment futni.,1
292,Juan harcos akart lenni.,A tévében nézte őket.,Minden nap a pincében gyakorolt.,Végül kis műsorokba került.,"Juan úgy döntött, hogy a luchador egy hülye törekvés.",Juan végül nagyon sikeres lett.,2
293,"Vasárnap Tori megtudta, hogy terhes!","Azonnal felhívta a férjét, hogy elmondja neki a jó hírt.",Tori férje is ugyanolyan izgatott volt.,A kettő majdnem fél órán át beszélt a baba nevére.,"Végre eldöntötték, hogy egy fiú és egy lány nevet választanak.","Tori-nak terápiára kellett mennie, mert annyira feldúlt volt.",1
294,Sara a szomszédos pékségben dolgozik.,"Diétázik, így nem mehet oda.","Egy nap észrevette, hogy a pékség bezárt.","A következő héten egy egészséges, organikus gyümölcslé bolt nyit.",Sara akkor tudott megállni és ennivalót venni.,Az étel túl egészségtelen volt Sara számára.,1
