,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
365,Tom ingin pergi ke pertandingan New York Giants.,"Namun, tiketnya terlalu mahal.","Akhirnya, ia menemukan tiket yang sesuai dengan harganya.",Dia akhirnya duduk di dek atas.,Dia menikmati menonton pertandingan.,Tom berpikir itu adalah pertandingan hoki terbaik yang pernah ada.,1
366,Trip suka semangka.,Dia akan makan setidaknya satu per hari.,Ibunya selalu bilang padanya dia akan tumbuh pohon menelan biji.,Dia selalu menelannya.,Trip menikmati rasa benih.,Trip berhenti makan semangka sama sekali.,1
367,"Angie, seorang pekerja MTurk, melihat dirinya sebagai pekerja keras.","Suatu hari, salah satu pemohon favoritnya menolak pekerjaannya.",Angie sangat terkejut dan mengirim email kepada mereka.,Mereka menjawab bahwa pekerjaannya tidak cukup baik.,Angie memutuskan untuk memberitahu pemohon untuk menolak lebih banyak karyanya.,Angie mencoba untuk membahas masalah ini secara rinci.,2
368,Donovan meminta Trina untuk pergi menari dengannya.,Trina menyukai Donovan jadi dia bilang ya tapi dia sangat khawatir.,Setelah sekolah dia berlari pulang untuk meminta bantuan ayahnya.,"Ketika ayahnya pulang, dia menjelaskan situasinya dan ayah tersenyum.",Ayah Trina memarahi Trina.,Ayah Trina mengajarinya bagaimana menari.,2
369,Andy selalu menginginkan sepeda anak-anak besar.,Saat dia berusia enam tahun dia meminta sepeda untuk ulang tahunnya.,Dia tidak tahu bagaimana naik sepeda.,Pada hari ulang tahun Andy ibunya memberinya sepeda.,Andy menangis berjam-jam.,Ayahnya mengajarinya bagaimana naik.,2
370,Suzy pergi ke toko es krim.,Dia memesan milkshake vanila.,"Ketika dia mencoba membayar orang itu untuk milkshake nya, dia tersenyum padanya.",Dia mengatakan kepadanya bahwa dia memenangkan kontes khusus.,Dia mengatakan kepadanya bahwa dia berhutang enam puluh dolar.,Dia memberinya milkshake gratis.,2
371,Ned dan teman-temannya pergi ke pameran.,Dia menggunakan sisa uangnya untuk membeli permen kapas.,"Saat dia berjalan pergi, dia melihat seorang anak kecil menangis.",Dia menjatuhkan gula kapasnya ke dalam genangan air.,Jadi Ned memberinya gula kapasnya sendiri.,Dia membeli lebih banyak gula pasir untuk anak itu.,1
372,Sebastian memperhatikan bahwa cuaca cerah dan hangat.,Dia punya pekerjaan yang harus dilakukan.,Dia tidak merasa seperti melakukan tugasnya.,Sebastian memutuskan bahwa berada di luar ruangan lebih baik.,Sebastian merasa seperti tinggal di dalam hari itu.,Sebastian berjalan di luar dan pergi berjalan-jalan.,2
373,Rashid adalah sopir mobil yang sangat baik.,"Suatu hari, adik Rashid terlambat ke tempat kerja.",Rashid menawarkan untuk mengantar saudaranya.,Mereka sampai di sana dengan waktu yang tersisa.,"Adiknya berteriak padanya, dan mengetuk pintu.",Saudaranya sangat berterima kasih.,2
374,Ali pergi ke tempat makanan cepat saji dan membayar dengan kartu kreditnya.,Pengurus kasir mengambil waktu yang sangat lama untuk membawa kembali kartu.,"Beberapa hari kemudian, Ali menemukan transaksi yang tidak biasa pada kartu kreditnya.","Dia menelepon banknya, yang membalikkan biaya.",Dia bertanya-tanya apakah kasir telah mencuri informasi nya.,Dia memastikan untuk berterima kasih pada kasir makanan cepat saji.,1
375,Aku sedang mencari lukisan bagus untuk ruang tamu saya.,Karena itu kemarin aku pergi mencari.,Akhirnya aku menemukan yang indah yang kucintai.,Lukisan itu adalah air terjun.,Aku memutuskan untuk tidak membeli lukisan itu karena aku tidak menyukainya.,Aku membelinya dan membawanya pulang.,2
376,Aku ingin mendapatkan promosi.,Aku memutuskan untuk mencoba untuk mendapatkan promosi.,"Sepanjang tahun, aku bekerja sangat keras.",Bos saya memperhatikan dan memanggil saya ke kantornya suatu hari.,Bosku memecatku di tempat.,Aku mendapat promosi yang kuinginkan.,2
377,Maggie dan orang tuanya pindah ke kota baru.,Maggie gugup karena dia tidak mengenal siapa pun.,"Begitu dia pindah, dia pergi ke sekitar memperkenalkan dirinya.",Dia akhirnya membuat beberapa teman.,Maggie sedih dan kesepian.,Maggie menyukai kota baru.,2
378,Dan berjalan pulang dari sekolah dan melihat tampilan jendela.,Ada kereta api di jendela toko.,Dan sangat berharap bisa memiliki kereta ini.,Ketika Dan pulang ke rumah ibunya mengatakan kepadanya dia punya kejutan.,Dia memberi Dan kereta api.,Ibu Dan menyuruhnya bersiap-siap untuk sekolah.,1
379,Gina ingin mencuri kunci rumah ibunya.,Dia menunggu sampai ibunya tidur siang.,Dia membawa tas ibunya ke kamar mandi.,Dia mengeluarkan kunci dari rantai dengan tenang.,Lalu Gina meletakkan tas kembali tepat di tempat dia menemukannya.,Lalu Gina mengatakan pada ibunya dimana kuncinya.,1
380,Ada seorang pria dari Kentucky.,Dia mencintai seorang gadis yang tinggal di Louisiana.,Dia memutuskan dia perlu pindah.,Dia pindah untuk bersama kekasihnya.,Pria itu pindah ke Texas.,Pria itu pindah ke Kentucky.,2
381,Tim gagal di kelas matematika.,Dia tahu jika dia tidak lulus dia harus pergi ke sekolah musim panas.,Dia belajar keras dan meminta kredit tambahan.,Pada hari terakhir sekolah dia tahu dia lulus!,Tim senang sekali.,Tim sangat kecewa.,1
382,Mary-Anne merasa kesepian dan memutuskan untuk mengadopsi kucing.,Dia pergi ke komunitas kemanusiaan setempat untuk memulai prosesnya.,"Saat dia melihat, salah satu kucing meowed padanya.","Mary-Anne membelai kucing, dan itu adalah cinta pada pandangan pertama.",Dia memutuskan itu bukan kucing yang tepat.,Dia membawa kucing itu pulang.,2
383,Aku ikut senam saat kecil.,Aku belajar balok keseimbangan dan melakukan gerakan di atasnya.,"Saat aku melakukan putaran off membalikkan balok, aku mendarat salah.",Aku patah pergelangan kaki dan sangat sakit!,Aku dilarikan ke rumah sakit.,Aku bangun dan kembali ke balok keseimbangan.,1
384,Ada enam anak anjing berlari di sekitar lobi rumahku.,Akan sulit untuk memilih yang ingin kita beli.,Setiap putri saya memilih anak anjing yang berbeda.,Pemiliknya bilang kita bisa mendapatkan diskon untuk dua anjing.,Kami masing-masing membeli satu anjing.,Kami tidak suka anjing.,1
385,Johnny ingin perubahan dari kehidupan kota besarnya di Boston.,Dia memutuskan dia akan lebih bahagia di Heartland Amerika.,"Akhirnya hari itu tiba, Johnny pindah ke Idaho.",Dia telah melarikan diri dari kehidupan kota besar.,Johnny mulai merencanakan untuk pindah ke Boston.,Johnny senang berada di kota kecil.,2
386,Joan benci pulang untuk Natal.,Dia tahu bahwa ibunya akan menguntitnya tentang kehidupan cintanya.,Tahun ini dalam perjalanan pulang dia mengalami kecelakaan mobil.,Ibunya bergegas ke sisinya untuk mengurus kebutuhannya.,Ibu Joan tidak berbicara dengannya karena dia belum menikah.,Joan merasa senang melihat wajah ibunya.,2
387,Aku menghabiskan seluruh waktuku untuk menulis.,"Akibatnya, saya mulai merasa kesepian.",Aku memutuskan untuk bergabung dengan komunitas kencan online.,"Saat aku bergabung, aku menyadari bahwa aku tidak menyukai orang lain.",Aku mulai menulis lebih banyak.,Aku sering kencan.,1
388,Putriku adalah seorang pramuka di sekolah dasar.,Suatu hari dia pergi berlibur.,Istriku pergi sebagai pendamping.,Semua orang tinggal di sebuah pondok di New Hampshire selama akhir pekan.,Putriku tidak pernah lupa perjalanan sekolahnya.,Aku dan istriku makan malam malam itu.,1
389,Hari ini adalah pembukaan klub baru di sudut.,Aku tak sabar untuk hadir.,Saat kami masuk ke klub itu indah.,Kami memesan makanan lezat dan menari.,Kami berteman dengan penjaga pintu sehingga kita bisa masuk ke klub besok.,Penjaga tidak mengizinkan kami masuk ke klub.,1
390,Kemarin aku membawa gelas baru ke dapur.,Saya terkejut karena terjatuh.,Kaca pecah.,Aku harus mengambilnya.,Aku memotong diriku pada sepotong kecil.,Aku suka cara gelas terlihat sekarang.,1
391,Keluarga Bill tinggal di sebuah bukit.,Tidak pernah hujan atau badai di sana.,"Suatu hari, sebuah tornado melintasi daerah itu.","Rumah Bill terkena, dan atapnya robek.",Perusahaan asuransi membayar biaya atap baru.,"Mereka memutuskan mereka tidak membutuhkannya, dan pindah.",1
392,Allison memutuskan dia ingin belajar lebih banyak tentang sejarah daerahnya.,Dia pergi ke perpustakaan untuk memeriksa buku tentang hal itu.,Dia masuk ke dalam dan tidak bisa mengerti bagaimana buku-buku disortir.,Dia menemukan seorang pustakawan yang menjelaskan sistem desimal Dewey.,Itu membantunya mengetahui mobil mana yang tidak dia inginkan.,Itu membantunya menemukan apa yang dia inginkan.,2
393,Sebastian ingin bermain sepak bola di tim teman-temannya.,Dia bicara dengan temannya dan tahu dia harus pergi berlatih.,Dia berlatih menangkap bola di rumah sepanjang minggu.,Dia pergi ke latihan berikutnya dan mencetak gol.,Sebastian kecewa dengan kinerja hit.,Sebastian senang bahwa prakteknya berbuah.,2
394,Dulu ada seorang ibu yang sangat ingin bayinya tidur.,Dia berjalan-jalan di sekitar tapi masih ia tidak tidur.,Dia memberi makan dia tapi dia masih tidak tidur.,"Akhirnya, dia ingat lagu pengantar tidur yang ibunya nyanyikan untuknya.",Ibu dengan lembut menyanyikan lagu pengantar tidur untuk bayinya.,Ibu memainkan beberapa hip hop untuk bayinya.,1
395,Johnny sering kencing di kolam renang saat masih kecil.,Dia pikir dia bisa melakukannya sebagai orang dewasa.,Dia membawa anak-anaknya ke taman air.,Selanjutnya dia kencing di kolam renang.,Beberapa orang memperhatikan dan Johnny mendapat masalah.,Semua orang sangat senang karena perilaku Johnny.,1
396,Amy melihat anak-anak lain bermain dan menatap inhalernya.,Karena asma dia tidak bisa bermain olahraga.,Dia merasakan tangan gurunya di bahunya.,Gurunya tersenyum dan mengatakan Amy dia akan menjadi seniman besar suatu hari nanti.,Amy merasa jauh lebih baik.,Amy merasa buruk.,1
397,Joe dan teman-temannya memiliki pertandingan sepak bola mereka hari ini.,Joe gugup.,Dia gugup apakah dia akan menang atau tidak.,"Akhirnya setelah pertandingan, tim Joe menang.",Joe sangat bangga dengan timnya.,Joe sangat kecewa dengan timnya.,1
398,Mark memiliki wawancara besar untuk pekerjaan baru.,Dia mempersiapkan dirinya untuk pertanyaan yang mungkin mereka tanyakan.,Penanyai itu tampaknya terkesan dengan jawaban Mark.,Pewawancara memberitahu Mark bahwa dia mendapat pekerjaan itu.,Mark sangat senang.,Mark marah dan keluar dengan marah.,1
399,Elaine tidak merasa seperti memasak malam ini.,"Oleh karena itu, Elaine memutuskan untuk pergi makan di luar.","Namun, Elaine tidak tahu di mana dia ingin makan.",Elaine merenungkan kemana dia harus pergi selama hampir satu jam.,Elaine merasa mudah untuk membuat keputusan.,Elaine merasa sulit untuk membuat keputusan.,2
400,Sam mencoba untuk masuk ke perguruan tinggi impiannya.,Dia menghabiskan banyak waktu untuk mengisi formulir.,Itu membuatnya merasa baik tentang prestasi akademiknya.,Dia menyerahkan lamaran.,3 bulan kemudian dia menerima surat penerimaan.,Dia tidak pernah berpikir tentang hal itu lagi.,1
401,Matt memutuskan untuk pergi bar hopping dengan dua temannya satu malam.,Mereka minum 3 shot di satu bar.,"Mereka pergi ke 4 lagi, minum 3 tembakan di masing-masing.",Matt akhirnya terlalu mabuk dan kehilangan ponselnya.,Matt dan teman-temannya pulang dan tidur.,Matt tidak peduli tentang ponsel yang hilang.,1
402,Bindu merencanakan pesta dengan teman-temannya.,Mereka bertemu di rumahnya untuk membahas makanan dan band apa yang harus digunakan.,Salah satu teman Bindu membawa samosa dan doogh.,Empat teman bermain musik di pesta.,Semua orang bersenang-senang.,Bindu benci teman-temannya dan pesta.,1
403,Tyler bangun dan perlu mandi sebelum sekolah.,Adiknya sedang mandi.,Tyler khawatir dia akan ketinggalan bus.,Akhirnya giliran Tyler untuk mandi.,Tyler membuat cupcakes untuk menunjukkan keterampilan baking-nya.,Tyler mandi cepat dan sampai di halte bus tepat waktu.,2
404,Thomas merasa tidak dikenal akhir-akhir ini.,Dia pergi ke dokternya untuk diperiksa.,Dokternya mengatakan bahwa kadar kolesterolnya sedikit tinggi.,Thomas mulai makan lebih sehat dan berjalan-jalan.,Dia didiagnosis menderita diabetes setelah menambah berat badan 40 pon.,Dokternya sangat senang pada pemeriksaan berikutnya.,2
405,Lonceng pintu berdering tapi tidak ada orang di sana.,Dia tidak yakin apakah dia harus membuka pintu atau tidak.,Perlahan dia berderit membuka pintu dan mengintip di luar.,Saudaranya melompat keluar padanya dan memberinya ketakutan yang baik.,Dia memutuskan untuk menonton acara komedi favoritnya di Netflix.,Dia berteriak dan mendorong kakaknya pergi.,2
406,Stephanie ingin membuat saus apel.,Dia memutuskan untuk pergi ke pasar untuk mengambil beberapa apel lezat.,Saat dia berjalan melalui kebun buah dia tersandung dan jatuh.,Dia mematahkan kedua pergelangan tangannya.,Stephanie mendorong dirinya dengan tangannya.,Stephanie tidak bisa bangun sampai seseorang menemukannya.,2
407,Roy tidak bisa mengerti mengapa apartemennya berbau busuk.,Teman-temannya mengomentari itu ketika mereka pergi.,Semua orang memutuskan untuk mencari sumbernya.,Ternyata itu adalah ikan tua di lemari es.,Roy memutuskan untuk meninggalkan ikan di lemari es.,Roy membuang si nelayan tua dan semuanya berbau lebih baik.,2
408,Jimmy tumbuh sangat miskin.,"Namun, orang tuanya selalu melakukan yang terbaik untuk menafkahi dia.","Ketika dia masuk ke perguruan tinggi yang baik, mereka bekerja dua pekerjaan untuk membelinya.","Ketika dia lulus, dia ingin menunjukkan apresiasinya.",Jadi dia membayar mereka untuk kuliah.,Jimmy menelepon orang tuanya dan mengutuk mereka.,1
409,Jill terkejut ketika seorang pria tampan memintanya untuk ke pesta dansa.,"Saat teman-temannya bersiap, Jill berkeringat tentang rambutnya.",Teman sekamar Jill bilang mereka bisa membantu.,Jill selesai berpakaian ke toga seperti gaun putih nya.,Kencan datang dan memuji penampilannya.,Jill dan teman-temannya bersenang-senang malam hanya untuk gadis-gadis.,1
410,Seorang pemilik bar memasang spanduk besar untuk mengiklankan barnya.,Angin kencang dan mengusir bendera.,Pemiliknya mengejarnya di seluruh kota.,Itu mendarat di halaman belakang seorang wanita tua.,Wanita tua itu menolak untuk mengembalikan spanduk itu.,Wanita tua itu senang menemukan mantel bulu.,1
411,Ibuku punya resep untuk labu yang sangat ku suka.,Dia pernah membuatnya untukku karena aku sedang mengalami hari yang buruk.,Aku makan labu dan aku merasa lebih baik.,Bar itu mengingatkanku bahwa ibuku peduli padaku.,Aku tidak pernah makan labu bar setelah hari itu.,Aku membuat bar labu di kemudian hari dan mereka mengingatkanku pada ibuku.,2
412,Tim memutuskan untuk menghabiskan lebih banyak waktu dengan kakeknya.,"Kakeknya suka menonton burung, jadi Tim menonton dengannya.",Mereka mencatat penampakan mereka dalam buku catatan.,"Tidak lama kemudian, Tim benar-benar tertarik!",Tim memutuskan dia tidak tertarik pada burung lagi.,Tim dan kakeknya menemukan hobi yang mereka berdua nikmati.,2
413,Danny bekerja di toko es krim lokal musim panas ini.,Dia sangat bersemangat untuk memulai pekerjaan pertamanya.,Pada hari pertamanya seorang anak kecil menjatuhkan es krimnya di lantai.,"Tanpa ragu-ragu, Danny tahu apa yang harus dilakukan.",Dia memberinya satu sendok es krim lagi.,Dia menolak untuk memberinya satu scoop lagi.,1
414,Lonceng sekolah berbunyi saat jam berbunyi 2.,Gina tak pernah lebih bahagia untuk hari yang berakhir.,Dia mengambil barang-barangnya dan menunggu di pintu untuk Tami.,Tapi Tami akan pergi bersama Rita dan Mary.,Gina merasa kesepian saat dia pulang.,Gina berterima kasih pada Tami keesokan harinya.,1
415,Laurence dan keluarganya memutuskan untuk pindah.,Pertama mereka mengemas perabot mereka.,Mereka kemudian mengemas semua yang lain.,Semua barang mereka dipindahkan ke dalam van.,Laurence dan keluarganya mengemudi ke rumah baru mereka.,Laurence menaruh semua barang mereka kembali ke rumah.,1
416,Joy ingin menemukan cangkang yang sempurna untuk kepiting pertapa nya.,"Dia bisa membeli satu, tapi akan lebih istimewa jika dia menemukannya.",Dia menjelajahi pantai sepanjang pagi.,Semua yang bisa bekerja rusak!,Dia harus membeli cangkang setelah semua.,Jadi dia membawa satu pulang dan memberikannya kepada kepitingnya.,1
417,Westin akan menikah!,Dia ingin pernikahannya berjalan sempurna.,Semuanya berjalan lancar sampai malam.,Seseorang sangat mabuk dan jatuh ke dalam kue!,Westin memotong sepotong kue yang sempurna.,Weston dan istrinya menendang orang yang mabuk.,2
418,Joe membantu ayahnya membersihkan hutan di belakang halaman mereka.,Tiba-tiba dia mendengar suara gemuruh.,Dia telah menggerakkan sarang lebah.,Dia tergigit enam kali sebelum dia bisa melarikan diri.,Joe tertawa tentang pengalaman itu.,Joe marah karena terluka.,2
419,Saat itu musim gugur.,Taman Todd penuh dengan daun.,Dia memutuskan dia perlu untuk mengikis mereka semua.,"Setelah selesai, dia menaruh semuanya dalam tas.",Todd menaruhnya di tempat sampah.,Todd membuka tas dan menyebarkan daun-daun di sekitar.,1
420,Tim bermimpi menjadi binaragawan hebat.,Dia berolahraga setiap malam untuk mencapai tujuannya.,Kerja kerasnya terbayar dan ia mendapatkan tempat di sebuah kontes populer.,"Dia menunjukkan kemampuannya, mengangkat lebih dari 250 lbs.",Tim sangat bertekad.,Tim tidak punya tekad.,1
421,Henry berjalan ke kelasnya.,"Pada saat yang sama, dia mencoba untuk membersihkan layar teleponnya dengan kain.","Sayangnya, seseorang menabraknya.",Ponselnya jatuh dari tangannya dan mendarat di tanah.,Orang itu meminta maaf pada Henry.,Henry senang dan bersyukur.,1
422,Tami memutuskan untuk menghadiri uji coba bola voli.,"Dia hanya di kelas 8, tapi dia tahu dia bagus.",Dia bermain keras dan memberikan segalanya.,Dia tidak mengantisipasi pemain lain akan menjadi sebaik dia.,Tami masuk tim basket.,Semua pemain bagus tapi dia masuk tim.,2
423,Bob dan Jim bermain bola di rumah suatu hari.,Mereka menjatuhkan vas dan itu pecah menjadi banyak bagian.,Mereka takut ibunya akan marah pada mereka.,"Mereka menemukan beberapa lem, dan dengan hati-hati terpaku vas kembali bersama-sama.",Ibunya menikmati vas baru yang rusak.,Lemnya membuat vas itu tetap utuh dan ibu mereka tidak pernah mengetahuinya.,2
424,Steve sangat sedih.,Pacar Steve putus dengannya.,Dia memutuskan untuk menulis lagu untuknya.,Dia menuangkan hatinya ke dalam lagu.,Steve bertanya-tanya apakah mereka bisa kembali bersama.,Steve mengendarai satu jam untuk pergi ke tempat strip untuk obat-obatan.,1
425,Gloria ingin membeli bunga untuk suaminya.,Gloria terkejut dengan harga bahkan hanya setengah lusin bunga lili.,Gloria memutuskan untuk memetik beberapa bunga dari kebunnya.,Dia mengumpulkan beberapa bunga narcis dan krisan.,Gloria mengajukan gugatan cerai tak lama setelah itu.,Suami Gloria sangat menghargai hal itu.,2
426,Josh bermain basket setiap hari.,Tujuannya adalah untuk bisa membuat keranjang apapun di lapangan.,"Suatu hari, seseorang menantangnya untuk sebuah kontes.",Siapa pun yang membuat tembakan paling akan menjadi pemenang!,John lari menjerit ketakutan.,Dia membuat tembakan paling banyak dan memenangkan kontes.,2
427,Lauren selalu ingin memakai celana jeans tipis ke pesta.,"Namun, dia perlu menurunkan berat badan sehingga celana jeans ramping akan terlihat bagus.",Lauren mulai menjalani latihan yang menantang.,Akhirnya dia sudah cukup menurunkan berat badan untuk memakai celana jeans tipis.,Dia memakainya dengan bangga ke pesta berikutnya.,Dia cemburu.,1
428,Aku pergi ke Hawaii di sekolah menengah.,Seluruh kelas band kami akan pergi.,Butuh 9 jam untuk terbang ke sana.,Itu adalah surga tropis.,Aku memutuskan bahwa aku ingin pergi ke Hawaii lebih.,Hawaii bukan tempat yang bagus untuk bepergian.,1
429,"Sonny tinggal di Texas, dan itu adalah musim panas yang panas.",Dia sangat muak dengan panasnya.,Dia memutuskan untuk mencari cara untuk menenangkan diri.,"Awalnya, dia tidak bisa memikirkan apa-apa.",Dia memutuskan untuk pergi menyalakan pemanasnya.,Dia kemudian memutuskan untuk melompat ke kolam renang.,2
430,Chad adalah penyanyi yang luar biasa.,Dia terlalu takut untuk bernyanyi.,Dia ingin bergabung dengan paduan suara gereja tapi pikir teman-temannya akan tertawa.,Karena dia begitu malu dengan keterampilan dan gairahnya.,Chad punya keberanian untuk menyampaikan rutinitas komedi nya.,"Alih-alih tertawa, semua orang bertepuk tangan ketika Chad akhirnya bernyanyi.",2
431,"Ronald punya dua anak, seorang anak laki-laki dan seorang anak perempuan.",Itu sudah lebih dari cukup.,Dia benar-benar tidak ingin dua untuk jujur.,Suatu hari istrinya memberitahunya bahwa bayi ketiga sedang dalam perjalanan.,Dia sangat tidak bahagia tapi takut untuk pergi.,Matanya bersinar dengan kegembiraan.,1
432,Aku sedang berjalan-jalan Rabu lalu.,"Saat berjalan, aku menemukan sesuatu yang membuatku takut.",Di depanku adalah ular setinggi 4 kaki dengan mata manik.,Aku berteriak dan berlari sepanjang jalan kembali ke jalan utama.,Saya seorang ahli biologi yang mempelajari ular.,Aku mengikuti jalan kembali ke mobilku.,2
433,Mary suka minum kopi setiap pagi.,Hari ini dia terburu-buru.,Dia pergi ke tempat kopi drive through.,Dia memperhatikan kopi itu salah pesanan setelah dia pergi.,Mary menabrak sebuah polling.,Mary terus mengemudi dan meminumnya.,2
434,Bill baru saja pindah ke kota besar untuk mencari pekerjaan.,Ia merasa kesepian karena tidak mengenal siapa pun di kota itu.,"Setelah bekerja suatu hari, Bill memutuskan untuk minum-minum bersama beberapa rekan kerja.",Dia sangat senang bergaul dengan mereka.,Bill membuat banyak teman hari itu.,Bill marah pada rekan kerjanya.,1
435,Billy ingin menjadi dokter.,Dia pergi ke perguruan tinggi untuk menjadi dokter.,"Setelah lulus dengan gelarnya, dia berubah pikiran.",Billy menjadi perawat bukan dokter.,Ia tidak pernah menyesali keputusannya.,"Dia sangat depresi, dia menjadi pecandu alkohol.",1
436,Quinton sedang diusir dari apartemennya.,Dia bangkrut tanpa penghasilan.,"Suatu hari, dia memutuskan untuk menghabiskan dolar terakhirnya di lotere.","Dia tak percaya, ia memenangkan $50.000!",Quinton merasa tertekan.,Quinton sangat senang.,2
437,Setelah Igor bangun ia mulai bersiap untuk bekerja.,Dia menyalakan pancuran mandi dan menunggu untuk mendapatkan panas.,Airnya tetap dingin.,Dia berdebat antara mandi dingin dan tidak mandi.,Dia makan muffin.,Igor mandi dingin.,2
438,Tara lebih memilih musik big band dari semua alternatif.,Dia menyukai semua tanduk dan alat musik kuningan lainnya.,Dia mencoba mencari teman-teman band besar pecinta.,Upaya-upaya itu sia-sia.,Tara masih menikmati mendengarkan sendiri!,Tara adalah gadis yang jahat.,1
439,Aku pergi ke Washington DC untuk mengunjungi pacarku.,Kami pergi ke banyak tempat di sekitar kota.,Tapi satu tempat yang ingin aku kunjungi adalah Gedung Putih.,"Dia membawa saya ke Gedung Putih, dan saya sangat bahagia.",Kami mengikuti tur dan menikmati sejarah tempat itu.,Kami meninggalkan Gedung Putih tiba-tiba dan tidak mengambil tur.,1
440,Anakku membeli drum untuk keponakannya yang berusia satu tahun musim gugur lalu.,"Alat musiknya memiliki tongkat, simbal, dan kursi.",Keponakannya tinggal di NYC.,"Dia melihatnya saat berkunjung, dan sangat senang.",Dia benci musik.,Dia ingin bermain drum.,2
441,Maggie memiliki pertunjukan piano pertamanya malam ini.,Dia sangat gugup.,Saat dia naik ke panggung dia gemetar.,Syukurlah dia akhirnya bermain sempurna.,Maggie didorong untuk melakukan lebih banyak.,Maggie menyerah piano.,1
442,Ed suka malam film dengan keluarga.,Mereka akan mendapatkan makanan dan minuman dan berkerumun di sekitar TV.,Mereka menonton Aladdin malam ini.,Tapi Ed tertidur sebelum berakhir.,Ed senang dengan akhirnya.,Ed menyesal tertidur.,2
443,Aku memutuskan aku ingin mendaftar untuk klub Natal dengan bank saya.,Aku menelepon kasir dan bertanya kapan aku bisa melakukan ini.,Dia bilang aku bisa datang kapan saja.,Aku pergi pagi ini dan mendaftar untuk rencana.,Aku senang aku mendaftar.,Aku menyesal mendaftar.,1
444,Mac punya teman vegan datang untuk makan malam.,"Dia mengerang, mengetahui bahwa dia tidak bisa membuat steak atau hamburger.",Lalu ia ingat resep saus Alfredo yang dibuat dengan kacang mete.,"Ia terkejut, sausnya keluar krim dan lezat.",Dia memutuskan untuk menyajikan bakso sebagai gantinya.,Mereka semua menikmati makanannya.,2
445,Ryan dulu bekerja untuk keamanan mal.,Dia sering bekerja shift malam.,"Suatu hari, dia melihat rakun di mall.",Dia menatapnya selama berjam-jam sampai pergi.,Ryan buta.,Ryan memutuskan pekerjaannya agak membosankan.,2
446,Guru Johnny memperlakukan kelas dengan kerucut salju buatan sendiri.,Guru membiarkan setiap siswa memilih sirup warna.,"Saat giliran Johnny, dia marah karena hanya ada satu warna yang tersisa.",Guru Johnny bertanya apa yang salah.,Johnny mengatakan kepada guru bahwa dia bahagia.,Johnny mengatakan kepada guru bahwa dia marah karena tidak mendapatkan warna yang lebih banyak.,2
447,Tim harus memilih antara tiga gadis untuk tanggal.,Dia menyukai mereka bertiga tapi dia harus membuat keputusan.,Dia berbicara dengan mereka bertiga untuk melihat siapa yang lebih menyukainya.,Dia akhirnya pergi dengan gadis yang ingin melihat dia lebih.,Tim adalah gay.,Tim puas.,2
448,Jill meyakinkan pacarnya Joe untuk pergi mencari Geocache bersamanya.,Dia tidak berpikir itu terdengar seperti menyenangkan tapi memutuskan untuk menghiburnya.,Mereka mencari lokasi dimana Geocache seharusnya berada.,Setelah lebih dari satu jam mencari mereka tidak dapat menemukannya.,Jill berharap mereka akan segera menemukannya.,Jill senang dia tidak membawa Joe.,1
449,Brigid dan temannya Ella sama-sama mengambil pelajaran piano.,Ayah Ella membelikan dia sebuah piano grand yang mahal dari pembuat terkenal.,Ayah Brigid hanya mampu membelikan dia piano tegak bekas.,Tapi Ella adalah gadis bodoh dan tidak peka yang tidak pernah berlatih.,Ella tidak pernah menjadi pandai bermain piano.,Ella kemudian menjadi pemain piano bintang.,1
450,Dave ingin membeli pistol.,Dia pergi ke toko senjata dan mengajukan banyak pertanyaan.,Dia melihat senjata besar dan senjata kecil.,Dia memutuskan ingin membeli senapan besar.,Dave menentang amandemen kedua.,Dave membelinya dan menikmati perbelanjaannya.,2
451,Rose naik kereta ke Long Island.,"Di sana, dia pergi ke ujung pulau.",Dia pergi ke pantai di Montauk Point.,Dingin dan berangin.,Rose begitu hangat sehingga dia melepas jaketnya.,Rose melindungi wajahnya dari angin.,2
452,Drew menggunakan mesin ketik untuk proyek khusus.,Dia mencoba untuk berhati-hati karena dia tidak bisa menghapus kata-katanya.,"Namun, ia akhirnya tertidur.",Kepalanya mendarat di tombol dan beberapa huruf diketik.,Drew senang proyeknya akan bebas dari kesalahan.,Drew harus mulai mengetik kertas lagi.,2
453,Sarah selalu terpesona dengan langit malam.,"Menyadari hasrat Sarah, ayahnya membelikan dia teleskop baru.",Dia sangat senang.,Dia pergi keluar setiap malam untuk rajin melihat langit malam.,Ayah Sarah mengambil kembali teleskop.,Sarah menyukai teleskop barunya.,2
454,Kristen sudah bosan dengan kamarnya.,Dia perlu memindahkannya untuk perubahan.,Dia tidak memindahkannya selama lebih dari empat tahun.,Setelah memindahkan semuanya dia melihat sebuah noda besar di tempat tempat tidurnya ditutupi.,Melanie memutuskan bahwa kamar terlihat sempurna sekarang.,Dia memutuskan untuk meletakkan karpet di atas noda.,2
455,Adikku pindah denganku saat dia berusia 35 tahun.,Dia tinggal dengan seorang pemukulan istri di sebuah trailer park yang sudah usang.,Pria itu melacaknya sampai ke rumahku pada suatu malam yang dingin dan gelap.,Dia masuk ke rumahku saat kami sedang tidur.,Kami bangun dan menemukan dia menyelinap masuk melalui jendela.,"Dia duduk di meja bersama kami, dan kami semua minum.",1
