,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
367,"Энджи, сотрудник MTurk, считала себя усердной.",Однажды один из ее любимых заказчиков отказался от ее работы.,Энджи была очень удивлена и отправила им письмо.,"Они ответили, что ее работа была недостаточно хорошей.","Энджи решила сказать заявителю, чтобы он отклонил больше ее работ.",Энджи пыталась подробно обсудить этот вопрос.,2
368,Донован пригласил Трину на танец.,"Трина понравилась Донован, поэтому она сказала да, но она была очень обеспокоена.","После школы она побежала домой, чтобы попросить помощи у отца.","Когда ее отец вернулся домой, она объяснила ему ситуацию, и отец улыбнулся.",Отец Трины ругал её.,Отец Трины научил ее танцевать.,2
369,Энди всегда хотел большой детский велосипед.,"Когда ему исполнилось шесть лет, он попросил велосипед на день рождения.",Он не умел ездить на велосипеде.,На день рождения Энди его мать подарила ему велосипед.,Энди плакал часами.,Его отец научил его ездить на ней.,2
370,Сьюзи пошла в магазин мороженого.,Она заказала ванильный молочный коктейль.,"Когда она пыталась заплатить ему за молочный коктейль, он улыбнулся ей.","Он сказал ей, что она выиграла специальный конкурс.","Он сказал ей, что она должна ему шестьдесят долларов.",Он дал ей молочный коктейль бесплатно.,2
371,Нед и его друзья пошли на ярмарку.,Он потратил последние деньги на пушистую вату.,"Когда он уходил, он увидел плачущего мальчика.",Он уронил свою вату в лужу.,Так что Нед дал ему свою собственную вату.,Он купил мальчику еще вату.,1
372,"Себастьян заметил, что на улице солнечно и тепло.",У него были дела.,Он не хотел делать свою работу.,"Себастьян решил, что лучше быть на улице.",Себастьян хотел остаться в доме в тот день.,Себастьян вышел на улицу и пошел прогуляться.,2
373,Рашид был отличным водителем.,Однажды брат Рашида опоздал на работу.,Рашид предложил подвезти его брата.,Они добрались до него в свободное от работы время.,Его брат накричал на него и запер дверь.,Его брат был благодарен.,2
374,Али пошла в ресторан быстрого питания и заплатила кредитной картой.,"Кассиру потребовалось много времени, чтобы вернуть ее карту.",Несколько дней спустя Али обнаружила необычные транзакции на ее карте.,"Она позвонила в банк, и они отменили обвинения.","Она думала, что кассир украл ее информацию.",Она обязательно поблагодарила кассира ресторана быстрого питания.,1
375,Я искал красивую картину для моей гостиной.,Поэтому вчера я пошел искать.,"Наконец-то я нашел красивую, которую полюбил.",На картине был водопад.,"Я решил не покупать картину, потому что она мне не понравилась.",Я купил его и принес домой.,2
376,Я хотел получить повышение.,Я решил попробовать получить повышение.,Весь год я очень усердно работал.,Мой босс заметил это и однажды вызвал меня в свой офис.,Мой босс уволил меня на месте.,"Я получил повышение, которого хотел.",2
377,Мэгги и её родители переезжали в новый город.,"Мэгги нервничала, потому что она никого не знала.","Как только она переехала, она начала представлять себя.",Она нашла себе друзей.,Мэгги была грустной и одинокой.,Мэгги понравился новый город.,2
378,Дэн шел домой из школы и увидел витрину.,В витрине магазина был поезд.,"Дэн так хотел, чтобы этот поезд принадлежал ему.","Когда Дэн вернулся домой, его мать сказала ему, что у нее есть сюрприз.",Она дала Дану поезд.,Мать Дэна сказала ему подготовиться к школе.,1
379,Джина хотела украсть ключ от дома своей матери.,"Она ждала, пока ее мать не вздремнет.",Она взяла сумку своей мамы в ванную.,Она тихо вытащила ключ из цепи.,"А Джина положила сумочку туда, где ее нашла.","Потом Джина сказала маме, где ключ.",1
380,Был один мужчина из Кентукки.,"Он любил девушку, которая жила в Луизиане.","Он решил, что ему нужно переехать.","Он переехал, чтобы быть со своей любовью.",Он переехал в Техас.,Мужчина переехал в Кентукки.,2
381,Тим провалил урок по математике.,"Он знал, что если не сдаст, то придется пойти в летнюю школу.",Он усердно учился и просил дополнительные кредиты.,"В последний день школы он узнал, что прошел!",Тим был в восторге.,Тим был ужасно разочарован.,1
382,Мэри-Энн чувствовала себя одинокой и решила усыновить кошку.,"Она пошла в местное гуманное общество, чтобы начать процесс.","Пока она смотрела, одна из кошек мяукала ей.","Мэри-Энн погладила кота, и это была любовь с первого взгляда.","Она решила, что это не тот кот.",Она забрала кота домой.,2
383,Я занималась гимнастикой в детстве.,Я учился балансировать и делать на нем движения.,"Когда я делал запуск, отворачиваясь от луча, я приземлился неправильно.",Я сломала лодыжку и так больно!,Меня срочно отвезли в больницу.,Я встал и вернулся на балансную балки.,1
384,В моем фойе бегали шесть щенков.,"Было бы трудно выбрать тот, который мы хотели купить.",Каждая из моих дочерей выбрала себе другого щенка.,"Владелец сказал, что мы можем получить скидку на двух собак.",Мы купили по одной собаке.,Мы не любили собак.,1
385,Джонни хотел изменить свою жизнь в большом городе Бостоне.,"Он решил, что будет счастливее в сердце Америки.","Наконец, день настал, и Джонни переехал в Айдахо.",Он убежал от жизни в большом городе.,Джонни начал планировать переезд в Бостон.,Джонни был счастлив быть в маленьком городке.,2
386,Джоан ненавидела возвращаться домой на Рождество.,"Она знала, что ее мать будет преследовать ее из-за ее любовной жизни.",В этом году по дороге домой она попала в аварию.,"Ее мать поспешила к ней, чтобы позаботиться о ее нуждах.","Мать Джоан не говорила с ней, потому что она была не замужем.",Джоан была рада видеть лицо своей матери.,2
387,Я все время работаю над своим письмом.,В результате я начала чувствовать себя очень одинокой.,Я решила присоединиться к онлайн-сообществу знакомств.,"Присоединяясь, я понимаю, что не особенно люблю других людей.",Я начал писать больше.,Я ходила на много свиданий.,1
388,Моя дочь была девочкой-скаутом в начальной школе.,Однажды она отправилась в ночной экскурсионный поход.,Моя жена была сопровождающей.,Все остались в хижине в Нью-Гэмпшире на выходные.,Моя дочь никогда не забывала о своей экскурсии.,Мы с женой ужинали в тот вечер.,1
389,Сегодня открытие нового клуба за углом.,"Я не могла дождаться, чтобы прийти.","Когда мы вошли в клуб, он был прекрасен.",Мы заказали вкусную еду и танцевали.,"Мы подружились с вышибалой, чтобы завтра попасть в клуб.",Вышибальщик не пустил нас в клуб.,1
390,Вчера я приносил новый стакан на кухню.,"К моему удивлению, я уронил его.",Стекло разбилось.,Я должен был забрать его.,Я порезался на маленьком кусочке.,"Мне нравилось, как выглядит стекло сейчас.",1
391,Семья Билла жила на холме.,"Там никогда не было ни дождя, ни шторма.",Однажды через этот район прошел торнадо.,"Дом Билла был сбит, и крыша была сорвана.",Страховая компания покрыла расходы на новую крышу.,"Они решили, что им это не нужно, и переехали.",1
392,Эллисон решила узнать больше об истории своего района.,"Она спустилась в библиотеку, чтобы посмотреть книгу об этом.","Она вошла и не могла понять, как книги были рассортированы.","Она нашла библиотекаря, который объяснил ей десятичную систему Дьюи.","Это помогло ей понять, какую машину она не хочет.","Это помогло ей найти то, что она хотела.",2
393,Себастьян хотел играть в футбол в команде своих друзей.,"Он поговорил со своим другом и узнал, что ему нужно пойти на тренировку.",Он практиковался в ловле футбола дома всю неделю.,Он пошел на следующую тренировку и забил тачдаун.,Себастьян был разочарован в успешном исполнении.,"Себастьян был рад, что его практика окупилась.",2
394,"Однажды была мать, которая отчаянно хотела, чтобы ее ребенок уснул.","Она гуляла с ним, но он все равно не спал.","Она кормила его, но он все равно не спал.","Наконец она вспомнила колыбельную, которую пела ей мать.",Мать нежно пела колыбельную песню своему ребенку.,Мать сыграла хип-хоп для своего ребенка.,1
395,Джонни в детстве писал в бассейны.,"Он думал, что сможет это сделать взрослым.",Он взял детей в аквапарк.,Потом он пописал в бассейн.,"Некоторые люди заметили, и Джонни попал в беду.",Все были очень счастливы из-за поведения Джонни.,1
396,"Эми смотрела, как другие дети играют, и смотрела на свой ингалятор.",Из-за астмы она не могла заниматься спортом.,Она почувствовала руку своего учителя искусств на своем плече.,"Ее учительница улыбнулась и сказала Эми, что однажды она станет великим художником.",Эми стало намного лучше.,Эми чувствовала себя ужасно.,1
397,Сегодня у Джо и его друзей была футбольная игра.,Джо нервничал.,"Он нервничал, выиграет он или нет.","Наконец, после игры команда Джо победила.",Джо очень гордился своей командой.,Джо был очень разочарован в своей команде.,1
398,У Марка было важное собеседование на новую работу.,"Он подготовился к тем вопросам, которые они могли бы задать.","На интервьюера, похоже, произвели впечатление ответы Марка.","Интервьюер сообщил Марку, что он получил работу.",Марк был очень счастлив.,Марк разозлился и вышел из дома.,1
399,Элейн не хотела готовить сегодня.,Поэтому Элейн решила пойти поесть.,"Однако Элейн не знала, где ей есть.","Элейн почти час думала, куда ей идти.",Элейн легко приняла решение.,Элейн не могла принять решение.,2
400,Сэм пытался поступить в колледж своей мечты.,Он потратил много времени на заполнение заявления.,Это заставило его чувствовать себя хорошо в своих академических достижениях.,Он подал заявление.,Через 3 месяца он получил письмо с признанием.,Он больше никогда об этом не думал.,1
401,Однажды вечером Мэтт решил пойти в бар со своими двумя друзьями.,Они выпили 3 рюмки в одном баре.,Они пошли еще на 4 и выпили по 3 рюмки в каждом.,Мэтт напился и потерял телефон.,Мэтт и его друзья пошли домой и выспались.,Мэтт не заботился о пропавшем телефоне.,1
402,Бинду устроила вечеринку со своими друзьями.,"Они встретились у нее дома, чтобы обсудить, какую еду и пластинку использовать.",Один из друзей Бинду принес самсу и дуг.,На вечеринке играли четыре друзей.,Все отлично провели время.,Бинду ненавидит своих друзей и вечеринки.,1
403,Тайлер просыпается и ему нужно принять душ перед школой.,Его младший брат принимает душ.,"Тайлер боится, что опоздает на автобус.",Наконец-то пришла очередь Тайлера принять душ.,"Тайлер делал кексы, чтобы показать свои навыки выпечки.",Тайлер быстро принимает душ и успевает на автобусную остановку.,2
404,В последнее время Томас чувствовал себя не в центре внимания.,Он пошел к врачу на осмотр.,"Его врач сказал ему, что уровень холестерина у него немного высок.",Томас начал питаться здоровее и ходить на прогулки.,"Ему поставили диагноз диабет после того, как он набрал 40 фунтов.",Его врач был очень доволен его следующим осмотром.,2
405,"Звонок звонил, но никого не было.","Она не была уверена, стоит ли ей открывать дверь.",Медленно она скрипуче открыла дверь и выглянул наружу.,Брат набросился на нее и сильно напугал.,Она решила посмотреть свое любимое комедийное шоу на Netflix.,Она закричала и оттолкнула брата.,2
406,Стефани хотела сделать яблочный соус.,"Она решила поехать на фермерский рынок, чтобы собрать вкусные яблоки.","Когда она шла по саду, она споткнулась и упала.",Она сломала оба запястья.,Стефани подтолкнула себя руками.,"Стефани не могла встать, пока ее не нашли.",2
407,"Рой не мог понять, почему его квартира так плохо пахнет.","Его друзья прокомментировали это, когда они пошли.",Все решили искать источник.,"Оказалось, что это была старая рыба в холодильнике.",Рой решил оставить рыбу в холодильнике.,"Рой выбросил старого рыбака, и все пахло лучше.",2
408,Джимми вырос очень бедным.,"Однако его родители всегда делали все возможное, чтобы обеспечить его.","Когда он поступил в хороший колледж, они работали на двух работах, чтобы позволить себе это.","Когда он закончил школу, он хотел показать свою признательность.",И он заплатил им за колледж.,Джимми позвонил родителям и оскорбил их.,1
409,"Джилл была удивлена, когда симпатичный парень пригласил ее на танцы в колледже.","Когда её соседки готовились, Джилл побеспокоилась о своих волосах.","Соседки Джилл сказали, что могут помочь.","Джилл закончила одеваться в своё белое платье, похожее на тогу.",Пришел ее парень и похвалил ее внешний вид.,Джилл и ее подруги провели веселый вечер только для девушек.,1
410,"Владелец бара вывесил большой баннер, чтобы рекламировать свой бар.",Ветер был сильным и унес знамя.,Владелец гонялся за своим запрещенным через весь город.,Он приземлился на заднем дворе старухи.,Старуха отказалась вернуть знамя.,"Старуха была в восторге, когда нашла шубу.",1
411,"У моей мамы есть рецепт тыквенных батончиков, который мне очень нравится.","Однажды она сделала их для меня, потому что у меня был плохой день.",Я съела тыквенные батончики и почувствовала себя намного лучше.,"Эти решетки напомнили мне, что моя мать заботится обо мне.",После этого дня я больше не ел тыквенных батончиков.,"Я делала батончики из тыквы в позднем возрасте, и они напоминали мне о моей маме.",2
412,Тим решил проводить больше времени со своим дедушкой.,"Его дедушка любил наблюдать за птицами, поэтому Тим наблюдал вместе с ним.",Они отмечали свои наблюдения в тетради.,Вскоре Тим действительно заинтересовался!,"Тим решил, что его больше не интересуют птицы.","Тим и его дедушка нашли хобби, которое им обоим нравилось.",2
413,Дэнни работал этим летом в местном магазине мороженого.,Он был очень рад начать свою первую работу.,В первый день своего рождения мальчик уронил мороженое на пол.,"Дэнни не колеблясь знал, что делать.",Он дал ему еще одну ложку мороженого.,Он отказался дать ему еще один скауп.,1
414,"Школьный звонок прозвенел, когда часы пробили два.","Джина никогда не была счастливее, чем сегодня.",Она собрала свои вещи и подождала Тами у двери.,Но Тами уезжала с Ритой и Мэри.,"Джина чувствовала себя одинокой, когда возвращалась домой.",Джина поблагодарила Тами на следующий день.,1
415,Лоренс и его семья решили переехать.,Сначала они собрали мебель.,Потом они собрали все остальное.,Все их вещи были перемещены в фургон.,Лоренс и его семья поехали в свой новый дом.,Лоренс вернула все их вещи обратно в дом.,1
416,Джой хотела найти идеальную раку для своего краба-отшельника.,"Она могла бы купить, но было бы особеннее, если бы она нашла его.",Она всю ночь прочесывала пляж.,"Все, что могло работать, было сломано!",Она все-таки должна была купить ракушку.,Она принесла один домой и дала его крабу.,1
417,Уэстин женился!,"Он хотел, чтобы свадьба прошла идеально.",До вечера все было хорошо.,Кто-то сильно напился и упал в торт!,Уэстин отрезал идеальный кусочек торта.,Уэстон и его жена выгнали пьяного человека.,2
418,Джо помогал отцу расчищать лес на заднем дворе.,Вдруг он услышал громкий жужжание.,Он разбудил пчелиное гнездо.,"Его укусили шесть раз, прежде чем он смог сбежать.",Джо смеялся над этим.,"Джо был зол, что его ранили.",2
419,Это была осень.,"У Тодда был двор, полный листьев.","Он решил, что ему нужно их всех вытащить.","Когда он закончил, он положил их все в мешок.",Тодд выбросил их в мусор.,Тодд открыл мешок и разбросал листья.,1
420,У Тима была мечта стать великим бодибилдером.,"Он тренировался каждую ночь, чтобы достичь своей цели.","Его упорный труд окупился, и он получил место в популярном конкурсе.","Он показал свои навыки, подняв более 250 фунтов.",Тим был очень решителен.,У Тима было мало решимости.,1
421,Генри шел в класс.,В то же время он пытался вытереть экран телефона тряпкой.,"К сожалению, кто-то наткнулся на него.",Телефон выпал из его руки и упал на землю.,Человек извинился перед Генри.,Генри был счастлив и благодарен.,1
422,Тами решила пойти на отборочные.,"Она была только в восьмом классе, но знала, что она хороша.",Она играла круто и отдала все.,"Она не ожидала, что другие игроки будут такими же хорошими, как она.",Тами попала в баскетбольную команду.,"Все игроки были хороши, но она попала в команду.",2
423,Боб и Джим играли в мяч в доме однажды.,"Они опрокинули вазу, и она разбилась на куски.","Они боялись, что их мама на них рассердится.",Они нашли немного клея и осторожно склеили вазу.,"Их маме понравилась ее новая, разбитая ваза.","Клей держал вазу вместе, и их мама никогда не узнала.",2
424,Стив был очень грустным.,- Девушка Стива порвала с ним.,Он решил написать ей песню.,Он вылил свое сердце в песню.,"Стив не мог понять, смогут ли они когда-нибудь снова быть вместе.",Стив ехал на час в стриптиз-клуб за наркотиками.,1
425,Глория хотела купить цветы для мужа.,"Глория была шокирована, узнав, что цена всего лишь на полдюжины лилий.",Глория решила собрать цветы из своего сада.,Она собрала нарциссы и хризантемы.,Вскоре после этого Глория подала на развод.,Муж Глории был очень благодарен за это.,2
426,Джош играл в баскетбол каждый день.,Его целью было быть в состоянии сделать любую корзину на поле.,Однажды кто-то вызвал его на соревнование.,"Кто сделает больше всего бросков, тот и будет победителем!","Джон сбежал, крича от ужаса.",Он сделал больше всего бросков и выиграл конкурс.,2
427,Лорен всегда хотела носить тонкие джинсы на вечеринках.,"Однако ей нужно похудеть, чтобы тонкие джинсы выглядели хорошо.",Лорен начинает тяжелый режим упражнений.,"Наконец она похудела настолько, что может носить тонкие джинсы.",Она гордо носила их на следующей вечеринке.,Она ревновала.,1
428,Я учился на Гавайях в старших классах.,Весь наш класс музыкантов был там.,Добраться туда было 9 часов.,Это был тропический рай.,"Я решил, что хочу больше ездить на Гавайи.",Гавайи не было хорошим местом для путешествий.,1
429,"Сонни жил в Техасе, и было жаркое лето.",Ему так надоело от жары.,Он решил найти способ успокоиться.,Сначала он ничего не мог придумать.,Он решил включить обогреватели.,Затем он решил прыгнуть в бассейн.,2
430,Чад был невероятным певцом.,Он просто боялся петь.,"Он хотел присоединиться к церковному хору, но думал, что друзья будут смеяться над ним.","Из-за того, что ему было стыдно за его умения и страсть.",Чад набрался смелости и выполнил свою комедийную роль.,"Вместо того, чтобы смеяться, все аплодировали, когда Чад наконец-то спел.",2
431,"У Рональда было двое детей, мальчик и девочка.","Этого было больше, чем достаточно.","Он действительно не хотел, чтобы двое были честными.","Однажды его жена сказала ему, что третий ребенок на пути.","Он был глубоко несчастлив, но боялся уйти.",Его глаза светились от волнения.,1
432,Я прогуливался в прошлую среду.,"Прогуливаясь, я наткнулся на что-то, что меня напугало.",Перед ними была 4-футовая змея с бобиновыми глазами.,Я закричала и побежала обратно на главную дорогу.,"Я биолог, изучающий змей.",Я пошла по дороге к своей машине.,2
433,Мэри любила каждое утро пить кофе.,Сегодня она торопилась.,Она пошла в кафе.,"Она заметила, что кофе был неправильно заказан после того, как она уехала.",Мэри попала в опрос.,Мэри всё равно ехала и пила.,2
434,Билл только что переехал в большой город по работе.,"Он чувствовал себя одиноким, потому что не знал никого в городе.",Однажды после работы Билл решил пойти с коллегами выпить.,Ему было очень весело с ними.,В тот день Билл приобрел много друзей.,Билл рассердился на своих коллег.,1
435,Билли хотел стать врачом.,"Он пошёл в колледж, чтобы стать врачом.","После того, как он получил степень, он передумал.",Билли стал медсестрой вместо врача.,Он никогда не жалел о своем решении.,"Он был в такой депрессии, что стал алкоголиком.",1
436,Квинтона выселяли из его квартиры.,Он был разорен и не имел дохода.,Однажды он решил потратить свой последний доллар на лотерею.,"К его удивлению, он выиграл 50 тысяч долларов!",Квинтон чувствовал себя подавленным.,Квинтон был так счастлив.,2
437,"После того, как Игорь проснулся, он начал готовиться к работе.","Он включил душ и подождал, пока он нагреется.",Вода оставалась холодной.,"Он не мог решить, принимать холодный душ или не принимать.",Он съел кекс.,Игорь принял холодный душ.,2
438,Тара предпочитала музыку больших групп всем альтернативным.,Она любила все рога и другие медные инструменты.,Она пыталась найти других поклонников больших групп.,Её попытки были тщетны.,Тара все еще любила слушать в одиночку!,Тара была злой девочкой.,1
439,"Я поехала в Вашингтон, чтобы навестить своего парня.",Мы побывали во многих местах по городу.,Но я хотела поехать в Белый дом.,"Он взял меня в Белый дом, и я была так счастлива.",Мы побывали в экскурсии и насладились историей этого места.,Мы покинули Белый дом внезапно и не поехали в экскурсию.,1
440,Мой сын купил барабан для своей однолетней племянницы осенью прошлого года.,"На сцене были палочки, кимвалы и сиденье.",Его племянница живет в Нью-Йорке.,"Она видела его, когда приезжала, и была в восторге.",Она ненавидит музыку.,Она хотела играть на барабанах.,2
441,У Мэгги был ее первый концерт сегодня.,Она очень нервничала.,"Когда она вышла на сцену, она дрожала.","К счастью, она играла идеально.",Мэгги была побуждена сделать больше.,Мэгги отказалась от фортепиано.,1
442,Эду нравились семейные кино вечера.,Они получали угощения и напитки и сгущались вокруг телевизора.,"Они смотрели ""Аладдина"" сегодня.","Но Эд уснул до того, как все закончилось.",Эд был доволен концом.,"Эд сожалел, что заснул.",2
443,"Я решил, что хочу записаться в рождественский клуб в своем банке.","Я позвонила в кассу и спросила, когда я смогу это сделать.","Она сказала, что я могу прийти в любое время.",Я пошла сегодня утром и подписалась на план.,"Я рад, что подписался.","Я сожалею, что записался.",1
444,У Мак на ужин пришла вегетарианская подруга.,"Он стонал, зная, что не может сделать стейк или гамбургеры.","Потом он вспомнил рецепт соуса Альфредо, приготовленного из кешью.","К его удивлению, соус оказался сливочным и вкусным.",Он решил вместо этого подать мясной рулет.,Все они насладились едой.,2
445,Райан работал в охране торгового центра.,Он часто работал в ночную смену.,Однажды он увидел в торговом центре енота.,"Он смотрел на него часами, пока он не ушел.",Райан был слеп.,"Райан решил, что его работа довольно скучна.",2
446,Учительница Джонни угостила класс домашними снежными шишками.,Учитель позволил каждому ученику выбрать цветной сироп.,"Когда пришла его очередь, Джонни разозлился, когда увидел, что остался только один цвет.","Учительница Джонни спросила, что случилось.","Джонни сказал учителю, что он счастлив.","Джонни сказал учителю, что расстроился, что не получил больше цветов.",2
447,"Тим должен был выбрать между тремя девушками, с которыми он встречался.","Ему нравились все три, но ему нужно было принять решение.","Он поговорил со всеми тремя, чтобы узнать, кто из них любит его больше.","В конце концов он ушёл с девушкой, которая хотела видеть его больше.",Тим - гей.,Тим был удовлетворен.,2
448,Джилл убедила своего парня Джо пойти искать Геокеш вместе с ней.,"Он не думал, что это звучит весело, но решил развлечь ее.","Они обыскали место, где должен был быть Геокеш.",После более чем часа поисков они не смогли его найти.,"Джилл надеялась, что они скоро найдут его.","Джилл была рада, что не привела Джо.",1
449,Бриджид и ее подруга Элла брали уроки игры на фортепиано.,Отец Эллы купил ей дорогой рояль от известного производителя.,Отец Бриджид мог позволить себе купить ей только подержанное вертикальное пианино.,"Но Элла была глупой и бесчувственной девушкой, которая никогда не практиковалась.",Элла никогда не стала хорошей в игре на пианино.,Элла стала звездой пианиста.,1
450,Дэйв хотел купить пистолет.,Он пошел в оружейный магазин и задал много вопросов.,Он смотрел на большие и маленькие пушки.,"Он решил, что хочет купить большой дробовик.",Дэйв был против второй поправки.,Дэйв купил его и был доволен.,2
451,Роуз поехала на поезде на Лонг-Айленд.,Там она отправилась на край острова.,Она пошла на пляж в Монток Пойнт.,Было холодно и ветрено.,"Роуз была так тепло, что сняла куртку.",Роуз прикрыла лицо от ветра.,2
452,Дрю использовал пишущую машинку для специального проекта.,"Он старался быть осторожным, так как не мог стереть свои слова.",Однако в итоге он уснул.,"Его голова упала на клавиши, и несколько букв были напечатаны.","Дрю был рад, что его проект будет свободен от ошибок.",Дрю пришлось начать печатать газету снова.,2
453,Сара всегда была очарована ночным небом.,"Заметив ее страсть, отец Сары купил ей новый телескоп.",Она была в восторге.,"Каждый вечер она выходила на улицу, чтобы усердно наблюдать за ночным небом.",Отец Сары забрал телескоп.,Сара обожает свой новый телескоп.,2
454,Кристен устала от своей комнаты.,"Ей нужно переместить его, для разнообразия.",Она не перемещала его более четырех лет.,"После того, как все переместила, она увидела огромное пятно, которое покрывало ее кровать.","Мелани решила, что теперь комната выглядит идеально.",Она решила покрыть пятно ковром.,2
455,"Моя сестра переехала ко мне, когда ей было 35.","Она жила с мужчиной, который бил жену, в заброшенном трейлерном парке.","Мужчина отследил ее до моего дома в одну холодную, темную ночь.","Он вломился в мой дом, когда мы спали.","Мы проснулись и обнаружили, что он пробрался в дом через окно.","Он сел за стол с нами, и мы все выпили.",1
456,Мои родители расстались.,"Я не уверен, когда это произошло, но, похоже, это было взаимно.",Они решили полюбовно покончить с этим.,"Хотя это меня обижает, я рад, что они выбрали то, что делает их счастливыми.",Мои родители хотят жить вместе.,Мои родители жили отдельно.,2
457,У Анны должен был родиться младший брат.,"Ее мама попала в больницу, и Анна была в полном восторге.","Она очень хотела сестренку, но не брата!","Когда ее мама вернулась домой с ребенком, Анна была очень рада.",Новый ребенок был мальчиком.,Новый ребенок был девочкой.,2
458,"Моника решила поиграть в ""Правда или вызов"" со своими друзьями.",Они все боялись признаться в чем-либо и выбрали только Дейр.,"С каждым днем ""Отваги"" становились все более сложными.","Моника бросила вызов другу, чтобы он украл Doritos, и друг это сделал.",Моника и ее друзья насладились дорито перед следующим вызовом.,"Моника не могла объяснить, почему ее подруга украла дорито.",1
