" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Daar was hier heel duidelik 'n vae bedreiging;"n opstandige gees wat hy nie kon verstaan nie. 
Hipotese:  Hy het nie die bedreiging wat hom in die gesig staar, verstaan nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Daar was hier heel duidelik 'n vae bedreiging;"n opstandige gees wat hy nie kon verstaan nie. 
Hipotese:  Hy het baie duidelik verstaan, die bedreiging wat voor hom was. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
  Hy het 'n stap teruggetrek;"n verwarde, impotente man. 
Hipotese:  Hy is glad nie geraak nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Hy het 'n stap teruggetrek;"n verwarde, impotente man. 
Hipotese:  Hy was geskok en verbaas. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Vandag is die ou gebou die tuiste van die Edinburgh Experience;"n 20-minuut, 3-D skyfievertoning wat die geskiedenis van die stad in kaart bring en die Edinburgh van vandag tot lewe bring (slegs April-Oktober). 
Hipotese:  Die gebou het nie 'n skyfievertoning nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Vandag is die ou gebou die tuiste van die Edinburgh Experience;"n 20-minuut, 3-D skyfievertoning wat die geskiedenis van die stad in kaart bring en die Edinburgh van vandag tot lewe bring (slegs April-Oktober). 
Hipotese:  Die gebou het 'n 3D-skyfieshow oor die stad se geskiedenis. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Dan kom Bona;"n sentrum van mandjie- en mandjie-ontwerp wat ook die tuiste van die kecak-dans is. 
Hipotese:  Bona is die tuiste van die kecak-dans. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Dan kom Bona;"n sentrum van mandjie- en mandjie-ontwerp wat ook die tuiste van die kecak-dans is. 
Hipotese:  Die kecak-dans is nie van Bona nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Besoekers gooi muntstukke daarin in die hoop om een van' n skilpad se kop af te bons;"n gewisse manier om geluk te behaal. 
Hipotese:  Mense gooi nooit geld daarin omdat dit slegte geluk bring nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Besoekers gooi muntstukke daarin in die hoop om een van' n skilpad se kop af te bons;"n gewisse manier om geluk te behaal. 
Hipotese:  Mense gooi muntstukke in die water. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Vir 'n outentieke gevoel van die ou Portugal, moet jy in die koel voorportaal van die indrukwekkende Leal Senado (Loyal Senate gebou);"n goeie voorbeeld van koloniale argitektuur. 
Hipotese:  Die Lojale Senaat gebou is pragtig. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Vir 'n outentieke gevoel van die ou Portugal, moet jy in die koel voorportaal van die indrukwekkende Leal Senado (Loyal Senate gebou);"n goeie voorbeeld van koloniale argitektuur. 
Hipotese:  Die gebou van die Lojale Senaat is moderne argitektuur. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Nein";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die gebou bo die ondergrondse kwartiere van die SS-wagte huisves die Topographie des Terrors;"n uitstalling van foto's en dokumente wat die lewens van diegene wat die Nazi-terreur weerstaan het, op 'n roerende manier illustreer. 
Hipotese:  Die gebou het nie 'n kelder gehad nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die gebou bo die ondergrondse kwartiere van die SS-wagte huisves die Topographie des Terrors;"n uitstalling van foto's en dokumente wat die lewens van diegene wat die Nazi-terreur weerstaan het, op 'n roerende manier illustreer. 
Hipotese:  Die gebou was bo die SS-waghuise. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die eiland se rustigheid het tot 1287 geduur, toe Alfonso III van Aragen, wat geteister was oor 'n reeks vernederings deur sy edelmense;"n voorwendsel vir die inval gevind het. 
Hipotese:  Die eiland was nooit vreedsaam nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die eiland se rustigheid het tot 1287 geduur, toe Alfonso III van Aragen, wat geteister was oor 'n reeks vernederings deur sy edelmense;"n voorwendsel vir die inval gevind het. 
Hipotese:  Die eiland was baie stil. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Op jou pad sal jy by die Paleis van Beeldende Kunste verbygaan;"n gerestaureerde oorblyfsel van die Panama-Stille Oseaan Internasionale Uitstalling. 
Hipotese:  Die paleis van pragtige kuns is alles oorspronklik. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Op jou pad sal jy by die Paleis van Beeldende Kunste verbygaan;"n gerestaureerde oorblyfsel van die Panama-Stille Oseaan Internasionale Uitstalling. 
Hipotese:  Die Paleis van Beeldende Kunste is herstel. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die nabygeleë Xlapak het net een groot gebou;"n paleis, maar Labna, die laaste Puuc-plek op die toer, het 'n aantal geboue om te verken. 
Hipotese:  Xlapak het 20 paleise. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die nabygeleë Xlapak het net een groot gebou;"n paleis, maar Labna, die laaste Puuc-plek op die toer, het 'n aantal geboue om te verken. 
Hipotese:  Xlapak het een paleis. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die naaste fasiliteite kan gevind word by die berg Parnassus (van Desember tot Maart);"n twee uur se ry van die stad af. 
Hipotese:  Die berg Parnassus is net 10 minute se ry van die stad af 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die naaste fasiliteite kan gevind word by die berg Parnassus (van Desember tot Maart);"n twee uur se ry van die stad af. 
Hipotese:  Mount Parnassus is nie 'n baie lang rit nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
nee";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die reeks het ook Operation Infinite Resolve ingesluit;"n verskeidenheid voorgestelde opvolg aanvalle op Al Qaeda-teikens in Afghanistan. 
Hipotese:  Daar was geen planne beskikbaar om teikens in Afghanistan op te volg nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die reeks het ook Operation Infinite Resolve ingesluit;"n verskeidenheid voorgestelde opvolg aanvalle op Al Qaeda-teikens in Afghanistan. 
Hipotese:  Daar is verskeie planne opgestel vir daaropvolgende aanvalle teen Al-Kaïda. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Yes";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Dubai;"n moderne stad met maklike toegang tot 'n groot lughawe, reisagentskappe, hotelle en Westerse kommersiële instellings, was 'n ideale transito-punt. 
Hipotese:  Dubai was 'n gerieflike transito-punt. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Dubai;"n moderne stad met maklike toegang tot 'n groot lughawe, reisagentskappe, hotelle en Westerse kommersiële instellings, was 'n ideale transito-punt. 
Hipotese:  Dit het geen sin gehad om Dubai as 'n deurgangspunt te gebruik nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
